'Elapsed time','CM5'
'0:00.548',-6.290
'0:00.552',-6.290
'0:00.556',-6.295
'0:00.560',-6.300
'0:00.564',-6.305
'0:00.568',-6.300
'0:00.572',-6.300
'0:00.576',-6.320
'0:00.580',-6.300
'0:00.584',-6.300
'0:00.588',-6.295
'0:00.592',-6.295
'0:00.596',-6.295
'0:00.600',-6.290
'0:00.604',-6.285
'0:00.608',-6.275
'0:00.612',-6.280
'0:00.616',-6.280
'0:00.620',-6.270
'0:00.624',-6.270
'0:00.628',-6.270
'0:00.632',-6.270
'0:00.636',-6.265
'0:00.640',-6.260
'0:00.644',-6.260
'0:00.648',-6.260
'0:00.652',-6.265
'0:00.656',-6.280
'0:00.660',-6.240
'0:00.664',-6.240
'0:00.668',-6.245
'0:00.672',-6.255
'0:00.676',-6.250
'0:00.680',-6.250
'0:00.684',-6.230
'0:00.688',-6.235
'0:00.692',-6.250
'0:00.696',-6.240
'0:00.700',-6.240
'0:00.704',-6.235
'0:00.708',-6.230
'0:00.712',-6.240
'0:00.716',-6.220
'0:00.720',-6.235
'0:00.724',-6.215
'0:00.728',-6.220
'0:00.732',-6.220
'0:00.736',-6.210
'0:00.740',-6.210
'0:00.744',-6.220
'0:00.748',-6.215
'0:00.752',-6.220
'0:00.756',-6.210
'0:00.760',-6.215
'0:00.764',-6.165
'0:00.768',-6.195
'0:00.772',-6.210
'0:00.776',-6.195
'0:00.780',-6.180
'0:00.784',-6.160
'0:00.788',-6.145
'0:00.792',-6.120
'0:00.796',-6.100
'0:00.800',-6.110
'0:00.804',-6.065
'0:00.808',-6.075
'0:00.812',-6.080
'0:00.816',-6.090
'0:00.820',-6.080
'0:00.824',-6.085
'0:00.828',-6.110
'0:00.832',-6.140
'0:00.836',-6.160
'0:00.840',-6.160
'0:00.844',-6.170
'0:00.848',-6.185
'0:00.852',-6.190
'0:00.856',-6.205
'0:00.860',-6.200
'0:00.864',-6.215
'0:00.868',-6.205
'0:00.872',-6.200
'0:00.876',-6.210
'0:00.880',-6.200
'0:00.884',-6.215
'0:00.888',-6.245
'0:00.892',-6.290
'0:00.896',-6.330
'0:00.900',-6.335
'0:00.904',-6.310
'0:00.908',-6.230
'0:00.912',-6.085
'0:00.916',-5.895
'0:00.920',-5.670
'0:00.924',-5.480
'0:00.928',-5.345
'0:00.932',-5.280
'0:00.936',-5.245
'0:00.940',-5.160
'0:00.944',-5.075
'0:00.948',-4.960
'0:00.952',-4.895
'0:00.956',-4.955
'0:00.960',-5.210
'0:00.964',-5.560
'0:00.968',-5.820
'0:00.972',-5.995
'0:00.976',-6.090
'0:00.980',-6.150
'0:00.984',-6.190
'0:00.988',-6.225
'0:00.992',-6.265
'0:00.996',-6.305
'0:01.000',-6.305
'0:01.004',-6.330
'0:01.008',-6.335
'0:01.012',-6.355
'0:01.016',-6.345
'0:01.020',-6.360
'0:01.024',-6.370
'0:01.028',-6.370
'0:01.032',-6.365
'0:01.036',-6.360
'0:01.040',-6.370
'0:01.044',-6.375
'0:01.048',-6.360
'0:01.052',-6.375
'0:01.056',-6.365
'0:01.060',-6.375
'0:01.064',-6.360
'0:01.068',-6.360
'0:01.072',-6.365
'0:01.076',-6.365
'0:01.080',-6.360
'0:01.084',-6.365
'0:01.088',-6.370
'0:01.092',-6.370
'0:01.096',-6.365
'0:01.100',-6.385
'0:01.104',-6.360
'0:01.108',-6.375
'0:01.112',-6.380
'0:01.116',-6.370
'0:01.120',-6.380
'0:01.124',-6.385
'0:01.128',-6.380
'0:01.132',-6.380
'0:01.136',-6.380
'0:01.140',-6.405
'0:01.144',-6.360
'0:01.148',-6.360
'0:01.152',-6.355
'0:01.156',-6.360
'0:01.160',-6.335
'0:01.164',-6.335
'0:01.168',-6.320
'0:01.172',-6.300
'0:01.176',-6.280
'0:01.180',-6.245
'0:01.184',-6.225
'0:01.188',-6.210
'0:01.192',-6.175
'0:01.196',-6.160
'0:01.200',-6.135
'0:01.204',-6.125
'0:01.208',-6.110
'0:01.212',-6.095
'0:01.216',-6.095
'0:01.220',-6.090
'0:01.224',-6.085
'0:01.228',-6.100
'0:01.232',-6.110
'0:01.236',-6.135
'0:01.240',-6.145
'0:01.244',-6.160
'0:01.248',-6.150
'0:01.252',-6.170
'0:01.256',-6.195
'0:01.260',-6.180
'0:01.264',-6.205
'0:01.268',-6.215
'0:01.272',-6.210
'0:01.276',-6.220
'0:01.280',-6.230
'0:01.284',-6.250
'0:01.288',-6.240
'0:01.292',-6.255
'0:01.296',-6.270
'0:01.300',-6.260
'0:01.304',-6.260
'0:01.308',-6.265
'0:01.312',-6.265
'0:01.316',-6.255
'0:01.320',-6.255
'0:01.324',-6.255
'0:01.328',-6.260
'0:01.332',-6.265
'0:01.336',-6.275
'0:01.340',-6.260
'0:01.344',-6.260
'0:01.348',-6.260
'0:01.352',-6.275
'0:01.356',-6.265
'0:01.360',-6.270
'0:01.364',-6.270
'0:01.368',-6.260
'0:01.372',-6.265
'0:01.376',-6.265
'0:01.380',-6.270
'0:01.384',-6.270
'0:01.388',-6.260
'0:01.392',-6.275
'0:01.396',-6.260
'0:01.400',-6.265
'0:01.404',-6.240
'0:01.408',-6.255
'0:01.412',-6.260
'0:01.416',-6.250
'0:01.420',-6.250
'0:01.424',-6.240
'0:01.428',-6.245
'0:01.432',-6.250
'0:01.436',-6.250
'0:01.440',-6.260
'0:01.444',-6.230
'0:01.448',-6.240
'0:01.452',-6.255
'0:01.456',-6.235
'0:01.460',-6.230
'0:01.464',-6.235
'0:01.468',-6.245
'0:01.472',-6.240
'0:01.476',-6.235
'0:01.480',-6.255
'0:01.484',-6.215
'0:01.488',-6.235
'0:01.492',-6.220
'0:01.496',-6.225
'0:01.500',-6.225
'0:01.504',-6.230
'0:01.508',-6.235
'0:01.512',-6.230
'0:01.516',-6.220
'0:01.520',-6.225
'0:01.524',-6.215
'0:01.528',-6.220
'0:01.532',-6.225
'0:01.536',-6.240
'0:01.540',-6.225
'0:01.544',-6.225
'0:01.548',-6.205
'0:01.552',-6.200
'0:01.556',-6.210
'0:01.560',-6.190
'0:01.564',-6.170
'0:01.568',-6.150
'0:01.572',-6.125
'0:01.576',-6.105
'0:01.580',-6.105
'0:01.584',-6.110
'0:01.588',-6.100
'0:01.592',-6.095
'0:01.596',-6.110
'0:01.600',-6.100
'0:01.604',-6.110
'0:01.608',-6.125
'0:01.612',-6.145
'0:01.616',-6.175
'0:01.620',-6.190
'0:01.624',-6.205
'0:01.628',-6.205
'0:01.632',-6.230
'0:01.636',-6.240
'0:01.640',-6.225
'0:01.644',-6.230
'0:01.648',-6.235
'0:01.652',-6.225
'0:01.656',-6.225
'0:01.660',-6.230
'0:01.664',-6.240
'0:01.668',-6.270
'0:01.672',-6.320
'0:01.676',-6.360
'0:01.680',-6.355
'0:01.684',-6.345
'0:01.688',-6.270
'0:01.692',-6.145
'0:01.696',-5.920
'0:01.700',-5.710
'0:01.704',-5.530
'0:01.708',-5.400
'0:01.712',-5.340
'0:01.716',-5.295
'0:01.720',-5.200
'0:01.724',-5.100
'0:01.728',-5.000
'0:01.732',-4.930
'0:01.736',-4.970
'0:01.740',-5.280
'0:01.744',-5.610
'0:01.748',-5.865
'0:01.752',-6.025
'0:01.756',-6.110
'0:01.760',-6.185
'0:01.764',-6.235
'0:01.768',-6.275
'0:01.772',-6.325
'0:01.776',-6.345
'0:01.780',-6.380
'0:01.784',-6.370
'0:01.788',-6.390
'0:01.792',-6.400
'0:01.796',-6.400
'0:01.800',-6.400
'0:01.804',-6.400
'0:01.808',-6.400
'0:01.812',-6.405
'0:01.816',-6.400
'0:01.820',-6.430
'0:01.824',-6.395
'0:01.828',-6.410
'0:01.832',-6.410
'0:01.836',-6.420
'0:01.840',-6.405
'0:01.844',-6.405
'0:01.848',-6.410
'0:01.852',-6.405
'0:01.856',-6.415
'0:01.860',-6.405
'0:01.864',-6.410
'0:01.868',-6.415
'0:01.872',-6.410
'0:01.876',-6.425
'0:01.880',-6.415
'0:01.884',-6.420
'0:01.888',-6.420
'0:01.892',-6.420
'0:01.896',-6.425
'0:01.900',-6.420
'0:01.904',-6.430
'0:01.908',-6.430
'0:01.912',-6.425
'0:01.916',-6.430
'0:01.920',-6.425
'0:01.924',-6.440
'0:01.928',-6.410
'0:01.932',-6.410
'0:01.936',-6.410
'0:01.940',-6.375
'0:01.944',-6.360
'0:01.948',-6.355
'0:01.952',-6.335
'0:01.956',-6.315
'0:01.960',-6.295
'0:01.964',-6.280
'0:01.968',-6.250
'0:01.972',-6.220
'0:01.976',-6.210
'0:01.980',-6.175
'0:01.984',-6.165
'0:01.988',-6.155
'0:01.992',-6.150
'0:01.996',-6.145
'0:02.000',-6.145
'0:02.004',-6.150
'0:02.008',-6.160
'0:02.012',-6.160
'0:02.016',-6.170
'0:02.020',-6.160
'0:02.024',-6.185
'0:02.028',-6.200
'0:02.032',-6.225
'0:02.036',-6.225
'0:02.040',-6.235
'0:02.044',-6.250
'0:02.048',-6.250
'0:02.052',-6.265
'0:02.056',-6.260
'0:02.060',-6.260
'0:02.064',-6.265
'0:02.068',-6.270
'0:02.072',-6.285
'0:02.076',-6.275
'0:02.080',-6.290
'0:02.084',-6.265
'0:02.088',-6.265
'0:02.092',-6.280
'0:02.096',-6.275
'0:02.100',-6.275
'0:02.104',-6.280
'0:02.108',-6.285
'0:02.112',-6.300
'0:02.116',-6.295
'0:02.120',-6.310
'0:02.124',-6.275
'0:02.128',-6.290
'0:02.132',-6.305
'0:02.136',-6.295
'0:02.140',-6.295
'0:02.144',-6.300
'0:02.148',-6.290
'0:02.152',-6.290
'0:02.156',-6.295
'0:02.160',-6.310
'0:02.164',-6.280
'0:02.168',-6.300
'0:02.172',-6.290
'0:02.176',-6.310
'0:02.180',-6.295
'0:02.184',-6.290
'0:02.188',-6.280
'0:02.192',-6.280
'0:02.196',-6.280
'0:02.200',-6.280
'0:02.204',-6.280
'0:02.208',-6.280
'0:02.212',-6.275
'0:02.216',-6.280
'0:02.220',-6.265
'0:02.224',-6.280
'0:02.228',-6.280
'0:02.232',-6.280
'0:02.236',-6.275
'0:02.240',-6.270
'0:02.244',-6.270
'0:02.248',-6.275
'0:02.252',-6.265
'0:02.256',-6.270
'0:02.260',-6.265
'0:02.264',-6.270
'0:02.268',-6.255
'0:02.272',-6.245
'0:02.276',-6.250
'0:02.280',-6.240
'0:02.284',-6.235
'0:02.288',-6.240
'0:02.292',-6.235
'0:02.296',-6.245
'0:02.300',-6.245
'0:02.304',-6.250
'0:02.308',-6.235
'0:02.312',-6.225
'0:02.316',-6.230
'0:02.320',-6.200
'0:02.324',-6.210
'0:02.328',-6.200
'0:02.332',-6.180
'0:02.336',-6.155
'0:02.340',-6.130
'0:02.344',-6.125
'0:02.348',-6.120
'0:02.352',-6.120
'0:02.356',-6.125
'0:02.360',-6.110
'0:02.364',-6.110
'0:02.368',-6.120
'0:02.372',-6.140
'0:02.376',-6.150
'0:02.380',-6.170
'0:02.384',-6.190
'0:02.388',-6.205
'0:02.392',-6.215
'0:02.396',-6.220
'0:02.400',-6.235
'0:02.404',-6.235
'0:02.408',-6.230
'0:02.412',-6.240
'0:02.416',-6.230
'0:02.420',-6.250
'0:02.424',-6.235
'0:02.428',-6.235
'0:02.432',-6.250
'0:02.436',-6.280
'0:02.440',-6.330
'0:02.444',-6.360
'0:02.448',-6.365
'0:02.452',-6.370
'0:02.456',-6.315
'0:02.460',-6.210
'0:02.464',-6.005
'0:02.468',-5.790
'0:02.472',-5.590
'0:02.476',-5.400
'0:02.480',-5.295
'0:02.484',-5.270
'0:02.488',-5.215
'0:02.492',-5.120
'0:02.496',-5.030
'0:02.500',-4.980
'0:02.504',-4.915
'0:02.508',-5.100
'0:02.512',-5.450
'0:02.516',-5.770
'0:02.520',-5.945
'0:02.524',-6.070
'0:02.528',-6.150
'0:02.532',-6.205
'0:02.536',-6.260
'0:02.540',-6.295
'0:02.544',-6.335
'0:02.548',-6.370
'0:02.552',-6.375
'0:02.556',-6.395
'0:02.560',-6.390
'0:02.564',-6.405
'0:02.568',-6.410
'0:02.572',-6.415
'0:02.576',-6.425
'0:02.580',-6.410
'0:02.584',-6.415
'0:02.588',-6.415
'0:02.592',-6.415
'0:02.596',-6.420
'0:02.600',-6.410
'0:02.604',-6.415
'0:02.608',-6.415
'0:02.612',-6.415
'0:02.616',-6.430
'0:02.620',-6.410
'0:02.624',-6.415
'0:02.628',-6.420
'0:02.632',-6.405
'0:02.636',-6.410
'0:02.640',-6.420
'0:02.644',-6.420
'0:02.648',-6.410
'0:02.652',-6.410
'0:02.656',-6.420
'0:02.660',-6.395
'0:02.664',-6.400
'0:02.668',-6.405
'0:02.672',-6.410
'0:02.676',-6.400
'0:02.680',-6.405
'0:02.684',-6.410
'0:02.688',-6.415
'0:02.692',-6.405
'0:02.696',-6.415
'0:02.700',-6.380
'0:02.704',-6.380
'0:02.708',-6.365
'0:02.712',-6.360
'0:02.716',-6.340
'0:02.720',-6.335
'0:02.724',-6.320
'0:02.728',-6.290
'0:02.732',-6.270
'0:02.736',-6.240
'0:02.740',-6.225
'0:02.744',-6.195
'0:02.748',-6.170
'0:02.752',-6.170
'0:02.756',-6.140
'0:02.760',-6.135
'0:02.764',-6.110
'0:02.768',-6.110
'0:02.772',-6.130
'0:02.776',-6.125
'0:02.780',-6.135
'0:02.784',-6.140
'0:02.788',-6.140
'0:02.792',-6.155
'0:02.796',-6.160
'0:02.800',-6.190
'0:02.804',-6.170
'0:02.808',-6.190
'0:02.812',-6.210
'0:02.816',-6.215
'0:02.820',-6.225
'0:02.824',-6.230
'0:02.828',-6.235
'0:02.832',-6.235
'0:02.836',-6.250
'0:02.840',-6.265
'0:02.844',-6.230
'0:02.848',-6.240
'0:02.852',-6.250
'0:02.856',-6.260
'0:02.860',-6.250
'0:02.864',-6.255
'0:02.868',-6.255
'0:02.872',-6.255
'0:02.876',-6.260
'0:02.880',-6.265
'0:02.884',-6.265
'0:02.888',-6.260
'0:02.892',-6.250
'0:02.896',-6.265
'0:02.900',-6.265
'0:02.904',-6.260
'0:02.908',-6.255
'0:02.912',-6.260
'0:02.916',-6.270
'0:02.920',-6.260
'0:02.924',-6.250
'0:02.928',-6.250
'0:02.932',-6.240
'0:02.936',-6.250
'0:02.940',-6.250
'0:02.944',-6.265
'0:02.948',-6.255
'0:02.952',-6.250
'0:02.956',-6.260
'0:02.960',-6.235
'0:02.964',-6.230
'0:02.968',-6.240
'0:02.972',-6.230
'0:02.976',-6.230
'0:02.980',-6.230
'0:02.984',-6.235
'0:02.988',-6.230
'0:02.992',-6.230
'0:02.996',-6.230
'0:03.000',-6.210
'0:03.004',-6.220
'0:03.008',-6.225
'0:03.012',-6.225
'0:03.016',-6.215
'0:03.020',-6.210
'0:03.024',-6.215
'0:03.028',-6.215
'0:03.032',-6.210
'0:03.036',-6.225
'0:03.040',-6.195
'0:03.044',-6.190
'0:03.048',-6.180
'0:03.052',-6.200
'0:03.056',-6.195
'0:03.060',-6.190
'0:03.064',-6.190
'0:03.068',-6.190
'0:03.072',-6.185
'0:03.076',-6.185
'0:03.080',-6.180
'0:03.084',-6.165
'0:03.088',-6.160
'0:03.092',-6.185
'0:03.096',-6.165
'0:03.100',-6.160
'0:03.104',-6.125
'0:03.108',-6.110
'0:03.112',-6.090
'0:03.116',-6.055
'0:03.120',-6.060
'0:03.124',-6.070
'0:03.128',-6.065
'0:03.132',-6.075
'0:03.136',-6.070
'0:03.140',-6.090
'0:03.144',-6.065
'0:03.148',-6.075
'0:03.152',-6.110
'0:03.156',-6.140
'0:03.160',-6.155
'0:03.164',-6.170
'0:03.168',-6.180
'0:03.172',-6.180
'0:03.176',-6.180
'0:03.180',-6.200
'0:03.184',-6.180
'0:03.188',-6.185
'0:03.192',-6.180
'0:03.196',-6.200
'0:03.200',-6.190
'0:03.204',-6.205
'0:03.208',-6.220
'0:03.212',-6.245
'0:03.216',-6.280
'0:03.220',-6.315
'0:03.224',-6.320
'0:03.228',-6.305
'0:03.232',-6.225
'0:03.236',-6.110
'0:03.240',-5.900
'0:03.244',-5.690
'0:03.248',-5.515
'0:03.252',-5.370
'0:03.256',-5.295
'0:03.260',-5.260
'0:03.264',-5.180
'0:03.268',-5.080
'0:03.272',-4.985
'0:03.276',-4.900
'0:03.280',-4.870
'0:03.284',-5.065
'0:03.288',-5.400
'0:03.292',-5.700
'0:03.296',-5.910
'0:03.300',-6.025
'0:03.304',-6.110
'0:03.308',-6.175
'0:03.312',-6.210
'0:03.316',-6.250
'0:03.320',-6.290
'0:03.324',-6.315
'0:03.328',-6.320
'0:03.332',-6.340
'0:03.336',-6.350
'0:03.340',-6.340
'0:03.344',-6.345
'0:03.348',-6.355
'0:03.352',-6.355
'0:03.356',-6.355
'0:03.360',-6.360
'0:03.364',-6.355
'0:03.368',-6.360
'0:03.372',-6.360
'0:03.376',-6.380
'0:03.380',-6.360
'0:03.384',-6.365
'0:03.388',-6.360
'0:03.392',-6.380
'0:03.396',-6.365
'0:03.400',-6.370
'0:03.404',-6.370
'0:03.408',-6.370
'0:03.412',-6.370
'0:03.416',-6.360
'0:03.420',-6.370
'0:03.424',-6.370
'0:03.428',-6.360
'0:03.432',-6.375
'0:03.436',-6.365
'0:03.440',-6.380
'0:03.444',-6.370
'0:03.448',-6.375
'0:03.452',-6.385
'0:03.456',-6.370
'0:03.460',-6.375
'0:03.464',-6.380
'0:03.468',-6.370
'0:03.472',-6.380
'0:03.476',-6.360
'0:03.480',-6.370
'0:03.484',-6.330
'0:03.488',-6.330
'0:03.492',-6.320
'0:03.496',-6.285
'0:03.500',-6.270
'0:03.504',-6.255
'0:03.508',-6.220
'0:03.512',-6.195
'0:03.516',-6.175
'0:03.520',-6.190
'0:03.524',-6.125
'0:03.528',-6.110
'0:03.532',-6.105
'0:03.536',-6.090
'0:03.540',-6.085
'0:03.544',-6.085
'0:03.548',-6.090
'0:03.552',-6.100
'0:03.556',-6.105
'0:03.560',-6.100
'0:03.564',-6.120
'0:03.568',-6.135
'0:03.572',-6.140
'0:03.576',-6.150
'0:03.580',-6.150
'0:03.584',-6.160
'0:03.588',-6.170
'0:03.592',-6.175
'0:03.596',-6.195
'0:03.600',-6.190
'0:03.604',-6.190
'0:03.608',-6.200
'0:03.612',-6.200
'0:03.616',-6.210
'0:03.620',-6.210
'0:03.624',-6.220
'0:03.628',-6.215
'0:03.632',-6.230
'0:03.636',-6.250
'0:03.640',-6.230
'0:03.644',-6.240
'0:03.648',-6.250
'0:03.652',-6.250
'0:03.656',-6.240
'0:03.660',-6.240
'0:03.664',-6.240
'0:03.668',-6.250
'0:03.672',-6.250
'0:03.676',-6.270
'0:03.680',-6.240
'0:03.684',-6.250
'0:03.688',-6.255
'0:03.692',-6.250
'0:03.696',-6.250
'0:03.700',-6.255
'0:03.704',-6.260
'0:03.708',-6.260
'0:03.712',-6.260
'0:03.716',-6.275
'0:03.720',-6.250
'0:03.724',-6.260
'0:03.728',-6.250
'0:03.732',-6.270
'0:03.736',-6.260
'0:03.740',-6.260
'0:03.744',-6.250
'0:03.748',-6.245
'0:03.752',-6.245
'0:03.756',-6.240
'0:03.760',-6.245
'0:03.764',-6.240
'0:03.768',-6.235
'0:03.772',-6.255
'0:03.776',-6.240
'0:03.780',-6.245
'0:03.784',-6.235
'0:03.788',-6.245
'0:03.792',-6.240
'0:03.796',-6.230
'0:03.800',-6.230
'0:03.804',-6.235
'0:03.808',-6.220
'0:03.812',-6.230
'0:03.816',-6.220
'0:03.820',-6.230
'0:03.824',-6.195
'0:03.828',-6.205
'0:03.832',-6.210
'0:03.836',-6.205
'0:03.840',-6.200
'0:03.844',-6.200
'0:03.848',-6.205
'0:03.852',-6.200
'0:03.856',-6.200
'0:03.860',-6.210
'0:03.864',-6.170
'0:03.868',-6.185
'0:03.872',-6.190
'0:03.876',-6.180
'0:03.880',-6.150
'0:03.884',-6.140
'0:03.888',-6.110
'0:03.892',-6.095
'0:03.896',-6.080
'0:03.900',-6.080
'0:03.904',-6.080
'0:03.908',-6.075
'0:03.912',-6.075
'0:03.916',-6.090
'0:03.920',-6.090
'0:03.924',-6.100
'0:03.928',-6.110
'0:03.932',-6.145
'0:03.936',-6.170
'0:03.940',-6.170
'0:03.944',-6.190
'0:03.948',-6.210
'0:03.952',-6.200
'0:03.956',-6.200
'0:03.960',-6.190
'0:03.964',-6.195
'0:03.968',-6.200
'0:03.972',-6.205
'0:03.976',-6.215
'0:03.980',-6.195
'0:03.984',-6.190
'0:03.988',-6.225
'0:03.992',-6.275
'0:03.996',-6.320
'0:04.000',-6.330
'0:04.004',-6.315
'0:04.008',-6.240
'0:04.012',-6.100
'0:04.016',-5.915
'0:04.020',-5.680
'0:04.024',-5.500
'0:04.028',-5.345
'0:04.032',-5.255
'0:04.036',-5.235
'0:04.040',-5.155
'0:04.044',-5.060
'0:04.048',-4.960
'0:04.052',-4.900
'0:04.056',-4.930
'0:04.060',-5.170
'0:04.064',-5.520
'0:04.068',-5.790
'0:04.072',-5.980
'0:04.076',-6.080
'0:04.080',-6.145
'0:04.084',-6.205
'0:04.088',-6.255
'0:04.092',-6.290
'0:04.096',-6.320
'0:04.100',-6.335
'0:04.104',-6.340
'0:04.108',-6.350
'0:04.112',-6.370
'0:04.116',-6.365
'0:04.120',-6.375
'0:04.124',-6.370
'0:04.128',-6.370
'0:04.132',-6.380
'0:04.136',-6.370
'0:04.140',-6.375
'0:04.144',-6.360
'0:04.148',-6.370
'0:04.152',-6.380
'0:04.156',-6.380
'0:04.160',-6.380
'0:04.164',-6.350
'0:04.168',-6.360
'0:04.172',-6.365
'0:04.176',-6.360
'0:04.180',-6.360
'0:04.184',-6.360
'0:04.188',-6.365
'0:04.192',-6.360
'0:04.196',-6.360
'0:04.200',-6.380
'0:04.204',-6.350
'0:04.208',-6.365
'0:04.212',-6.365
'0:04.216',-6.370
'0:04.220',-6.365
'0:04.224',-6.370
'0:04.228',-6.370
'0:04.232',-6.365
'0:04.236',-6.365
'0:04.240',-6.350
'0:04.244',-6.345
'0:04.248',-6.340
'0:04.252',-6.335
'0:04.256',-6.340
'0:04.260',-6.325
'0:04.264',-6.305
'0:04.268',-6.290
'0:04.272',-6.280
'0:04.276',-6.275
'0:04.280',-6.245
'0:04.284',-6.220
'0:04.288',-6.195
'0:04.292',-6.180
'0:04.296',-6.160
'0:04.300',-6.140
'0:04.304',-6.120
'0:04.308',-6.110
'0:04.312',-6.100
'0:04.316',-6.100
'0:04.320',-6.075
'0:04.324',-6.080
'0:04.328',-6.090
'0:04.332',-6.095
'0:04.336',-6.110
'0:04.340',-6.120
'0:04.344',-6.140
'0:04.348',-6.150
'0:04.352',-6.150
'0:04.356',-6.175
'0:04.360',-6.160
'0:04.364',-6.175
'0:04.368',-6.185
'0:04.372',-6.195
'0:04.376',-6.210
'0:04.380',-6.215
'0:04.384',-6.210
'0:04.388',-6.210
'0:04.392',-6.215
'0:04.396',-6.240
'0:04.400',-6.210
'0:04.404',-6.225
'0:04.408',-6.230
'0:04.412',-6.250
'0:04.416',-6.245
'0:04.420',-6.250
'0:04.424',-6.240
'0:04.428',-6.240
'0:04.432',-6.250
'0:04.436',-6.240
'0:04.440',-6.245
'0:04.444',-6.255
'0:04.448',-6.245
'0:04.452',-6.260
'0:04.456',-6.250
'0:04.460',-6.265
'0:04.464',-6.240
'0:04.468',-6.240
'0:04.472',-6.240
'0:04.476',-6.235
'0:04.480',-6.230
'0:04.484',-6.230
'0:04.488',-6.240
'0:04.492',-6.270
'0:04.496',-6.250
'0:04.500',-6.255
'0:04.504',-6.215
'0:04.508',-6.230
'0:04.512',-6.230
'0:04.516',-6.230
'0:04.520',-6.225
'0:04.524',-6.225
'0:04.528',-6.230
'0:04.532',-6.230
'0:04.536',-6.225
'0:04.540',-6.240
'0:04.544',-6.210
'0:04.548',-6.215
'0:04.552',-6.215
'0:04.556',-6.220
'0:04.560',-6.230
'0:04.564',-6.230
'0:04.568',-6.215
'0:04.572',-6.205
'0:04.576',-6.200
'0:04.580',-6.200
'0:04.584',-6.210
'0:04.588',-6.210
'0:04.592',-6.220
'0:04.596',-6.220
'0:04.600',-6.210
'0:04.604',-6.210
'0:04.608',-6.215
'0:04.612',-6.200
'0:04.616',-6.200
'0:04.620',-6.185
'0:04.624',-6.185
'0:04.628',-6.200
'0:04.632',-6.200
'0:04.636',-6.205
'0:04.640',-6.195
'0:04.644',-6.190
'0:04.648',-6.185
