'Elapsed time','D3'
'0:01.272',-2.575
'0:01.276',-2.580
'0:01.280',-2.560
'0:01.284',-2.565
'0:01.288',-2.580
'0:01.292',-2.565
'0:01.296',-2.555
'0:01.300',-2.530
'0:01.304',-2.535
'0:01.308',-2.535
'0:01.312',-2.545
'0:01.316',-2.560
'0:01.320',-2.560
'0:01.324',-2.575
'0:01.328',-2.560
'0:01.332',-2.575
'0:01.336',-2.590
'0:01.340',-2.610
'0:01.344',-2.640
'0:01.348',-2.645
'0:01.352',-2.655
'0:01.356',-2.650
'0:01.360',-2.670
'0:01.364',-2.685
'0:01.368',-2.695
'0:01.372',-2.695
'0:01.376',-2.690
'0:01.380',-2.695
'0:01.384',-2.690
'0:01.388',-2.690
'0:01.392',-2.685
'0:01.396',-2.695
'0:01.400',-2.700
'0:01.404',-2.705
'0:01.408',-2.705
'0:01.412',-2.700
'0:01.416',-2.705
'0:01.420',-2.690
'0:01.424',-2.695
'0:01.428',-2.700
'0:01.432',-2.700
'0:01.436',-2.695
'0:01.440',-2.685
'0:01.444',-2.700
'0:01.448',-2.700
'0:01.452',-2.705
'0:01.456',-2.695
'0:01.460',-2.660
'0:01.464',-2.630
'0:01.468',-2.635
'0:01.472',-2.610
'0:01.476',-2.575
'0:01.480',-2.595
'0:01.484',-2.695
'0:01.488',-2.780
'0:01.492',-2.785
'0:01.496',-2.820
'0:01.500',-2.995
'0:01.504',-3.160
'0:01.508',-3.095
'0:01.512',-2.930
'0:01.516',-2.875
'0:01.520',-2.895
'0:01.524',-2.995
'0:01.528',-3.085
'0:01.532',-3.120
'0:01.536',-3.180
'0:01.540',-3.180
'0:01.544',-3.085
'0:01.548',-2.980
'0:01.552',-2.860
'0:01.556',-2.780
'0:01.560',-2.705
'0:01.564',-2.660
'0:01.568',-2.660
'0:01.572',-2.660
'0:01.576',-2.660
'0:01.580',-2.650
'0:01.584',-2.635
'0:01.588',-2.635
'0:01.592',-2.620
'0:01.596',-2.630
'0:01.600',-2.620
'0:01.604',-2.630
'0:01.608',-2.625
'0:01.612',-2.620
'0:01.616',-2.620
'0:01.620',-2.610
'0:01.624',-2.620
'0:01.628',-2.610
'0:01.632',-2.610
'0:01.636',-2.600
'0:01.640',-2.585
'0:01.644',-2.595
'0:01.648',-2.595
'0:01.652',-2.585
'0:01.656',-2.585
'0:01.660',-2.585
'0:01.664',-2.585
'0:01.668',-2.575
'0:01.672',-2.585
'0:01.676',-2.570
'0:01.680',-2.570
'0:01.684',-2.560
'0:01.688',-2.560
'0:01.692',-2.555
'0:01.696',-2.550
'0:01.700',-2.540
'0:01.704',-2.535
'0:01.708',-2.540
'0:01.712',-2.525
'0:01.716',-2.535
'0:01.720',-2.520
'0:01.724',-2.520
'0:01.728',-2.515
'0:01.732',-2.495
'0:01.736',-2.510
'0:01.740',-2.490
'0:01.744',-2.490
'0:01.748',-2.475
'0:01.752',-2.460
'0:01.756',-2.465
'0:01.760',-2.455
'0:01.764',-2.455
'0:01.768',-2.435
'0:01.772',-2.425
'0:01.776',-2.410
'0:01.780',-2.410
'0:01.784',-2.400
'0:01.788',-2.405
'0:01.792',-2.385
'0:01.796',-2.390
'0:01.800',-2.375
'0:01.804',-2.385
'0:01.808',-2.385
'0:01.812',-2.385
'0:01.816',-2.400
'0:01.820',-2.410
'0:01.824',-2.430
'0:01.828',-2.440
'0:01.832',-2.455
'0:01.836',-2.475
'0:01.840',-2.485
'0:01.844',-2.495
'0:01.848',-2.500
'0:01.852',-2.520
'0:01.856',-2.520
'0:01.860',-2.540
'0:01.864',-2.535
'0:01.868',-2.545
'0:01.872',-2.560
'0:01.876',-2.550
'0:01.880',-2.560
'0:01.884',-2.560
'0:01.888',-2.570
'0:01.892',-2.565
'0:01.896',-2.565
'0:01.900',-2.565
'0:01.904',-2.570
'0:01.908',-2.570
'0:01.912',-2.565
'0:01.916',-2.570
'0:01.920',-2.565
'0:01.924',-2.580
'0:01.928',-2.570
'0:01.932',-2.580
'0:01.936',-2.585
'0:01.940',-2.585
'0:01.944',-2.585
'0:01.948',-2.585
'0:01.952',-2.585
'0:01.956',-2.585
'0:01.960',-2.585
'0:01.964',-2.590
'0:01.968',-2.570
'0:01.972',-2.585
'0:01.976',-2.575
'0:01.980',-2.580
'0:01.984',-2.575
'0:01.988',-2.585
'0:01.992',-2.585
'0:01.996',-2.575
'0:02.000',-2.585
'0:02.004',-2.580
'0:02.008',-2.590
'0:02.012',-2.595
'0:02.016',-2.595
'0:02.020',-2.595
'0:02.024',-2.585
'0:02.028',-2.590
'0:02.032',-2.585
'0:02.036',-2.585
'0:02.040',-2.585
'0:02.044',-2.585
'0:02.048',-2.595
'0:02.052',-2.585
'0:02.056',-2.595
'0:02.060',-2.590
'0:02.064',-2.595
'0:02.068',-2.590
'0:02.072',-2.590
'0:02.076',-2.595
'0:02.080',-2.595
'0:02.084',-2.600
'0:02.088',-2.605
'0:02.092',-2.600
'0:02.096',-2.600
'0:02.100',-2.595
'0:02.104',-2.605
'0:02.108',-2.600
'0:02.112',-2.605
'0:02.116',-2.600
'0:02.120',-2.605
'0:02.124',-2.605
'0:02.128',-2.605
'0:02.132',-2.610
'0:02.136',-2.605
'0:02.140',-2.615
'0:02.144',-2.610
'0:02.148',-2.600
'0:02.152',-2.605
'0:02.156',-2.605
'0:02.160',-2.610
'0:02.164',-2.600
'0:02.168',-2.610
'0:02.172',-2.605
'0:02.176',-2.605
'0:02.180',-2.600
'0:02.184',-2.595
'0:02.188',-2.600
'0:02.192',-2.595
'0:02.196',-2.600
'0:02.200',-2.585
'0:02.204',-2.600
'0:02.208',-2.595
'0:02.212',-2.590
'0:02.216',-2.595
'0:02.220',-2.590
'0:02.224',-2.590
'0:02.228',-2.595
'0:02.232',-2.590
'0:02.236',-2.590
'0:02.240',-2.585
'0:02.244',-2.585
'0:02.248',-2.575
'0:02.252',-2.585
'0:02.256',-2.585
'0:02.260',-2.585
'0:02.264',-2.590
'0:02.268',-2.585
'0:02.272',-2.595
'0:02.276',-2.585
'0:02.280',-2.585
'0:02.284',-2.595
'0:02.288',-2.590
'0:02.292',-2.590
'0:02.296',-2.590
'0:02.300',-2.585
'0:02.304',-2.585
'0:02.308',-2.590
'0:02.312',-2.590
'0:02.316',-2.585
'0:02.320',-2.565
'0:02.324',-2.540
'0:02.328',-2.520
'0:02.332',-2.505
'0:02.336',-2.510
'0:02.340',-2.510
'0:02.344',-2.510
'0:02.348',-2.520
'0:02.352',-2.510
'0:02.356',-2.510
'0:02.360',-2.480
'0:02.364',-2.475
'0:02.368',-2.475
'0:02.372',-2.485
'0:02.376',-2.500
'0:02.380',-2.520
'0:02.384',-2.550
'0:02.388',-2.530
'0:02.392',-2.535
'0:02.396',-2.550
'0:02.400',-2.570
'0:02.404',-2.585
'0:02.408',-2.595
'0:02.412',-2.605
'0:02.416',-2.595
'0:02.420',-2.620
'0:02.424',-2.635
'0:02.428',-2.635
'0:02.432',-2.640
'0:02.436',-2.645
'0:02.440',-2.645
'0:02.444',-2.635
'0:02.448',-2.645
'0:02.452',-2.645
'0:02.456',-2.645
'0:02.460',-2.645
'0:02.464',-2.645
'0:02.468',-2.655
'0:02.472',-2.645
'0:02.476',-2.650
'0:02.480',-2.660
'0:02.484',-2.660
'0:02.488',-2.660
'0:02.492',-2.655
'0:02.496',-2.665
'0:02.500',-2.660
'0:02.504',-2.670
'0:02.508',-2.660
'0:02.512',-2.660
'0:02.516',-2.655
'0:02.520',-2.620
'0:02.524',-2.555
'0:02.528',-2.545
'0:02.532',-2.550
'0:02.536',-2.505
'0:02.540',-2.500
'0:02.544',-2.570
'0:02.548',-2.710
'0:02.552',-2.820
'0:02.556',-2.880
'0:02.560',-3.040
'0:02.564',-3.275
'0:02.568',-3.355
'0:02.572',-3.170
'0:02.576',-3.020
'0:02.580',-3.030
'0:02.584',-3.070
'0:02.588',-3.110
'0:02.592',-3.145
'0:02.596',-3.190
'0:02.600',-3.195
'0:02.604',-3.115
'0:02.608',-2.995
'0:02.612',-2.880
'0:02.616',-2.790
'0:02.620',-2.720
'0:02.624',-2.660
'0:02.628',-2.635
'0:02.632',-2.630
'0:02.636',-2.635
'0:02.640',-2.640
'0:02.644',-2.630
'0:02.648',-2.620
'0:02.652',-2.620
'0:02.656',-2.620
'0:02.660',-2.620
'0:02.664',-2.610
'0:02.668',-2.610
'0:02.672',-2.600
'0:02.676',-2.610
'0:02.680',-2.610
'0:02.684',-2.605
'0:02.688',-2.610
'0:02.692',-2.600
'0:02.696',-2.595
'0:02.700',-2.590
'0:02.704',-2.595
'0:02.708',-2.595
'0:02.712',-2.585
'0:02.716',-2.585
'0:02.720',-2.575
'0:02.724',-2.585
'0:02.728',-2.585
'0:02.732',-2.590
'0:02.736',-2.585
'0:02.740',-2.585
'0:02.744',-2.585
'0:02.748',-2.570
'0:02.752',-2.585
'0:02.756',-2.570
'0:02.760',-2.580
'0:02.764',-2.570
'0:02.768',-2.565
'0:02.772',-2.565
'0:02.776',-2.550
'0:02.780',-2.545
'0:02.784',-2.540
'0:02.788',-2.535
'0:02.792',-2.520
'0:02.796',-2.510
'0:02.800',-2.510
'0:02.804',-2.495
'0:02.808',-2.500
'0:02.812',-2.490
'0:02.816',-2.490
'0:02.820',-2.480
'0:02.824',-2.475
'0:02.828',-2.460
'0:02.832',-2.460
'0:02.836',-2.435
'0:02.840',-2.430
'0:02.844',-2.420
'0:02.848',-2.410
'0:02.852',-2.415
'0:02.856',-2.410
'0:02.860',-2.410
'0:02.864',-2.405
'0:02.868',-2.415
'0:02.872',-2.415
'0:02.876',-2.430
'0:02.880',-2.425
'0:02.884',-2.445
'0:02.888',-2.455
'0:02.892',-2.465
'0:02.896',-2.495
'0:02.900',-2.505
'0:02.904',-2.520
'0:02.908',-2.520
'0:02.912',-2.535
'0:02.916',-2.545
'0:02.920',-2.565
'0:02.924',-2.565
'0:02.928',-2.570
'0:02.932',-2.585
'0:02.936',-2.570
'0:02.940',-2.575
'0:02.944',-2.585
'0:02.948',-2.595
'0:02.952',-2.595
'0:02.956',-2.595
'0:02.960',-2.600
'0:02.964',-2.595
'0:02.968',-2.600
'0:02.972',-2.595
'0:02.976',-2.610
'0:02.980',-2.605
'0:02.984',-2.605
'0:02.988',-2.605
'0:02.992',-2.615
'0:02.996',-2.620
'0:03.000',-2.610
'0:03.004',-2.620
'0:03.008',-2.620
'0:03.012',-2.620
'0:03.016',-2.620
'0:03.020',-2.620
'0:03.024',-2.620
'0:03.028',-2.620
'0:03.032',-2.630
'0:03.036',-2.620
'0:03.040',-2.625
'0:03.044',-2.625
'0:03.048',-2.630
'0:03.052',-2.635
'0:03.056',-2.630
'0:03.060',-2.635
'0:03.064',-2.620
'0:03.068',-2.635
'0:03.072',-2.630
'0:03.076',-2.635
'0:03.080',-2.625
'0:03.084',-2.630
'0:03.088',-2.635
'0:03.092',-2.635
'0:03.096',-2.635
'0:03.100',-2.635
'0:03.104',-2.635
'0:03.108',-2.635
'0:03.112',-2.635
'0:03.116',-2.640
'0:03.120',-2.635
'0:03.124',-2.645
'0:03.128',-2.640
'0:03.132',-2.635
'0:03.136',-2.645
'0:03.140',-2.645
'0:03.144',-2.645
'0:03.148',-2.635
'0:03.152',-2.645
'0:03.156',-2.645
'0:03.160',-2.640
'0:03.164',-2.645
'0:03.168',-2.635
'0:03.172',-2.645
'0:03.176',-2.640
'0:03.180',-2.635
'0:03.184',-2.640
'0:03.188',-2.645
'0:03.192',-2.645
'0:03.196',-2.635
'0:03.200',-2.645
'0:03.204',-2.645
'0:03.208',-2.650
'0:03.212',-2.645
'0:03.216',-2.645
'0:03.220',-2.640
'0:03.224',-2.635
'0:03.228',-2.645
'0:03.232',-2.645
'0:03.236',-2.635
'0:03.240',-2.635
'0:03.244',-2.635
'0:03.248',-2.635
'0:03.252',-2.630
'0:03.256',-2.635
'0:03.260',-2.620
'0:03.264',-2.630
'0:03.268',-2.625
'0:03.272',-2.620
'0:03.276',-2.620
'0:03.280',-2.630
'0:03.284',-2.635
'0:03.288',-2.635
'0:03.292',-2.630
'0:03.296',-2.620
'0:03.300',-2.630
'0:03.304',-2.630
'0:03.308',-2.630
'0:03.312',-2.635
'0:03.316',-2.630
'0:03.320',-2.635
'0:03.324',-2.625
'0:03.328',-2.630
'0:03.332',-2.630
'0:03.336',-2.620
'0:03.340',-2.620
'0:03.344',-2.620
'0:03.348',-2.630
'0:03.352',-2.630
'0:03.356',-2.620
'0:03.360',-2.635
'0:03.364',-2.635
'0:03.368',-2.630
'0:03.372',-2.620
'0:03.376',-2.630
'0:03.380',-2.620
'0:03.384',-2.620
'0:03.388',-2.620
'0:03.392',-2.620
'0:03.396',-2.610
'0:03.400',-2.610
'0:03.404',-2.605
'0:03.408',-2.585
'0:03.412',-2.560
'0:03.416',-2.535
'0:03.420',-2.530
'0:03.424',-2.540
'0:03.428',-2.530
'0:03.432',-2.535
'0:03.436',-2.535
'0:03.440',-2.535
'0:03.444',-2.530
'0:03.448',-2.510
'0:03.452',-2.515
'0:03.456',-2.510
'0:03.460',-2.515
'0:03.464',-2.545
'0:03.468',-2.555
'0:03.472',-2.565
'0:03.476',-2.565
'0:03.480',-2.600
'0:03.484',-2.595
'0:03.488',-2.605
'0:03.492',-2.620
'0:03.496',-2.630
'0:03.500',-2.635
'0:03.504',-2.650
'0:03.508',-2.665
'0:03.512',-2.665
'0:03.516',-2.680
'0:03.520',-2.680
'0:03.524',-2.680
'0:03.528',-2.680
'0:03.532',-2.680
'0:03.536',-2.685
'0:03.540',-2.685
'0:03.544',-2.695
'0:03.548',-2.710
'0:03.552',-2.705
'0:03.556',-2.705
'0:03.560',-2.705
'0:03.564',-2.710
'0:03.568',-2.710
'0:03.572',-2.720
'0:03.576',-2.720
'0:03.580',-2.720
'0:03.584',-2.720
'0:03.588',-2.715
'0:03.592',-2.710
'0:03.596',-2.710
'0:03.600',-2.715
'0:03.604',-2.715
'0:03.608',-2.680
'0:03.612',-2.610
'0:03.616',-2.615
'0:03.620',-2.615
'0:03.624',-2.585
'0:03.628',-2.590
'0:03.632',-2.680
'0:03.636',-2.800
'0:03.640',-2.885
'0:03.644',-2.930
'0:03.648',-3.085
'0:03.652',-3.285
'0:03.656',-3.330
'0:03.660',-3.140
'0:03.664',-3.010
'0:03.668',-3.015
'0:03.672',-3.060
'0:03.676',-3.135
'0:03.680',-3.175
'0:03.684',-3.220
'0:03.688',-3.235
'0:03.692',-3.160
'0:03.696',-3.060
'0:03.700',-2.945
'0:03.704',-2.850
'0:03.708',-2.780
'0:03.712',-2.720
'0:03.716',-2.710
'0:03.720',-2.715
'0:03.724',-2.705
'0:03.728',-2.690
'0:03.732',-2.695
'0:03.736',-2.685
'0:03.740',-2.680
'0:03.744',-2.670
'0:03.748',-2.670
'0:03.752',-2.675
'0:03.756',-2.680
'0:03.760',-2.685
'0:03.764',-2.685
'0:03.768',-2.675
'0:03.772',-2.660
'0:03.776',-2.660
'0:03.780',-2.645
'0:03.784',-2.645
'0:03.788',-2.650
'0:03.792',-2.660
'0:03.796',-2.660
'0:03.800',-2.650
'0:03.804',-2.660
'0:03.808',-2.660
'0:03.812',-2.670
'0:03.816',-2.645
'0:03.820',-2.635
'0:03.824',-2.635
'0:03.828',-2.635
'0:03.832',-2.635
'0:03.836',-2.635
'0:03.840',-2.635
'0:03.844',-2.630
'0:03.848',-2.635
'0:03.852',-2.620
'0:03.856',-2.620
'0:03.860',-2.620
'0:03.864',-2.615
'0:03.868',-2.620
'0:03.872',-2.610
'0:03.876',-2.605
'0:03.880',-2.595
'0:03.884',-2.585
'0:03.888',-2.570
'0:03.892',-2.570
'0:03.896',-2.570
'0:03.900',-2.565
'0:03.904',-2.560
'0:03.908',-2.545
'0:03.912',-2.545
'0:03.916',-2.530
'0:03.920',-2.530
'0:03.924',-2.520
'0:03.928',-2.535
'0:03.932',-2.520
'0:03.936',-2.515
'0:03.940',-2.505
'0:03.944',-2.480
'0:03.948',-2.475
'0:03.952',-2.480
'0:03.956',-2.485
'0:03.960',-2.480
'0:03.964',-2.475
'0:03.968',-2.480
'0:03.972',-2.510
'0:03.976',-2.535
'0:03.980',-2.560
'0:03.984',-2.565
'0:03.988',-2.585
'0:03.992',-2.585
'0:03.996',-2.595
'0:04.000',-2.605
'0:04.004',-2.600
'0:04.008',-2.615
'0:04.012',-2.625
'0:04.016',-2.635
'0:04.020',-2.635
'0:04.024',-2.645
'0:04.028',-2.650
'0:04.032',-2.645
'0:04.036',-2.655
'0:04.040',-2.650
'0:04.044',-2.660
'0:04.048',-2.650
'0:04.052',-2.650
'0:04.056',-2.650
'0:04.060',-2.645
'0:04.064',-2.650
'0:04.068',-2.635
'0:04.072',-2.640
'0:04.076',-2.635
'0:04.080',-2.660
'0:04.084',-2.665
'0:04.088',-2.660
'0:04.092',-2.660
'0:04.096',-2.645
'0:04.100',-2.645
'0:04.104',-2.645
'0:04.108',-2.650
'0:04.112',-2.660
'0:04.116',-2.660
'0:04.120',-2.670
'0:04.124',-2.660
'0:04.128',-2.665
'0:04.132',-2.660
'0:04.136',-2.660
'0:04.140',-2.660
'0:04.144',-2.660
'0:04.148',-2.670
'0:04.152',-2.660
'0:04.156',-2.660
'0:04.160',-2.650
'0:04.164',-2.665
'0:04.168',-2.665
'0:04.172',-2.670
'0:04.176',-2.670
'0:04.180',-2.675
'0:04.184',-2.670
'0:04.188',-2.670
'0:04.192',-2.670
'0:04.196',-2.670
'0:04.200',-2.670
'0:04.204',-2.685
'0:04.208',-2.685
'0:04.212',-2.685
'0:04.216',-2.670
'0:04.220',-2.680
'0:04.224',-2.690
'0:04.228',-2.685
'0:04.232',-2.685
'0:04.236',-2.690
'0:04.240',-2.685
'0:04.244',-2.680
'0:04.248',-2.685
'0:04.252',-2.695
'0:04.256',-2.695
'0:04.260',-2.690
'0:04.264',-2.675
'0:04.268',-2.685
'0:04.272',-2.680
'0:04.276',-2.680
'0:04.280',-2.685
'0:04.284',-2.695
'0:04.288',-2.700
'0:04.292',-2.700
'0:04.296',-2.695
'0:04.300',-2.685
'0:04.304',-2.685
'0:04.308',-2.685
'0:04.312',-2.695
'0:04.316',-2.700
'0:04.320',-2.690
'0:04.324',-2.695
'0:04.328',-2.685
'0:04.332',-2.695
'0:04.336',-2.705
'0:04.340',-2.710
'0:04.344',-2.700
'0:04.348',-2.685
'0:04.352',-2.680
'0:04.356',-2.665
'0:04.360',-2.690
'0:04.364',-2.685
'0:04.368',-2.680
'0:04.372',-2.685
'0:04.376',-2.680
'0:04.380',-2.680
'0:04.384',-2.670
'0:04.388',-2.675
'0:04.392',-2.660
'0:04.396',-2.675
'0:04.400',-2.680
'0:04.404',-2.680
'0:04.408',-2.680
'0:04.412',-2.685
'0:04.416',-2.690
'0:04.420',-2.685
'0:04.424',-2.685
'0:04.428',-2.690
'0:04.432',-2.690
'0:04.436',-2.685
'0:04.440',-2.675
'0:04.444',-2.665
'0:04.448',-2.660
'0:04.452',-2.675
'0:04.456',-2.685
'0:04.460',-2.675
'0:04.464',-2.680
'0:04.468',-2.670
'0:04.472',-2.685
'0:04.476',-2.680
'0:04.480',-2.670
'0:04.484',-2.675
'0:04.488',-2.675
'0:04.492',-2.660
'0:04.496',-2.650
'0:04.500',-2.635
'0:04.504',-2.610
'0:04.508',-2.610
'0:04.512',-2.605
'0:04.516',-2.595
'0:04.520',-2.600
'0:04.524',-2.590
'0:04.528',-2.585
'0:04.532',-2.565
'0:04.536',-2.560
'0:04.540',-2.560
'0:04.544',-2.560
'0:04.548',-2.585
'0:04.552',-2.595
'0:04.556',-2.600
'0:04.560',-2.605
'0:04.564',-2.610
'0:04.568',-2.620
'0:04.572',-2.615
'0:04.576',-2.660
'0:04.580',-2.660
'0:04.584',-2.690
'0:04.588',-2.705
'0:04.592',-2.720
'0:04.596',-2.720
'0:04.600',-2.720
'0:04.604',-2.720
'0:04.608',-2.700
'0:04.612',-2.720
'0:04.616',-2.730
'0:04.620',-2.735
'0:04.624',-2.745
'0:04.628',-2.745
'0:04.632',-2.745
'0:04.636',-2.735
'0:04.640',-2.730
'0:04.644',-2.735
'0:04.648',-2.745
