'Elapsed time','CM5'
'0:02.060',-1.320
'0:02.064',-1.250
'0:02.068',-1.160
'0:02.072',-1.025
'0:02.076',-0.870
'0:02.080',-0.710
'0:02.084',-0.575
'0:02.088',-0.480
'0:02.092',-0.420
'0:02.096',-0.400
'0:02.100',-0.410
'0:02.104',-0.460
'0:02.108',-0.530
'0:02.112',-0.615
'0:02.116',-0.685
'0:02.120',-0.750
'0:02.124',-0.795
'0:02.128',-0.835
'0:02.132',-0.880
'0:02.136',-0.965
'0:02.140',-1.035
'0:02.144',-1.120
'0:02.148',-1.195
'0:02.152',-1.275
'0:02.156',-1.365
'0:02.160',-1.475
'0:02.164',-1.615
'0:02.168',-1.745
'0:02.172',-1.855
'0:02.176',-1.950
'0:02.180',-1.995
'0:02.184',-2.040
'0:02.188',-2.065
'0:02.192',-2.090
'0:02.196',-2.105
'0:02.200',-2.105
'0:02.204',-2.120
'0:02.208',-2.135
'0:02.212',-2.140
'0:02.216',-2.145
'0:02.220',-2.150
'0:02.224',-2.165
'0:02.228',-2.180
'0:02.232',-2.215
'0:02.236',-2.240
'0:02.240',-2.260
'0:02.244',-2.280
'0:02.248',-2.285
'0:02.252',-2.305
'0:02.256',-2.325
'0:02.260',-2.345
'0:02.264',-2.365
'0:02.268',-2.375
'0:02.272',-2.395
'0:02.276',-2.410
'0:02.280',-2.430
'0:02.284',-2.440
'0:02.288',-2.450
'0:02.292',-2.450
'0:02.296',-2.450
'0:02.300',-2.440
'0:02.304',-2.435
'0:02.308',-2.445
'0:02.312',-2.440
'0:02.316',-2.435
'0:02.320',-2.415
'0:02.324',-2.380
'0:02.328',-2.350
'0:02.332',-2.315
'0:02.336',-2.285
'0:02.340',-2.245
'0:02.344',-2.205
'0:02.348',-2.155
'0:02.352',-2.100
'0:02.356',-2.040
'0:02.360',-1.990
'0:02.364',-1.955
'0:02.368',-1.900
'0:02.372',-1.855
'0:02.376',-1.815
'0:02.380',-1.775
'0:02.384',-1.735
'0:02.388',-1.710
'0:02.392',-1.690
'0:02.396',-1.680
'0:02.400',-1.680
'0:02.404',-1.675
'0:02.408',-1.690
'0:02.412',-1.705
'0:02.416',-1.730
'0:02.420',-1.745
'0:02.424',-1.765
'0:02.428',-1.790
'0:02.432',-1.810
'0:02.436',-1.825
'0:02.440',-1.835
'0:02.444',-1.855
'0:02.448',-1.865
'0:02.452',-1.880
'0:02.456',-1.890
'0:02.460',-1.885
'0:02.464',-1.895
'0:02.468',-1.900
'0:02.472',-1.900
'0:02.476',-1.900
'0:02.480',-1.900
'0:02.484',-1.890
'0:02.488',-1.895
'0:02.492',-1.885
'0:02.496',-1.885
'0:02.500',-1.880
'0:02.504',-1.885
'0:02.508',-1.890
'0:02.512',-1.895
'0:02.516',-1.890
'0:02.520',-1.905
'0:02.524',-1.905
'0:02.528',-1.905
'0:02.532',-1.905
'0:02.536',-1.880
'0:02.540',-1.880
'0:02.544',-1.880
'0:02.548',-1.880
'0:02.552',-1.890
'0:02.556',-1.870
'0:02.560',-1.870
'0:02.564',-1.870
'0:02.568',-1.875
'0:02.572',-1.880
'0:02.576',-1.875
'0:02.580',-1.875
'0:02.584',-1.870
'0:02.588',-1.865
'0:02.592',-1.865
'0:02.596',-1.870
'0:02.600',-1.870
'0:02.604',-1.865
'0:02.608',-1.860
'0:02.612',-1.855
'0:02.616',-1.870
'0:02.620',-1.870
'0:02.624',-1.880
'0:02.628',-1.885
'0:02.632',-1.875
'0:02.636',-1.880
'0:02.640',-1.880
'0:02.644',-1.880
'0:02.648',-1.870
'0:02.652',-1.855
'0:02.656',-1.855
'0:02.660',-1.855
'0:02.664',-1.855
'0:02.668',-1.865
'0:02.672',-1.870
'0:02.676',-1.870
'0:02.680',-1.875
'0:02.684',-1.885
'0:02.688',-1.890
'0:02.692',-1.885
'0:02.696',-1.875
'0:02.700',-1.885
'0:02.704',-1.870
'0:02.708',-1.865
'0:02.712',-1.870
'0:02.716',-1.880
'0:02.720',-1.900
'0:02.724',-1.885
'0:02.728',-1.885
'0:02.732',-1.880
'0:02.736',-1.875
'0:02.740',-1.875
'0:02.744',-1.870
'0:02.748',-1.870
'0:02.752',-1.855
'0:02.756',-1.860
'0:02.760',-1.875
'0:02.764',-1.875
'0:02.768',-1.875
'0:02.772',-1.870
'0:02.776',-1.855
'0:02.780',-1.855
'0:02.784',-1.850
'0:02.788',-1.855
'0:02.792',-1.855
'0:02.796',-1.865
'0:02.800',-1.870
'0:02.804',-1.870
'0:02.808',-1.870
'0:02.812',-1.855
'0:02.816',-1.855
'0:02.820',-1.845
'0:02.824',-1.855
'0:02.828',-1.855
'0:02.832',-1.865
'0:02.836',-1.870
'0:02.840',-1.865
'0:02.844',-1.865
'0:02.848',-1.855
'0:02.852',-1.845
'0:02.856',-1.835
'0:02.860',-1.830
'0:02.864',-1.830
'0:02.868',-1.835
'0:02.872',-1.840
'0:02.876',-1.845
'0:02.880',-1.840
'0:02.884',-1.845
'0:02.888',-1.855
'0:02.892',-1.845
'0:02.896',-1.840
'0:02.900',-1.855
'0:02.904',-1.855
'0:02.908',-1.855
'0:02.912',-1.845
'0:02.916',-1.835
'0:02.920',-1.835
'0:02.924',-1.835
'0:02.928',-1.840
'0:02.932',-1.840
'0:02.936',-1.855
'0:02.940',-1.845
'0:02.944',-1.835
'0:02.948',-1.825
'0:02.952',-1.830
'0:02.956',-1.835
'0:02.960',-1.830
'0:02.964',-1.835
'0:02.968',-1.835
'0:02.972',-1.835
'0:02.976',-1.835
'0:02.980',-1.820
'0:02.984',-1.820
'0:02.988',-1.825
'0:02.992',-1.820
'0:02.996',-1.825
'0:03.000',-1.825
'0:03.004',-1.825
'0:03.008',-1.825
'0:03.012',-1.825
'0:03.016',-1.820
'0:03.020',-1.810
'0:03.024',-1.800
'0:03.028',-1.785
'0:03.032',-1.785
'0:03.036',-1.770
'0:03.040',-1.765
'0:03.044',-1.760
'0:03.048',-1.755
'0:03.052',-1.745
'0:03.056',-1.720
'0:03.060',-1.735
'0:03.064',-1.730
'0:03.068',-1.735
'0:03.072',-1.755
'0:03.076',-1.785
'0:03.080',-1.785
'0:03.084',-1.795
'0:03.088',-1.805
'0:03.092',-1.820
'0:03.096',-1.820
'0:03.100',-1.815
'0:03.104',-1.810
'0:03.108',-1.795
'0:03.112',-1.800
'0:03.116',-1.800
'0:03.120',-1.800
'0:03.124',-1.805
'0:03.128',-1.795
'0:03.132',-1.785
'0:03.136',-1.785
'0:03.140',-1.785
'0:03.144',-1.790
'0:03.148',-1.790
'0:03.152',-1.785
'0:03.156',-1.735
'0:03.160',-1.615
'0:03.164',-1.430
'0:03.168',-1.200
'0:03.172',-0.985
'0:03.176',-0.835
'0:03.180',-0.820
'0:03.184',-0.990
'0:03.188',-1.240
'0:03.192',-1.540
'0:03.196',-1.795
'0:03.200',-1.970
'0:03.204',-2.065
'0:03.208',-2.100
'0:03.212',-2.065
'0:03.216',-2.015
'0:03.220',-1.955
'0:03.224',-1.925
'0:03.228',-1.870
'0:03.232',-1.845
'0:03.236',-1.820
'0:03.240',-1.810
'0:03.244',-1.815
'0:03.248',-1.795
'0:03.252',-1.785
'0:03.256',-1.780
'0:03.260',-1.765
'0:03.264',-1.760
'0:03.268',-1.745
'0:03.272',-1.755
'0:03.276',-1.760
'0:03.280',-1.760
'0:03.284',-1.760
'0:03.288',-1.755
'0:03.292',-1.750
'0:03.296',-1.745
'0:03.300',-1.740
'0:03.304',-1.730
'0:03.308',-1.715
'0:03.312',-1.710
'0:03.316',-1.710
'0:03.320',-1.720
'0:03.324',-1.715
'0:03.328',-1.700
'0:03.332',-1.695
'0:03.336',-1.695
'0:03.340',-1.690
'0:03.344',-1.685
'0:03.348',-1.660
'0:03.352',-1.640
'0:03.356',-1.650
'0:03.360',-1.640
'0:03.364',-1.625
'0:03.368',-1.610
'0:03.372',-1.605
'0:03.376',-1.600
'0:03.380',-1.580
'0:03.384',-1.560
'0:03.388',-1.535
'0:03.392',-1.520
'0:03.396',-1.495
'0:03.400',-1.475
'0:03.404',-1.460
'0:03.408',-1.455
'0:03.412',-1.440
'0:03.416',-1.440
'0:03.420',-1.430
'0:03.424',-1.420
'0:03.428',-1.410
'0:03.432',-1.395
'0:03.436',-1.405
'0:03.440',-1.405
'0:03.444',-1.410
'0:03.448',-1.425
'0:03.452',-1.435
'0:03.456',-1.450
'0:03.460',-1.465
'0:03.464',-1.495
'0:03.468',-1.505
'0:03.472',-1.530
'0:03.476',-1.545
'0:03.480',-1.570
'0:03.484',-1.600
'0:03.488',-1.625
'0:03.492',-1.640
'0:03.496',-1.655
'0:03.500',-1.675
'0:03.504',-1.700
'0:03.508',-1.720
'0:03.512',-1.730
'0:03.516',-1.720
'0:03.520',-1.720
'0:03.524',-1.730
'0:03.528',-1.745
'0:03.532',-1.755
'0:03.536',-1.760
'0:03.540',-1.755
'0:03.544',-1.760
'0:03.548',-1.760
'0:03.552',-1.755
'0:03.556',-1.760
'0:03.560',-1.755
'0:03.564',-1.745
'0:03.568',-1.745
'0:03.572',-1.745
'0:03.576',-1.755
'0:03.580',-1.770
'0:03.584',-1.760
'0:03.588',-1.755
'0:03.592',-1.740
'0:03.596',-1.745
'0:03.600',-1.770
'0:03.604',-1.755
'0:03.608',-1.760
'0:03.612',-1.750
'0:03.616',-1.755
'0:03.620',-1.760
'0:03.624',-1.755
'0:03.628',-1.760
'0:03.632',-1.760
'0:03.636',-1.760
'0:03.640',-1.755
'0:03.644',-1.745
'0:03.648',-1.740
'0:03.652',-1.740
'0:03.656',-1.745
'0:03.660',-1.750
'0:03.664',-1.755
'0:03.668',-1.760
'0:03.672',-1.765
'0:03.676',-1.770
'0:03.680',-1.770
'0:03.684',-1.770
'0:03.688',-1.770
'0:03.692',-1.770
'0:03.696',-1.780
'0:03.700',-1.780
'0:03.704',-1.785
'0:03.708',-1.785
'0:03.712',-1.785
'0:03.716',-1.785
'0:03.720',-1.785
'0:03.724',-1.785
'0:03.728',-1.785
'0:03.732',-1.780
'0:03.736',-1.770
'0:03.740',-1.770
'0:03.744',-1.775
'0:03.748',-1.780
'0:03.752',-1.755
'0:03.756',-1.740
'0:03.760',-1.735
'0:03.764',-1.740
'0:03.768',-1.715
'0:03.772',-1.715
'0:03.776',-1.705
'0:03.780',-1.695
'0:03.784',-1.695
'0:03.788',-1.700
'0:03.792',-1.720
'0:03.796',-1.745
'0:03.800',-1.765
'0:03.804',-1.780
'0:03.808',-1.785
'0:03.812',-1.785
'0:03.816',-1.790
'0:03.820',-1.800
'0:03.824',-1.805
'0:03.828',-1.790
'0:03.832',-1.790
'0:03.836',-1.785
'0:03.840',-1.785
'0:03.844',-1.785
'0:03.848',-1.780
'0:03.852',-1.780
'0:03.856',-1.780
'0:03.860',-1.780
'0:03.864',-1.780
'0:03.868',-1.775
'0:03.872',-1.770
'0:03.876',-1.765
'0:03.880',-1.765
'0:03.884',-1.725
'0:03.888',-1.635
'0:03.892',-1.460
'0:03.896',-1.245
'0:03.900',-1.005
'0:03.904',-0.815
'0:03.908',-0.735
'0:03.912',-0.815
'0:03.916',-1.045
'0:03.920',-1.330
'0:03.924',-1.625
'0:03.928',-1.855
'0:03.932',-2.005
'0:03.936',-2.090
'0:03.940',-2.070
'0:03.944',-2.025
'0:03.948',-1.970
'0:03.952',-1.910
'0:03.956',-1.870
'0:03.960',-1.820
'0:03.964',-1.800
'0:03.968',-1.775
'0:03.972',-1.760
'0:03.976',-1.740
'0:03.980',-1.740
'0:03.984',-1.730
'0:03.988',-1.725
'0:03.992',-1.720
'0:03.996',-1.710
'0:04.000',-1.705
'0:04.004',-1.705
'0:04.008',-1.695
'0:04.012',-1.685
'0:04.016',-1.680
'0:04.020',-1.680
'0:04.024',-1.675
'0:04.028',-1.670
'0:04.032',-1.665
'0:04.036',-1.660
'0:04.040',-1.645
'0:04.044',-1.640
'0:04.048',-1.640
'0:04.052',-1.625
'0:04.056',-1.625
'0:04.060',-1.605
'0:04.064',-1.595
'0:04.068',-1.580
'0:04.072',-1.565
'0:04.076',-1.550
'0:04.080',-1.540
'0:04.084',-1.530
'0:04.088',-1.515
'0:04.092',-1.495
'0:04.096',-1.485
'0:04.100',-1.460
'0:04.104',-1.430
'0:04.108',-1.415
'0:04.112',-1.390
'0:04.116',-1.365
'0:04.120',-1.340
'0:04.124',-1.305
'0:04.128',-1.295
'0:04.132',-1.275
'0:04.136',-1.250
'0:04.140',-1.230
'0:04.144',-1.225
'0:04.148',-1.230
'0:04.152',-1.230
'0:04.156',-1.240
'0:04.160',-1.245
'0:04.164',-1.255
'0:04.168',-1.270
'0:04.172',-1.295
'0:04.176',-1.320
'0:04.180',-1.350
'0:04.184',-1.385
'0:04.188',-1.420
'0:04.192',-1.460
'0:04.196',-1.490
'0:04.200',-1.525
'0:04.204',-1.570
'0:04.208',-1.595
'0:04.212',-1.625
'0:04.216',-1.645
'0:04.220',-1.670
'0:04.224',-1.695
'0:04.228',-1.715
'0:04.232',-1.715
'0:04.236',-1.735
'0:04.240',-1.745
'0:04.244',-1.745
'0:04.248',-1.755
'0:04.252',-1.750
'0:04.256',-1.750
'0:04.260',-1.755
'0:04.264',-1.745
'0:04.268',-1.750
'0:04.272',-1.760
'0:04.276',-1.755
'0:04.280',-1.760
'0:04.284',-1.760
'0:04.288',-1.755
'0:04.292',-1.765
'0:04.296',-1.750
'0:04.300',-1.745
'0:04.304',-1.740
'0:04.308',-1.750
'0:04.312',-1.760
'0:04.316',-1.755
'0:04.320',-1.750
'0:04.324',-1.745
'0:04.328',-1.755
'0:04.332',-1.760
'0:04.336',-1.755
'0:04.340',-1.755
'0:04.344',-1.740
'0:04.348',-1.735
'0:04.352',-1.735
'0:04.356',-1.735
'0:04.360',-1.740
'0:04.364',-1.740
'0:04.368',-1.745
'0:04.372',-1.755
'0:04.376',-1.745
'0:04.380',-1.755
'0:04.384',-1.750
'0:04.388',-1.760
'0:04.392',-1.765
'0:04.396',-1.765
'0:04.400',-1.765
'0:04.404',-1.760
'0:04.408',-1.765
'0:04.412',-1.760
'0:04.416',-1.760
'0:04.420',-1.755
'0:04.424',-1.760
'0:04.428',-1.760
'0:04.432',-1.765
'0:04.436',-1.765
'0:04.440',-1.770
'0:04.444',-1.765
'0:04.448',-1.770
'0:04.452',-1.770
'0:04.456',-1.770
'0:04.460',-1.785
'0:04.464',-1.765
'0:04.468',-1.770
'0:04.472',-1.765
'0:04.476',-1.765
'0:04.480',-1.770
'0:04.484',-1.755
'0:04.488',-1.740
'0:04.492',-1.725
'0:04.496',-1.710
'0:04.500',-1.705
'0:04.504',-1.715
'0:04.508',-1.700
'0:04.512',-1.685
'0:04.516',-1.680
'0:04.520',-1.685
'0:04.524',-1.705
'0:04.528',-1.720
'0:04.532',-1.745
'0:04.536',-1.760
'0:04.540',-1.765
'0:04.544',-1.780
'0:04.548',-1.790
'0:04.552',-1.790
'0:04.556',-1.795
'0:04.560',-1.785
'0:04.564',-1.785
'0:04.568',-1.780
'0:04.572',-1.775
'0:04.576',-1.780
'0:04.580',-1.775
'0:04.584',-1.775
'0:04.588',-1.775
'0:04.592',-1.770
'0:04.596',-1.765
'0:04.600',-1.765
'0:04.604',-1.770
'0:04.608',-1.770
'0:04.612',-1.770
'0:04.616',-1.770
'0:04.620',-1.710
'0:04.624',-1.590
'0:04.628',-1.390
'0:04.632',-1.165
'0:04.636',-0.905
'0:04.640',-0.660
'0:04.644',-0.515
'0:04.648',-0.520
