'Elapsed time','CM5'
'0:00.540',-6.085
'0:00.544',-6.075
'0:00.548',-6.065
'0:00.552',-6.070
'0:00.556',-6.075
'0:00.560',-6.070
'0:00.564',-6.070
'0:00.568',-6.055
'0:00.572',-6.055
'0:00.576',-6.050
'0:00.580',-6.035
'0:00.584',-6.010
'0:00.588',-6.000
'0:00.592',-5.980
'0:00.596',-5.960
'0:00.600',-5.935
'0:00.604',-5.900
'0:00.608',-5.870
'0:00.612',-5.835
'0:00.616',-5.800
'0:00.620',-5.760
'0:00.624',-5.720
'0:00.628',-5.690
'0:00.632',-5.660
'0:00.636',-5.635
'0:00.640',-5.620
'0:00.644',-5.600
'0:00.648',-5.585
'0:00.652',-5.570
'0:00.656',-5.560
'0:00.660',-5.560
'0:00.664',-5.570
'0:00.668',-5.585
'0:00.672',-5.600
'0:00.676',-5.615
'0:00.680',-5.625
'0:00.684',-5.635
'0:00.688',-5.640
'0:00.692',-5.660
'0:00.696',-5.670
'0:00.700',-5.690
'0:00.704',-5.705
'0:00.708',-5.720
'0:00.712',-5.735
'0:00.716',-5.755
'0:00.720',-5.770
'0:00.724',-5.785
'0:00.728',-5.800
'0:00.732',-5.815
'0:00.736',-5.825
'0:00.740',-5.835
'0:00.744',-5.840
'0:00.748',-5.850
'0:00.752',-5.860
'0:00.756',-5.865
'0:00.760',-5.870
'0:00.764',-5.875
'0:00.768',-5.875
'0:00.772',-5.875
'0:00.776',-5.870
'0:00.780',-5.860
'0:00.784',-5.850
'0:00.788',-5.840
'0:00.792',-5.840
'0:00.796',-5.840
'0:00.800',-5.835
'0:00.804',-5.825
'0:00.808',-5.815
'0:00.812',-5.805
'0:00.816',-5.790
'0:00.820',-5.775
'0:00.824',-5.760
'0:00.828',-5.750
'0:00.832',-5.750
'0:00.836',-5.760
'0:00.840',-5.755
'0:00.844',-5.750
'0:00.848',-5.735
'0:00.852',-5.715
'0:00.856',-5.700
'0:00.860',-5.695
'0:00.864',-5.700
'0:00.868',-5.690
'0:00.872',-5.695
'0:00.876',-5.690
'0:00.880',-5.695
'0:00.884',-5.700
'0:00.888',-5.710
'0:00.892',-5.730
'0:00.896',-5.740
'0:00.900',-5.755
'0:00.904',-5.775
'0:00.908',-5.800
'0:00.912',-5.830
'0:00.916',-5.850
'0:00.920',-5.860
'0:00.924',-5.855
'0:00.928',-5.855
'0:00.932',-5.860
'0:00.936',-5.860
'0:00.940',-5.850
'0:00.944',-5.845
'0:00.948',-5.850
'0:00.952',-5.850
'0:00.956',-5.850
'0:00.960',-5.860
'0:00.964',-5.875
'0:00.968',-5.895
'0:00.972',-5.875
'0:00.976',-5.780
'0:00.980',-5.630
'0:00.984',-5.465
'0:00.988',-5.215
'0:00.992',-4.830
'0:00.996',-4.440
'0:01.000',-4.170
'0:01.004',-4.060
'0:01.008',-4.045
'0:01.012',-4.175
'0:01.016',-4.440
'0:01.020',-4.840
'0:01.024',-5.305
'0:01.028',-5.770
'0:01.032',-6.105
'0:01.036',-6.250
'0:01.040',-6.245
'0:01.044',-6.245
'0:01.048',-6.240
'0:01.052',-6.215
'0:01.056',-6.170
'0:01.060',-6.110
'0:01.064',-6.070
'0:01.068',-6.060
'0:01.072',-6.060
'0:01.076',-6.060
'0:01.080',-6.050
'0:01.084',-6.040
'0:01.088',-6.030
'0:01.092',-6.025
'0:01.096',-6.020
'0:01.100',-6.010
'0:01.104',-6.010
'0:01.108',-6.005
'0:01.112',-6.005
'0:01.116',-6.005
'0:01.120',-6.000
'0:01.124',-5.995
'0:01.128',-5.985
'0:01.132',-5.980
'0:01.136',-5.965
'0:01.140',-5.955
'0:01.144',-5.930
'0:01.148',-5.900
'0:01.152',-5.875
'0:01.156',-5.840
'0:01.160',-5.805
'0:01.164',-5.765
'0:01.168',-5.740
'0:01.172',-5.700
'0:01.176',-5.670
'0:01.180',-5.630
'0:01.184',-5.590
'0:01.188',-5.560
'0:01.192',-5.535
'0:01.196',-5.520
'0:01.200',-5.510
'0:01.204',-5.490
'0:01.208',-5.485
'0:01.212',-5.480
'0:01.216',-5.480
'0:01.220',-5.480
'0:01.224',-5.490
'0:01.228',-5.500
'0:01.232',-5.515
'0:01.236',-5.535
'0:01.240',-5.550
'0:01.244',-5.565
'0:01.248',-5.585
'0:01.252',-5.610
'0:01.256',-5.635
'0:01.260',-5.650
'0:01.264',-5.665
'0:01.268',-5.680
'0:01.272',-5.700
'0:01.276',-5.720
'0:01.280',-5.735
'0:01.284',-5.750
'0:01.288',-5.755
'0:01.292',-5.760
'0:01.296',-5.770
'0:01.300',-5.775
'0:01.304',-5.780
'0:01.308',-5.790
'0:01.312',-5.795
'0:01.316',-5.800
'0:01.320',-5.800
'0:01.324',-5.800
'0:01.328',-5.800
'0:01.332',-5.800
'0:01.336',-5.800
'0:01.340',-5.800
'0:01.344',-5.795
'0:01.348',-5.795
'0:01.352',-5.795
'0:01.356',-5.795
'0:01.360',-5.785
'0:01.364',-5.770
'0:01.368',-5.755
'0:01.372',-5.730
'0:01.376',-5.720
'0:01.380',-5.705
'0:01.384',-5.690
'0:01.388',-5.695
'0:01.392',-5.690
'0:01.396',-5.670
'0:01.400',-5.650
'0:01.404',-5.625
'0:01.408',-5.610
'0:01.412',-5.605
'0:01.416',-5.610
'0:01.420',-5.605
'0:01.424',-5.610
'0:01.428',-5.615
'0:01.432',-5.620
'0:01.436',-5.625
'0:01.440',-5.645
'0:01.444',-5.665
'0:01.448',-5.680
'0:01.452',-5.700
'0:01.456',-5.725
'0:01.460',-5.750
'0:01.464',-5.780
'0:01.468',-5.800
'0:01.472',-5.810
'0:01.476',-5.815
'0:01.480',-5.820
'0:01.484',-5.820
'0:01.488',-5.825
'0:01.492',-5.820
'0:01.496',-5.815
'0:01.500',-5.810
'0:01.504',-5.810
'0:01.508',-5.810
'0:01.512',-5.810
'0:01.516',-5.830
'0:01.520',-5.840
'0:01.524',-5.790
'0:01.528',-5.660
'0:01.532',-5.525
'0:01.536',-5.350
'0:01.540',-5.045
'0:01.544',-4.645
'0:01.548',-4.295
'0:01.552',-4.090
'0:01.556',-4.035
'0:01.560',-4.090
'0:01.564',-4.305
'0:01.568',-4.640
'0:01.572',-5.080
'0:01.576',-5.555
'0:01.580',-5.960
'0:01.584',-6.200
'0:01.588',-6.265
'0:01.592',-6.250
'0:01.596',-6.240
'0:01.600',-6.235
'0:01.604',-6.200
'0:01.608',-6.140
'0:01.612',-6.070
'0:01.616',-6.035
'0:01.620',-6.025
'0:01.624',-6.020
'0:01.628',-6.010
'0:01.632',-6.015
'0:01.636',-6.000
'0:01.640',-5.995
'0:01.644',-5.990
'0:01.648',-5.990
'0:01.652',-5.990
'0:01.656',-5.985
'0:01.660',-5.980
'0:01.664',-5.975
'0:01.668',-5.970
'0:01.672',-5.970
'0:01.676',-5.960
'0:01.680',-5.960
'0:01.684',-5.955
'0:01.688',-5.945
'0:01.692',-5.935
'0:01.696',-5.910
'0:01.700',-5.885
'0:01.704',-5.860
'0:01.708',-5.825
'0:01.712',-5.785
'0:01.716',-5.740
'0:01.720',-5.700
'0:01.724',-5.665
'0:01.728',-5.640
'0:01.732',-5.610
'0:01.736',-5.580
'0:01.740',-5.550
'0:01.744',-5.530
'0:01.748',-5.515
'0:01.752',-5.500
'0:01.756',-5.490
'0:01.760',-5.480
'0:01.764',-5.480
'0:01.768',-5.490
'0:01.772',-5.495
'0:01.776',-5.510
'0:01.780',-5.520
'0:01.784',-5.535
'0:01.788',-5.555
'0:01.792',-5.565
'0:01.796',-5.585
'0:01.800',-5.600
'0:01.804',-5.610
'0:01.808',-5.635
'0:01.812',-5.655
'0:01.816',-5.680
'0:01.820',-5.690
'0:01.824',-5.710
'0:01.828',-5.725
'0:01.832',-5.735
'0:01.836',-5.750
'0:01.840',-5.760
'0:01.844',-5.770
'0:01.848',-5.785
'0:01.852',-5.800
'0:01.856',-5.805
'0:01.860',-5.810
'0:01.864',-5.805
'0:01.868',-5.805
'0:01.872',-5.805
'0:01.876',-5.805
'0:01.880',-5.810
'0:01.884',-5.820
'0:01.888',-5.830
'0:01.892',-5.835
'0:01.896',-5.840
'0:01.900',-5.840
'0:01.904',-5.840
'0:01.908',-5.840
'0:01.912',-5.830
'0:01.916',-5.815
'0:01.920',-5.800
'0:01.924',-5.795
'0:01.928',-5.775
'0:01.932',-5.765
'0:01.936',-5.760
'0:01.940',-5.750
'0:01.944',-5.730
'0:01.948',-5.715
'0:01.952',-5.690
'0:01.956',-5.670
'0:01.960',-5.660
'0:01.964',-5.670
'0:01.968',-5.670
'0:01.972',-5.675
'0:01.976',-5.670
'0:01.980',-5.670
'0:01.984',-5.675
'0:01.988',-5.680
'0:01.992',-5.695
'0:01.996',-5.710
'0:02.000',-5.720
'0:02.004',-5.740
'0:02.008',-5.765
'0:02.012',-5.795
'0:02.016',-5.815
'0:02.020',-5.820
'0:02.024',-5.830
'0:02.028',-5.835
'0:02.032',-5.840
'0:02.036',-5.845
'0:02.040',-5.840
'0:02.044',-5.835
'0:02.048',-5.835
'0:02.052',-5.830
'0:02.056',-5.825
'0:02.060',-5.835
'0:02.064',-5.840
'0:02.068',-5.865
'0:02.072',-5.870
'0:02.076',-5.815
'0:02.080',-5.685
'0:02.084',-5.550
'0:02.088',-5.370
'0:02.092',-5.060
'0:02.096',-4.665
'0:02.100',-4.320
'0:02.104',-4.120
'0:02.108',-4.055
'0:02.112',-4.090
'0:02.116',-4.280
'0:02.120',-4.580
'0:02.124',-4.995
'0:02.128',-5.455
'0:02.132',-5.885
'0:02.136',-6.185
'0:02.140',-6.305
'0:02.144',-6.295
'0:02.148',-6.290
'0:02.152',-6.285
'0:02.156',-6.265
'0:02.160',-6.220
'0:02.164',-6.160
'0:02.168',-6.110
'0:02.172',-6.080
'0:02.176',-6.070
'0:02.180',-6.060
'0:02.184',-6.065
'0:02.188',-6.065
'0:02.192',-6.065
'0:02.196',-6.050
'0:02.200',-6.030
'0:02.204',-6.025
'0:02.208',-6.025
'0:02.212',-6.025
'0:02.216',-6.020
'0:02.220',-6.010
'0:02.224',-6.010
'0:02.228',-6.000
'0:02.232',-6.000
'0:02.236',-5.990
'0:02.240',-5.975
'0:02.244',-5.955
'0:02.248',-5.940
'0:02.252',-5.920
'0:02.256',-5.885
'0:02.260',-5.860
'0:02.264',-5.830
'0:02.268',-5.795
'0:02.272',-5.750
'0:02.276',-5.710
'0:02.280',-5.680
'0:02.284',-5.640
'0:02.288',-5.620
'0:02.292',-5.605
'0:02.296',-5.585
'0:02.300',-5.560
'0:02.304',-5.545
'0:02.308',-5.540
'0:02.312',-5.535
'0:02.316',-5.540
'0:02.320',-5.550
'0:02.324',-5.560
'0:02.328',-5.555
'0:02.332',-5.570
'0:02.336',-5.580
'0:02.340',-5.595
'0:02.344',-5.620
'0:02.348',-5.640
'0:02.352',-5.655
'0:02.356',-5.670
'0:02.360',-5.690
'0:02.364',-5.715
'0:02.368',-5.740
'0:02.372',-5.760
'0:02.376',-5.780
'0:02.380',-5.800
'0:02.384',-5.810
'0:02.388',-5.810
'0:02.392',-5.820
'0:02.396',-5.825
'0:02.400',-5.830
'0:02.404',-5.825
'0:02.408',-5.835
'0:02.412',-5.840
'0:02.416',-5.840
'0:02.420',-5.850
'0:02.424',-5.850
'0:02.428',-5.850
'0:02.432',-5.850
'0:02.436',-5.860
'0:02.440',-5.860
'0:02.444',-5.865
'0:02.448',-5.860
'0:02.452',-5.860
'0:02.456',-5.845
'0:02.460',-5.835
'0:02.464',-5.815
'0:02.468',-5.800
'0:02.472',-5.800
'0:02.476',-5.795
'0:02.480',-5.785
'0:02.484',-5.790
'0:02.488',-5.780
'0:02.492',-5.760
'0:02.496',-5.740
'0:02.500',-5.720
'0:02.504',-5.700
'0:02.508',-5.700
'0:02.512',-5.705
'0:02.516',-5.705
'0:02.520',-5.705
'0:02.524',-5.710
'0:02.528',-5.715
'0:02.532',-5.725
'0:02.536',-5.735
'0:02.540',-5.735
'0:02.544',-5.760
'0:02.548',-5.800
'0:02.552',-5.825
'0:02.556',-5.840
'0:02.560',-5.855
'0:02.564',-5.870
'0:02.568',-5.865
'0:02.572',-5.865
'0:02.576',-5.870
'0:02.580',-5.880
'0:02.584',-5.900
'0:02.588',-5.890
'0:02.592',-5.895
'0:02.596',-5.890
'0:02.600',-5.890
'0:02.604',-5.895
'0:02.608',-5.895
'0:02.612',-5.905
'0:02.616',-5.925
'0:02.620',-5.915
'0:02.624',-5.835
'0:02.628',-5.690
'0:02.632',-5.550
'0:02.636',-5.320
'0:02.640',-4.960
'0:02.644',-4.570
'0:02.648',-4.280
'0:02.652',-4.140
'0:02.656',-4.105
'0:02.660',-4.205
'0:02.664',-4.425
'0:02.668',-4.770
'0:02.672',-5.215
'0:02.676',-5.665
'0:02.680',-6.040
'0:02.684',-6.285
'0:02.688',-6.325
'0:02.692',-6.320
'0:02.696',-6.315
'0:02.700',-6.315
'0:02.704',-6.280
'0:02.708',-6.230
'0:02.712',-6.175
'0:02.716',-6.130
'0:02.720',-6.105
'0:02.724',-6.090
'0:02.728',-6.080
'0:02.732',-6.070
'0:02.736',-6.070
'0:02.740',-6.070
'0:02.744',-6.070
'0:02.748',-6.070
'0:02.752',-6.070
'0:02.756',-6.065
'0:02.760',-6.045
'0:02.764',-6.045
'0:02.768',-6.040
'0:02.772',-6.040
'0:02.776',-6.040
'0:02.780',-6.035
'0:02.784',-6.020
'0:02.788',-6.005
'0:02.792',-5.995
'0:02.796',-5.980
'0:02.800',-5.950
'0:02.804',-5.920
'0:02.808',-5.880
'0:02.812',-5.840
'0:02.816',-5.805
'0:02.820',-5.760
'0:02.824',-5.720
'0:02.828',-5.680
'0:02.832',-5.660
'0:02.836',-5.635
'0:02.840',-5.625
'0:02.844',-5.610
'0:02.848',-5.600
'0:02.852',-5.590
'0:02.856',-5.580
'0:02.860',-5.575
'0:02.864',-5.580
'0:02.868',-5.595
'0:02.872',-5.615
'0:02.876',-5.625
'0:02.880',-5.640
'0:02.884',-5.650
'0:02.888',-5.660
'0:02.892',-5.680
'0:02.896',-5.705
'0:02.900',-5.725
'0:02.904',-5.745
'0:02.908',-5.775
'0:02.912',-5.795
'0:02.916',-5.800
'0:02.920',-5.815
'0:02.924',-5.830
'0:02.928',-5.840
'0:02.932',-5.840
'0:02.936',-5.855
'0:02.940',-5.850
'0:02.944',-5.860
'0:02.948',-5.870
'0:02.952',-5.865
'0:02.956',-5.870
'0:02.960',-5.860
'0:02.964',-5.855
'0:02.968',-5.855
'0:02.972',-5.860
'0:02.976',-5.860
'0:02.980',-5.870
'0:02.984',-5.870
'0:02.988',-5.875
'0:02.992',-5.865
'0:02.996',-5.860
'0:03.000',-5.860
'0:03.004',-5.840
'0:03.008',-5.825
'0:03.012',-5.810
'0:03.016',-5.790
'0:03.020',-5.775
'0:03.024',-5.765
'0:03.028',-5.760
'0:03.032',-5.745
'0:03.036',-5.730
'0:03.040',-5.705
'0:03.044',-5.680
'0:03.048',-5.660
'0:03.052',-5.640
'0:03.056',-5.645
'0:03.060',-5.645
'0:03.064',-5.655
'0:03.068',-5.665
'0:03.072',-5.670
'0:03.076',-5.680
'0:03.080',-5.690
'0:03.084',-5.705
'0:03.088',-5.720
'0:03.092',-5.750
'0:03.096',-5.770
'0:03.100',-5.805
'0:03.104',-5.835
'0:03.108',-5.855
'0:03.112',-5.855
'0:03.116',-5.850
'0:03.120',-5.860
'0:03.124',-5.855
'0:03.128',-5.860
'0:03.132',-5.850
'0:03.136',-5.850
'0:03.140',-5.860
'0:03.144',-5.860
'0:03.148',-5.855
'0:03.152',-5.860
'0:03.156',-5.885
'0:03.160',-5.875
'0:03.164',-5.810
'0:03.168',-5.685
'0:03.172',-5.550
'0:03.176',-5.330
'0:03.180',-5.000
'0:03.184',-4.610
'0:03.188',-4.280
'0:03.192',-4.105
'0:03.196',-4.045
'0:03.200',-4.110
'0:03.204',-4.320
'0:03.208',-4.645
'0:03.212',-5.085
'0:03.216',-5.565
'0:03.220',-5.975
'0:03.224',-6.230
'0:03.228',-6.280
'0:03.232',-6.255
'0:03.236',-6.240
'0:03.240',-6.240
'0:03.244',-6.215
'0:03.248',-6.165
'0:03.252',-6.110
'0:03.256',-6.065
'0:03.260',-6.050
'0:03.264',-6.060
'0:03.268',-6.060
'0:03.272',-6.050
'0:03.276',-6.045
'0:03.280',-6.045
'0:03.284',-6.045
'0:03.288',-6.035
'0:03.292',-6.025
'0:03.296',-6.015
'0:03.300',-6.010
'0:03.304',-6.015
'0:03.308',-6.010
'0:03.312',-6.015
'0:03.316',-6.010
'0:03.320',-6.005
'0:03.324',-6.000
'0:03.328',-5.990
'0:03.332',-5.970
'0:03.336',-5.940
'0:03.340',-5.915
'0:03.344',-5.885
'0:03.348',-5.855
'0:03.352',-5.815
'0:03.356',-5.775
'0:03.360',-5.745
'0:03.364',-5.705
'0:03.368',-5.680
'0:03.372',-5.645
'0:03.376',-5.615
'0:03.380',-5.600
'0:03.384',-5.580
'0:03.388',-5.565
'0:03.392',-5.555
'0:03.396',-5.545
'0:03.400',-5.545
'0:03.404',-5.550
'0:03.408',-5.555
'0:03.412',-5.555
'0:03.416',-5.560
'0:03.420',-5.565
'0:03.424',-5.575
'0:03.428',-5.595
'0:03.432',-5.610
'0:03.436',-5.625
'0:03.440',-5.640
'0:03.444',-5.660
'0:03.448',-5.680
'0:03.452',-5.700
'0:03.456',-5.715
'0:03.460',-5.730
'0:03.464',-5.750
'0:03.468',-5.760
'0:03.472',-5.765
'0:03.476',-5.770
'0:03.480',-5.785
'0:03.484',-5.795
'0:03.488',-5.805
'0:03.492',-5.815
'0:03.496',-5.815
'0:03.500',-5.830
'0:03.504',-5.840
'0:03.508',-5.845
'0:03.512',-5.850
'0:03.516',-5.845
'0:03.520',-5.850
'0:03.524',-5.850
'0:03.528',-5.845
'0:03.532',-5.840
'0:03.536',-5.840
'0:03.540',-5.830
'0:03.544',-5.820
'0:03.548',-5.800
'0:03.552',-5.780
'0:03.556',-5.770
'0:03.560',-5.760
'0:03.564',-5.750
'0:03.568',-5.750
'0:03.572',-5.740
'0:03.576',-5.730
'0:03.580',-5.710
'0:03.584',-5.680
'0:03.588',-5.665
'0:03.592',-5.660
'0:03.596',-5.660
'0:03.600',-5.660
'0:03.604',-5.665
'0:03.608',-5.675
'0:03.612',-5.680
'0:03.616',-5.690
'0:03.620',-5.700
'0:03.624',-5.710
'0:03.628',-5.700
'0:03.632',-5.715
'0:03.636',-5.740
'0:03.640',-5.770
'0:03.644',-5.795
'0:03.648',-5.800
'0:03.652',-5.820
'0:03.656',-5.820
'0:03.660',-5.835
'0:03.664',-5.840
'0:03.668',-5.840
'0:03.672',-5.840
'0:03.676',-5.840
'0:03.680',-5.835
'0:03.684',-5.840
'0:03.688',-5.840
'0:03.692',-5.840
'0:03.696',-5.870
'0:03.700',-5.880
'0:03.704',-5.840
'0:03.708',-5.715
'0:03.712',-5.585
'0:03.716',-5.420
'0:03.720',-5.150
'0:03.724',-4.755
'0:03.728',-4.375
'0:03.732',-4.140
'0:03.736',-4.040
'0:03.740',-4.060
'0:03.744',-4.240
'0:03.748',-4.540
'0:03.752',-4.960
'0:03.756',-5.440
'0:03.760',-5.875
'0:03.764',-6.160
'0:03.768',-6.235
'0:03.772',-6.215
'0:03.776',-6.200
'0:03.780',-6.195
'0:03.784',-6.165
'0:03.788',-6.115
'0:03.792',-6.080
'0:03.796',-6.060
'0:03.800',-6.060
'0:03.804',-6.065
'0:03.808',-6.055
'0:03.812',-6.045
'0:03.816',-6.035
'0:03.820',-6.035
'0:03.824',-6.025
'0:03.828',-6.020
'0:03.832',-6.010
'0:03.836',-6.010
'0:03.840',-6.000
'0:03.844',-6.000
'0:03.848',-5.985
'0:03.852',-5.975
'0:03.856',-5.970
'0:03.860',-5.970
'0:03.864',-5.955
'0:03.868',-5.945
'0:03.872',-5.920
'0:03.876',-5.900
'0:03.880',-5.875
'0:03.884',-5.855
'0:03.888',-5.815
'0:03.892',-5.775
'0:03.896',-5.735
'0:03.900',-5.700
'0:03.904',-5.665
'0:03.908',-5.630
'0:03.912',-5.610
'0:03.916',-5.590
'0:03.920',-5.570
'0:03.924',-5.555
'0:03.928',-5.540
'0:03.932',-5.525
'0:03.936',-5.515
'0:03.940',-5.510
'0:03.944',-5.510
'0:03.948',-5.500
'0:03.952',-5.515
'0:03.956',-5.525
'0:03.960',-5.540
'0:03.964',-5.545
'0:03.968',-5.555
'0:03.972',-5.565
'0:03.976',-5.590
'0:03.980',-5.600
'0:03.984',-5.620
'0:03.988',-5.635
'0:03.992',-5.660
'0:03.996',-5.680
'0:04.000',-5.700
'0:04.004',-5.720
'0:04.008',-5.725
'0:04.012',-5.740
'0:04.016',-5.750
'0:04.020',-5.760
'0:04.024',-5.770
'0:04.028',-5.775
'0:04.032',-5.780
'0:04.036',-5.780
'0:04.040',-5.775
'0:04.044',-5.765
'0:04.048',-5.770
'0:04.052',-5.780
'0:04.056',-5.780
'0:04.060',-5.785
'0:04.064',-5.780
'0:04.068',-5.780
'0:04.072',-5.780
'0:04.076',-5.790
'0:04.080',-5.785
'0:04.084',-5.770
'0:04.088',-5.755
'0:04.092',-5.740
'0:04.096',-5.730
'0:04.100',-5.730
'0:04.104',-5.725
'0:04.108',-5.720
'0:04.112',-5.720
'0:04.116',-5.710
'0:04.120',-5.690
'0:04.124',-5.665
'0:04.128',-5.655
'0:04.132',-5.655
'0:04.136',-5.650
'0:04.140',-5.655
'0:04.144',-5.640
'0:04.148',-5.640
'0:04.152',-5.650
'0:04.156',-5.655
'0:04.160',-5.670
'0:04.164',-5.670
'0:04.168',-5.680
'0:04.172',-5.700
'0:04.176',-5.725
'0:04.180',-5.755
'0:04.184',-5.780
'0:04.188',-5.800
'0:04.192',-5.810
'0:04.196',-5.815
'0:04.200',-5.825
'0:04.204',-5.825
'0:04.208',-5.835
'0:04.212',-5.825
'0:04.216',-5.820
'0:04.220',-5.830
'0:04.224',-5.835
'0:04.228',-5.830
'0:04.232',-5.830
'0:04.236',-5.840
'0:04.240',-5.860
'0:04.244',-5.840
'0:04.248',-5.755
'0:04.252',-5.625
'0:04.256',-5.490
'0:04.260',-5.280
'0:04.264',-4.935
'0:04.268',-4.530
'0:04.272',-4.215
'0:04.276',-4.060
'0:04.280',-4.010
'0:04.284',-4.100
'0:04.288',-4.355
'0:04.292',-4.695
'0:04.296',-5.140
'0:04.300',-5.600
'0:04.304',-5.975
'0:04.308',-6.200
'0:04.312',-6.220
'0:04.316',-6.195
'0:04.320',-6.185
'0:04.324',-6.165
'0:04.328',-6.125
'0:04.332',-6.080
'0:04.336',-6.060
'0:04.340',-6.060
'0:04.344',-6.060
'0:04.348',-6.055
'0:04.352',-6.050
'0:04.356',-6.050
'0:04.360',-6.050
'0:04.364',-6.045
'0:04.368',-6.045
'0:04.372',-6.040
'0:04.376',-6.035
'0:04.380',-6.030
'0:04.384',-6.030
'0:04.388',-6.025
'0:04.392',-6.030
'0:04.396',-6.020
'0:04.400',-6.030
'0:04.404',-6.025
'0:04.408',-6.010
'0:04.412',-5.995
'0:04.416',-5.980
'0:04.420',-5.960
'0:04.424',-5.935
'0:04.428',-5.905
'0:04.432',-5.870
'0:04.436',-5.840
'0:04.440',-5.810
'0:04.444',-5.770
'0:04.448',-5.725
'0:04.452',-5.690
'0:04.456',-5.660
'0:04.460',-5.640
'0:04.464',-5.620
'0:04.468',-5.600
'0:04.472',-5.575
'0:04.476',-5.555
'0:04.480',-5.550
'0:04.484',-5.545
'0:04.488',-5.540
'0:04.492',-5.530
'0:04.496',-5.535
'0:04.500',-5.535
'0:04.504',-5.540
'0:04.508',-5.560
'0:04.512',-5.575
'0:04.516',-5.595
'0:04.520',-5.620
'0:04.524',-5.635
'0:04.528',-5.645
'0:04.532',-5.660
'0:04.536',-5.685
'0:04.540',-5.710
'0:04.544',-5.735
'0:04.548',-5.755
'0:04.552',-5.770
'0:04.556',-5.775
'0:04.560',-5.785
'0:04.564',-5.800
'0:04.568',-5.800
'0:04.572',-5.805
'0:04.576',-5.815
'0:04.580',-5.825
'0:04.584',-5.830
'0:04.588',-5.835
'0:04.592',-5.835
'0:04.596',-5.830
'0:04.600',-5.840
'0:04.604',-5.840
'0:04.608',-5.835
'0:04.612',-5.840
'0:04.616',-5.830
'0:04.620',-5.825
'0:04.624',-5.820
'0:04.628',-5.800
'0:04.632',-5.785
'0:04.636',-5.785
'0:04.640',-5.775
'0:04.644',-5.775
'0:04.648',-5.760
