'Elapsed time','CM5'
'0:01.448',-6.550
'0:01.452',-6.415
'0:01.456',-6.140
'0:01.460',-5.815
'0:01.464',-5.470
'0:01.468',-5.195
'0:01.472',-5.050
'0:01.476',-5.035
'0:01.480',-5.195
'0:01.484',-5.765
'0:01.488',-6.360
'0:01.492',-6.500
'0:01.496',-6.515
'0:01.500',-6.450
'0:01.504',-6.420
'0:01.508',-6.440
'0:01.512',-6.470
'0:01.516',-6.490
'0:01.520',-6.515
'0:01.524',-6.535
'0:01.528',-6.570
'0:01.532',-6.560
'0:01.536',-6.555
'0:01.540',-6.565
'0:01.544',-6.575
'0:01.548',-6.565
'0:01.552',-6.570
'0:01.556',-6.575
'0:01.560',-6.565
'0:01.564',-6.565
'0:01.568',-6.580
'0:01.572',-6.585
'0:01.576',-6.595
'0:01.580',-6.580
'0:01.584',-6.585
'0:01.588',-6.590
'0:01.592',-6.600
'0:01.596',-6.590
'0:01.600',-6.575
'0:01.604',-6.595
'0:01.608',-6.615
'0:01.612',-6.600
'0:01.616',-6.595
'0:01.620',-6.585
'0:01.624',-6.575
'0:01.628',-6.585
'0:01.632',-6.590
'0:01.636',-6.590
'0:01.640',-6.605
'0:01.644',-6.605
'0:01.648',-6.605
'0:01.652',-6.600
'0:01.656',-6.600
'0:01.660',-6.600
'0:01.664',-6.595
'0:01.668',-6.600
'0:01.672',-6.605
'0:01.676',-6.605
'0:01.680',-6.620
'0:01.684',-6.630
'0:01.688',-6.630
'0:01.692',-6.620
'0:01.696',-6.635
'0:01.700',-6.655
'0:01.704',-6.650
'0:01.708',-6.640
'0:01.712',-6.645
'0:01.716',-6.650
'0:01.720',-6.655
'0:01.724',-6.660
'0:01.728',-6.655
'0:01.732',-6.655
'0:01.736',-6.670
'0:01.740',-6.650
'0:01.744',-6.660
'0:01.748',-6.635
'0:01.752',-6.595
'0:01.756',-6.565
'0:01.760',-6.560
'0:01.764',-6.535
'0:01.768',-6.505
'0:01.772',-6.460
'0:01.776',-6.450
'0:01.780',-6.450
'0:01.784',-6.435
'0:01.788',-6.440
'0:01.792',-6.435
'0:01.796',-6.425
'0:01.800',-6.430
'0:01.804',-6.435
'0:01.808',-6.440
'0:01.812',-6.460
'0:01.816',-6.470
'0:01.820',-6.435
'0:01.824',-6.440
'0:01.828',-6.425
'0:01.832',-6.420
'0:01.836',-6.440
'0:01.840',-6.445
'0:01.844',-6.440
'0:01.848',-6.430
'0:01.852',-6.425
'0:01.856',-6.430
'0:01.860',-6.420
'0:01.864',-6.420
'0:01.868',-6.425
'0:01.872',-6.415
'0:01.876',-6.420
'0:01.880',-6.425
'0:01.884',-6.435
'0:01.888',-6.440
'0:01.892',-6.430
'0:01.896',-6.440
'0:01.900',-6.445
'0:01.904',-6.430
'0:01.908',-6.415
'0:01.912',-6.410
'0:01.916',-6.420
'0:01.920',-6.425
'0:01.924',-6.425
'0:01.928',-6.425
'0:01.932',-6.415
'0:01.936',-6.415
'0:01.940',-6.410
'0:01.944',-6.425
'0:01.948',-6.440
'0:01.952',-6.440
'0:01.956',-6.450
'0:01.960',-6.450
'0:01.964',-6.445
'0:01.968',-6.455
'0:01.972',-6.470
'0:01.976',-6.470
'0:01.980',-6.470
'0:01.984',-6.430
'0:01.988',-6.420
'0:01.992',-6.405
'0:01.996',-6.400
'0:02.000',-6.385
'0:02.004',-6.370
'0:02.008',-6.380
'0:02.012',-6.375
'0:02.016',-6.360
'0:02.020',-6.350
'0:02.024',-6.325
'0:02.028',-6.315
'0:02.032',-6.330
'0:02.036',-6.345
'0:02.040',-6.350
'0:02.044',-6.360
'0:02.048',-6.365
'0:02.052',-6.365
'0:02.056',-6.380
'0:02.060',-6.430
'0:02.064',-6.485
'0:02.068',-6.470
'0:02.072',-6.470
'0:02.076',-6.500
'0:02.080',-6.515
'0:02.084',-6.545
'0:02.088',-6.535
'0:02.092',-6.540
'0:02.096',-6.545
'0:02.100',-6.550
'0:02.104',-6.535
'0:02.108',-6.525
'0:02.112',-6.525
'0:02.116',-6.525
'0:02.120',-6.530
'0:02.124',-6.530
'0:02.128',-6.530
'0:02.132',-6.540
'0:02.136',-6.550
'0:02.140',-6.580
'0:02.144',-6.610
'0:02.148',-6.575
'0:02.152',-6.555
'0:02.156',-6.510
'0:02.160',-6.385
'0:02.164',-6.135
'0:02.168',-5.830
'0:02.172',-5.495
'0:02.176',-5.245
'0:02.180',-5.120
'0:02.184',-5.135
'0:02.188',-5.440
'0:02.192',-6.085
'0:02.196',-6.470
'0:02.200',-6.540
'0:02.204',-6.515
'0:02.208',-6.455
'0:02.212',-6.430
'0:02.216',-6.455
'0:02.220',-6.485
'0:02.224',-6.515
'0:02.228',-6.525
'0:02.232',-6.545
'0:02.236',-6.560
'0:02.240',-6.565
'0:02.244',-6.570
'0:02.248',-6.585
'0:02.252',-6.580
'0:02.256',-6.580
'0:02.260',-6.580
'0:02.264',-6.580
'0:02.268',-6.590
'0:02.272',-6.590
'0:02.276',-6.590
'0:02.280',-6.600
'0:02.284',-6.620
'0:02.288',-6.625
'0:02.292',-6.600
'0:02.296',-6.575
'0:02.300',-6.570
'0:02.304',-6.575
'0:02.308',-6.570
'0:02.312',-6.575
'0:02.316',-6.585
'0:02.320',-6.575
'0:02.324',-6.575
'0:02.328',-6.575
'0:02.332',-6.565
'0:02.336',-6.570
'0:02.340',-6.575
'0:02.344',-6.575
'0:02.348',-6.575
'0:02.352',-6.585
'0:02.356',-6.575
'0:02.360',-6.575
'0:02.364',-6.580
'0:02.368',-6.585
'0:02.372',-6.580
'0:02.376',-6.595
'0:02.380',-6.610
'0:02.384',-6.605
'0:02.388',-6.620
'0:02.392',-6.620
'0:02.396',-6.630
'0:02.400',-6.630
'0:02.404',-6.620
'0:02.408',-6.615
'0:02.412',-6.615
'0:02.416',-6.620
'0:02.420',-6.635
'0:02.424',-6.635
'0:02.428',-6.630
'0:02.432',-6.630
'0:02.436',-6.620
'0:02.440',-6.615
'0:02.444',-6.630
'0:02.448',-6.620
'0:02.452',-6.605
'0:02.456',-6.585
'0:02.460',-6.560
'0:02.464',-6.515
'0:02.468',-6.480
'0:02.472',-6.470
'0:02.476',-6.455
'0:02.480',-6.425
'0:02.484',-6.430
'0:02.488',-6.425
'0:02.492',-6.430
'0:02.496',-6.455
'0:02.500',-6.460
'0:02.504',-6.465
'0:02.508',-6.455
'0:02.512',-6.455
'0:02.516',-6.450
'0:02.520',-6.450
'0:02.524',-6.450
'0:02.528',-6.430
'0:02.532',-6.435
'0:02.536',-6.445
'0:02.540',-6.440
'0:02.544',-6.435
'0:02.548',-6.445
'0:02.552',-6.450
'0:02.556',-6.445
'0:02.560',-6.445
'0:02.564',-6.445
'0:02.568',-6.445
'0:02.572',-6.445
'0:02.576',-6.445
'0:02.580',-6.445
'0:02.584',-6.445
'0:02.588',-6.455
'0:02.592',-6.455
'0:02.596',-6.465
'0:02.600',-6.460
'0:02.604',-6.440
'0:02.608',-6.455
'0:02.612',-6.470
'0:02.616',-6.490
'0:02.620',-6.485
'0:02.624',-6.470
'0:02.628',-6.470
'0:02.632',-6.460
'0:02.636',-6.475
'0:02.640',-6.475
'0:02.644',-6.450
'0:02.648',-6.440
'0:02.652',-6.450
'0:02.656',-6.470
'0:02.660',-6.480
'0:02.664',-6.490
'0:02.668',-6.495
'0:02.672',-6.495
'0:02.676',-6.500
'0:02.680',-6.495
'0:02.684',-6.490
'0:02.688',-6.485
'0:02.692',-6.445
'0:02.696',-6.430
'0:02.700',-6.420
'0:02.704',-6.415
'0:02.708',-6.425
'0:02.712',-6.415
'0:02.716',-6.390
'0:02.720',-6.380
'0:02.724',-6.365
'0:02.728',-6.350
'0:02.732',-6.370
'0:02.736',-6.380
'0:02.740',-6.390
'0:02.744',-6.410
'0:02.748',-6.395
'0:02.752',-6.385
'0:02.756',-6.405
'0:02.760',-6.435
'0:02.764',-6.465
'0:02.768',-6.495
'0:02.772',-6.520
'0:02.776',-6.530
'0:02.780',-6.555
'0:02.784',-6.580
'0:02.788',-6.575
'0:02.792',-6.570
'0:02.796',-6.570
'0:02.800',-6.565
'0:02.804',-6.565
'0:02.808',-6.575
'0:02.812',-6.580
'0:02.816',-6.575
'0:02.820',-6.575
'0:02.824',-6.565
'0:02.828',-6.565
'0:02.832',-6.575
'0:02.836',-6.595
'0:02.840',-6.605
'0:02.844',-6.610
'0:02.848',-6.605
'0:02.852',-6.585
'0:02.856',-6.555
'0:02.860',-6.485
'0:02.864',-6.315
'0:02.868',-6.015
'0:02.872',-5.690
'0:02.876',-5.410
'0:02.880',-5.215
'0:02.884',-5.160
'0:02.888',-5.330
'0:02.892',-5.885
'0:02.896',-6.410
'0:02.900',-6.540
'0:02.904',-6.570
'0:02.908',-6.530
'0:02.912',-6.485
'0:02.916',-6.475
'0:02.920',-6.480
'0:02.924',-6.505
'0:02.928',-6.550
'0:02.932',-6.565
'0:02.936',-6.600
'0:02.940',-6.610
'0:02.944',-6.600
'0:02.948',-6.600
'0:02.952',-6.610
'0:02.956',-6.605
'0:02.960',-6.610
'0:02.964',-6.610
'0:02.968',-6.620
'0:02.972',-6.610
'0:02.976',-6.620
'0:02.980',-6.625
'0:02.984',-6.625
'0:02.988',-6.635
'0:02.992',-6.645
'0:02.996',-6.625
'0:03.000',-6.625
'0:03.004',-6.630
'0:03.008',-6.600
'0:03.012',-6.580
'0:03.016',-6.585
'0:03.020',-6.605
'0:03.024',-6.605
'0:03.028',-6.590
'0:03.032',-6.595
'0:03.036',-6.590
'0:03.040',-6.600
'0:03.044',-6.605
'0:03.048',-6.610
'0:03.052',-6.600
'0:03.056',-6.600
'0:03.060',-6.600
'0:03.064',-6.595
'0:03.068',-6.600
'0:03.072',-6.605
'0:03.076',-6.605
'0:03.080',-6.605
'0:03.084',-6.610
'0:03.088',-6.620
'0:03.092',-6.630
'0:03.096',-6.640
'0:03.100',-6.645
'0:03.104',-6.650
'0:03.108',-6.655
'0:03.112',-6.660
'0:03.116',-6.650
'0:03.120',-6.650
'0:03.124',-6.650
'0:03.128',-6.640
'0:03.132',-6.645
'0:03.136',-6.650
'0:03.140',-6.645
'0:03.144',-6.640
'0:03.148',-6.635
'0:03.152',-6.635
'0:03.156',-6.605
'0:03.160',-6.585
'0:03.164',-6.565
'0:03.168',-6.540
'0:03.172',-6.520
'0:03.176',-6.505
'0:03.180',-6.480
'0:03.184',-6.470
'0:03.188',-6.465
'0:03.192',-6.460
'0:03.196',-6.460
'0:03.200',-6.455
'0:03.204',-6.450
'0:03.208',-6.445
'0:03.212',-6.460
'0:03.216',-6.470
'0:03.220',-6.475
'0:03.224',-6.470
'0:03.228',-6.470
'0:03.232',-6.470
'0:03.236',-6.475
'0:03.240',-6.475
'0:03.244',-6.470
'0:03.248',-6.470
'0:03.252',-6.470
'0:03.256',-6.470
'0:03.260',-6.465
'0:03.264',-6.470
'0:03.268',-6.475
'0:03.272',-6.470
'0:03.276',-6.470
'0:03.280',-6.475
'0:03.284',-6.470
'0:03.288',-6.480
'0:03.292',-6.470
'0:03.296',-6.475
'0:03.300',-6.465
'0:03.304',-6.460
'0:03.308',-6.465
'0:03.312',-6.470
'0:03.316',-6.480
'0:03.320',-6.505
'0:03.324',-6.500
'0:03.328',-6.490
'0:03.332',-6.485
'0:03.336',-6.470
'0:03.340',-6.465
'0:03.344',-6.470
'0:03.348',-6.480
'0:03.352',-6.485
'0:03.356',-6.490
'0:03.360',-6.495
'0:03.364',-6.495
'0:03.368',-6.490
'0:03.372',-6.495
'0:03.376',-6.495
'0:03.380',-6.495
'0:03.384',-6.500
'0:03.388',-6.495
'0:03.392',-6.480
'0:03.396',-6.470
'0:03.400',-6.455
'0:03.404',-6.440
'0:03.408',-6.445
'0:03.412',-6.450
'0:03.416',-6.425
'0:03.420',-6.400
'0:03.424',-6.380
'0:03.428',-6.360
'0:03.432',-6.350
'0:03.436',-6.350
'0:03.440',-6.360
'0:03.444',-6.375
'0:03.448',-6.380
'0:03.452',-6.395
'0:03.456',-6.390
'0:03.460',-6.400
'0:03.464',-6.410
'0:03.468',-6.430
'0:03.472',-6.470
'0:03.476',-6.500
'0:03.480',-6.520
'0:03.484',-6.545
'0:03.488',-6.565
'0:03.492',-6.575
'0:03.496',-6.560
'0:03.500',-6.560
'0:03.504',-6.565
'0:03.508',-6.550
'0:03.512',-6.560
'0:03.516',-6.565
'0:03.520',-6.560
'0:03.524',-6.560
'0:03.528',-6.570
'0:03.532',-6.575
'0:03.536',-6.565
'0:03.540',-6.555
'0:03.544',-6.565
'0:03.548',-6.565
'0:03.552',-6.590
'0:03.556',-6.600
'0:03.560',-6.595
'0:03.564',-6.545
'0:03.568',-6.470
'0:03.572',-6.250
'0:03.576',-5.940
'0:03.580',-5.600
'0:03.584',-5.300
'0:03.588',-5.125
'0:03.592',-5.075
'0:03.596',-5.205
'0:03.600',-5.700
'0:03.604',-6.310
'0:03.608',-6.505
'0:03.612',-6.545
'0:03.616',-6.515
'0:03.620',-6.475
'0:03.624',-6.460
'0:03.628',-6.470
'0:03.632',-6.510
'0:03.636',-6.545
'0:03.640',-6.560
'0:03.644',-6.575
'0:03.648',-6.595
'0:03.652',-6.590
'0:03.656',-6.600
'0:03.660',-6.610
'0:03.664',-6.600
'0:03.668',-6.605
'0:03.672',-6.610
'0:03.676',-6.610
'0:03.680',-6.620
'0:03.684',-6.625
'0:03.688',-6.630
'0:03.692',-6.615
'0:03.696',-6.620
'0:03.700',-6.620
'0:03.704',-6.615
'0:03.708',-6.605
'0:03.712',-6.610
'0:03.716',-6.605
'0:03.720',-6.605
'0:03.724',-6.615
'0:03.728',-6.610
'0:03.732',-6.610
'0:03.736',-6.610
'0:03.740',-6.620
'0:03.744',-6.610
'0:03.748',-6.615
'0:03.752',-6.615
'0:03.756',-6.615
'0:03.760',-6.615
'0:03.764',-6.630
'0:03.768',-6.625
'0:03.772',-6.620
'0:03.776',-6.625
'0:03.780',-6.620
'0:03.784',-6.615
'0:03.788',-6.610
'0:03.792',-6.635
'0:03.796',-6.635
'0:03.800',-6.645
'0:03.804',-6.665
'0:03.808',-6.660
'0:03.812',-6.650
'0:03.816',-6.665
'0:03.820',-6.675
'0:03.824',-6.675
'0:03.828',-6.670
'0:03.832',-6.665
'0:03.836',-6.660
'0:03.840',-6.660
'0:03.844',-6.665
'0:03.848',-6.650
'0:03.852',-6.670
'0:03.856',-6.670
'0:03.860',-6.635
'0:03.864',-6.595
'0:03.868',-6.560
'0:03.872',-6.545
'0:03.876',-6.520
'0:03.880',-6.475
'0:03.884',-6.450
'0:03.888',-6.425
'0:03.892',-6.420
'0:03.896',-6.420
'0:03.900',-6.415
'0:03.904',-6.415
'0:03.908',-6.420
'0:03.912',-6.420
'0:03.916',-6.420
'0:03.920',-6.415
'0:03.924',-6.415
'0:03.928',-6.410
'0:03.932',-6.415
'0:03.936',-6.430
'0:03.940',-6.425
'0:03.944',-6.420
'0:03.948',-6.430
'0:03.952',-6.450
'0:03.956',-6.450
'0:03.960',-6.455
'0:03.964',-6.445
'0:03.968',-6.420
'0:03.972',-6.410
'0:03.976',-6.420
'0:03.980',-6.405
'0:03.984',-6.400
'0:03.988',-6.410
'0:03.992',-6.400
'0:03.996',-6.400
'0:04.000',-6.415
'0:04.004',-6.400
'0:04.008',-6.405
'0:04.012',-6.420
'0:04.016',-6.415
'0:04.020',-6.415
'0:04.024',-6.415
'0:04.028',-6.430
'0:04.032',-6.415
'0:04.036',-6.420
'0:04.040',-6.425
'0:04.044',-6.430
'0:04.048',-6.435
'0:04.052',-6.445
'0:04.056',-6.445
'0:04.060',-6.420
'0:04.064',-6.410
'0:04.068',-6.415
'0:04.072',-6.435
'0:04.076',-6.440
'0:04.080',-6.455
'0:04.084',-6.460
'0:04.088',-6.455
'0:04.092',-6.430
'0:04.096',-6.410
'0:04.100',-6.395
'0:04.104',-6.390
'0:04.108',-6.385
'0:04.112',-6.380
'0:04.116',-6.375
'0:04.120',-6.380
'0:04.124',-6.365
'0:04.128',-6.335
'0:04.132',-6.320
'0:04.136',-6.305
'0:04.140',-6.310
'0:04.144',-6.320
'0:04.148',-6.320
'0:04.152',-6.335
'0:04.156',-6.360
'0:04.160',-6.350
'0:04.164',-6.350
'0:04.168',-6.380
'0:04.172',-6.420
'0:04.176',-6.445
'0:04.180',-6.465
'0:04.184',-6.490
'0:04.188',-6.500
'0:04.192',-6.515
'0:04.196',-6.535
'0:04.200',-6.540
'0:04.204',-6.530
'0:04.208',-6.530
'0:04.212',-6.530
'0:04.216',-6.525
'0:04.220',-6.520
'0:04.224',-6.520
'0:04.228',-6.515
'0:04.232',-6.515
'0:04.236',-6.525
'0:04.240',-6.520
'0:04.244',-6.520
'0:04.248',-6.535
'0:04.252',-6.535
'0:04.256',-6.540
'0:04.260',-6.540
'0:04.264',-6.505
'0:04.268',-6.455
'0:04.272',-6.345
'0:04.276',-6.125
'0:04.280',-5.755
'0:04.284',-5.395
'0:04.288',-5.135
'0:04.292',-5.000
'0:04.296',-5.010
'0:04.300',-5.250
'0:04.304',-5.895
'0:04.308',-6.425
'0:04.312',-6.540
'0:04.316',-6.585
'0:04.320',-6.565
'0:04.324',-6.525
'0:04.328',-6.505
'0:04.332',-6.495
'0:04.336',-6.530
'0:04.340',-6.550
'0:04.344',-6.560
'0:04.348',-6.575
'0:04.352',-6.600
'0:04.356',-6.595
'0:04.360',-6.595
'0:04.364',-6.610
'0:04.368',-6.600
'0:04.372',-6.595
'0:04.376',-6.595
'0:04.380',-6.600
'0:04.384',-6.605
'0:04.388',-6.605
'0:04.392',-6.620
'0:04.396',-6.615
'0:04.400',-6.600
'0:04.404',-6.590
'0:04.408',-6.595
'0:04.412',-6.605
'0:04.416',-6.620
'0:04.420',-6.620
'0:04.424',-6.600
'0:04.428',-6.590
'0:04.432',-6.615
'0:04.436',-6.615
'0:04.440',-6.605
'0:04.444',-6.605
'0:04.448',-6.615
'0:04.452',-6.610
'0:04.456',-6.610
'0:04.460',-6.615
'0:04.464',-6.620
'0:04.468',-6.615
'0:04.472',-6.630
'0:04.476',-6.620
'0:04.480',-6.620
'0:04.484',-6.635
'0:04.488',-6.630
'0:04.492',-6.620
'0:04.496',-6.625
'0:04.500',-6.625
'0:04.504',-6.640
'0:04.508',-6.660
'0:04.512',-6.665
'0:04.516',-6.650
'0:04.520',-6.645
'0:04.524',-6.655
'0:04.528',-6.650
'0:04.532',-6.660
'0:04.536',-6.670
'0:04.540',-6.675
'0:04.544',-6.670
'0:04.548',-6.675
'0:04.552',-6.665
'0:04.556',-6.660
'0:04.560',-6.640
'0:04.564',-6.625
'0:04.568',-6.590
'0:04.572',-6.555
'0:04.576',-6.530
'0:04.580',-6.490
'0:04.584',-6.465
'0:04.588',-6.450
'0:04.592',-6.430
'0:04.596',-6.420
'0:04.600',-6.415
'0:04.604',-6.420
'0:04.608',-6.415
'0:04.612',-6.420
'0:04.616',-6.420
'0:04.620',-6.405
'0:04.624',-6.410
'0:04.628',-6.420
'0:04.632',-6.425
'0:04.636',-6.430
'0:04.640',-6.430
'0:04.644',-6.430
'0:04.648',-6.435
