'Elapsed time','D3'
'0:00.784',1.810
'0:00.788',1.810
'0:00.792',1.810
'0:00.796',1.805
'0:00.800',1.810
'0:00.804',1.805
'0:00.808',1.795
'0:00.812',1.805
'0:00.816',1.805
'0:00.820',1.805
'0:00.824',1.805
'0:00.828',1.805
'0:00.832',1.805
'0:00.836',1.795
'0:00.840',1.790
'0:00.844',1.790
'0:00.848',1.790
'0:00.852',1.790
'0:00.856',1.795
'0:00.860',1.795
'0:00.864',1.795
'0:00.868',1.805
'0:00.872',1.805
'0:00.876',1.810
'0:00.880',1.795
'0:00.884',1.805
'0:00.888',1.795
'0:00.892',1.790
'0:00.896',1.795
'0:00.900',1.790
'0:00.904',1.795
'0:00.908',1.795
'0:00.912',1.805
'0:00.916',1.805
'0:00.920',1.805
'0:00.924',1.805
'0:00.928',1.810
'0:00.932',1.795
'0:00.936',1.805
'0:00.940',1.805
'0:00.944',1.810
'0:00.948',1.810
'0:00.952',1.810
'0:00.956',1.810
'0:00.960',1.810
'0:00.964',1.810
'0:00.968',1.810
'0:00.972',1.810
'0:00.976',1.810
'0:00.980',1.820
'0:00.984',1.820
'0:00.988',1.820
'0:00.992',1.825
'0:00.996',1.810
'0:01.000',1.810
'0:01.004',1.820
'0:01.008',1.810
'0:01.012',1.810
'0:01.016',1.830
'0:01.020',1.830
'0:01.024',1.830
'0:01.028',1.830
'0:01.032',1.835
'0:01.036',1.840
'0:01.040',1.840
'0:01.044',1.840
'0:01.048',1.845
'0:01.052',1.840
'0:01.056',1.850
'0:01.060',1.850
'0:01.064',1.855
'0:01.068',1.870
'0:01.072',1.870
'0:01.076',1.875
'0:01.080',1.870
'0:01.084',1.885
'0:01.088',1.890
'0:01.092',1.885
'0:01.096',1.905
'0:01.100',1.930
'0:01.104',1.965
'0:01.108',2.010
'0:01.112',2.050
'0:01.116',2.085
'0:01.120',2.140
'0:01.124',2.205
'0:01.128',2.255
'0:01.132',2.290
'0:01.136',2.315
'0:01.140',2.290
'0:01.144',2.245
'0:01.148',2.210
'0:01.152',2.190
'0:01.156',2.185
'0:01.160',2.190
'0:01.164',2.190
'0:01.168',2.165
'0:01.172',2.125
'0:01.176',2.065
'0:01.180',2.025
'0:01.184',1.970
'0:01.188',1.930
'0:01.192',1.910
'0:01.196',1.900
'0:01.200',1.885
'0:01.204',1.870
'0:01.208',1.870
'0:01.212',1.870
'0:01.216',1.875
'0:01.220',1.870
'0:01.224',1.870
'0:01.228',1.870
'0:01.232',1.870
'0:01.236',1.860
'0:01.240',1.860
'0:01.244',1.865
'0:01.248',1.870
'0:01.252',1.845
'0:01.256',1.775
'0:01.260',1.755
'0:01.264',1.805
'0:01.268',1.900
'0:01.272',2.015
'0:01.276',2.190
'0:01.280',2.490
'0:01.284',2.770
'0:01.288',3.010
'0:01.292',3.275
'0:01.296',3.430
'0:01.300',3.365
'0:01.304',3.010
'0:01.308',2.500
'0:01.312',2.150
'0:01.316',1.775
'0:01.320',1.515
'0:01.324',1.370
'0:01.328',1.315
'0:01.332',1.370
'0:01.336',1.445
'0:01.340',1.510
'0:01.344',1.595
'0:01.348',1.675
'0:01.352',1.735
'0:01.356',1.765
'0:01.360',1.770
'0:01.364',1.775
'0:01.368',1.795
'0:01.372',1.805
'0:01.376',1.815
'0:01.380',1.830
'0:01.384',1.840
'0:01.388',1.850
'0:01.392',1.850
'0:01.396',1.845
'0:01.400',1.840
'0:01.404',1.840
'0:01.408',1.870
'0:01.412',1.870
'0:01.416',1.870
'0:01.420',1.870
'0:01.424',1.870
'0:01.428',1.870
'0:01.432',1.870
'0:01.436',1.885
'0:01.440',1.890
'0:01.444',1.890
'0:01.448',1.900
'0:01.452',1.910
'0:01.456',1.905
'0:01.460',1.905
'0:01.464',1.915
'0:01.468',1.915
'0:01.472',1.915
'0:01.476',1.920
'0:01.480',1.930
'0:01.484',1.935
'0:01.488',1.935
'0:01.492',1.950
'0:01.496',1.950
'0:01.500',1.955
'0:01.504',1.970
'0:01.508',1.990
'0:01.512',1.995
'0:01.516',2.005
'0:01.520',2.010
'0:01.524',2.030
'0:01.528',2.030
'0:01.532',2.045
'0:01.536',2.065
'0:01.540',2.085
'0:01.544',2.095
'0:01.548',2.125
'0:01.552',2.140
'0:01.556',2.170
'0:01.560',2.220
'0:01.564',2.285
'0:01.568',2.330
'0:01.572',2.380
'0:01.576',2.415
'0:01.580',2.460
'0:01.584',2.475
'0:01.588',2.510
'0:01.592',2.540
'0:01.596',2.580
'0:01.600',2.630
'0:01.604',2.665
'0:01.608',2.685
'0:01.612',2.730
'0:01.616',2.765
'0:01.620',2.800
'0:01.624',2.830
'0:01.628',2.865
'0:01.632',2.900
'0:01.636',2.915
'0:01.640',2.940
'0:01.644',2.960
'0:01.648',2.970
'0:01.652',2.975
'0:01.656',2.960
'0:01.660',2.950
'0:01.664',2.930
'0:01.668',2.900
'0:01.672',2.860
'0:01.676',2.800
'0:01.680',2.750
'0:01.684',2.695
'0:01.688',2.635
'0:01.692',2.580
'0:01.696',2.525
'0:01.700',2.470
'0:01.704',2.400
'0:01.708',2.350
'0:01.712',2.300
'0:01.716',2.255
'0:01.720',2.220
'0:01.724',2.190
'0:01.728',2.170
'0:01.732',2.150
'0:01.736',2.130
'0:01.740',2.110
'0:01.744',2.085
'0:01.748',2.045
'0:01.752',2.030
'0:01.756',1.995
'0:01.760',1.970
'0:01.764',1.970
'0:01.768',1.935
'0:01.772',1.915
'0:01.776',1.915
'0:01.780',1.900
'0:01.784',1.890
'0:01.788',1.890
'0:01.792',1.900
'0:01.796',1.870
'0:01.800',1.875
'0:01.804',1.885
'0:01.808',1.885
'0:01.812',1.870
'0:01.816',1.875
'0:01.820',1.890
'0:01.824',1.870
'0:01.828',1.870
'0:01.832',1.885
'0:01.836',1.890
'0:01.840',1.885
'0:01.844',1.900
'0:01.848',1.900
'0:01.852',1.875
'0:01.856',1.885
'0:01.860',1.885
'0:01.864',1.885
'0:01.868',1.885
'0:01.872',1.880
'0:01.876',1.870
'0:01.880',1.885
'0:01.884',1.890
'0:01.888',1.890
'0:01.892',1.885
'0:01.896',1.885
'0:01.900',1.885
'0:01.904',1.885
'0:01.908',1.890
'0:01.912',1.885
'0:01.916',1.890
'0:01.920',1.890
'0:01.924',1.885
'0:01.928',1.890
'0:01.932',1.900
'0:01.936',1.905
'0:01.940',1.925
'0:01.944',1.915
'0:01.948',1.915
'0:01.952',1.930
'0:01.956',1.925
'0:01.960',1.925
'0:01.964',1.920
'0:01.968',1.925
'0:01.972',1.915
'0:01.976',1.930
'0:01.980',1.935
'0:01.984',1.935
'0:01.988',1.930
'0:01.992',1.935
'0:01.996',1.930
'0:02.000',1.930
'0:02.004',1.935
'0:02.008',1.930
'0:02.012',1.935
'0:02.016',1.950
'0:02.020',1.935
'0:02.024',1.935
'0:02.028',1.950
'0:02.032',1.940
'0:02.036',1.950
'0:02.040',1.935
'0:02.044',1.930
'0:02.048',1.935
'0:02.052',1.935
'0:02.056',1.950
'0:02.060',1.950
'0:02.064',1.935
'0:02.068',1.950
'0:02.072',1.940
'0:02.076',1.960
'0:02.080',1.965
'0:02.084',1.955
'0:02.088',1.955
'0:02.092',1.965
'0:02.096',1.955
'0:02.100',1.955
'0:02.104',1.965
'0:02.108',1.965
'0:02.112',1.965
'0:02.116',1.970
'0:02.120',1.980
'0:02.124',1.970
'0:02.128',1.970
'0:02.132',1.965
'0:02.136',1.970
'0:02.140',1.980
'0:02.144',1.970
'0:02.148',1.970
'0:02.152',1.970
'0:02.156',1.970
'0:02.160',1.980
'0:02.164',1.980
'0:02.168',1.980
'0:02.172',1.965
'0:02.176',1.965
'0:02.180',1.970
'0:02.184',1.970
'0:02.188',1.975
'0:02.192',1.970
'0:02.196',1.980
'0:02.200',1.990
'0:02.204',1.995
'0:02.208',1.990
'0:02.212',1.990
'0:02.216',1.995
'0:02.220',1.995
'0:02.224',1.995
'0:02.228',2.000
'0:02.232',2.000
'0:02.236',2.010
'0:02.240',2.010
'0:02.244',2.010
'0:02.248',2.020
'0:02.252',2.010
'0:02.256',2.005
'0:02.260',2.000
'0:02.264',1.995
'0:02.268',2.000
'0:02.272',2.000
'0:02.276',2.010
'0:02.280',2.030
'0:02.284',2.030
'0:02.288',2.050
'0:02.292',2.050
'0:02.296',2.065
'0:02.300',2.085
'0:02.304',2.120
'0:02.308',2.155
'0:02.312',2.190
'0:02.316',2.225
'0:02.320',2.285
'0:02.324',2.350
'0:02.328',2.430
'0:02.332',2.470
'0:02.336',2.465
'0:02.340',2.420
'0:02.344',2.370
'0:02.348',2.330
'0:02.352',2.315
'0:02.356',2.325
'0:02.360',2.315
'0:02.364',2.310
'0:02.368',2.260
'0:02.372',2.195
'0:02.376',2.155
'0:02.380',2.110
'0:02.384',2.070
'0:02.388',2.030
'0:02.392',2.020
'0:02.396',2.000
'0:02.400',1.995
'0:02.404',1.990
'0:02.408',1.990
'0:02.412',1.990
'0:02.416',1.980
'0:02.420',1.970
'0:02.424',1.965
'0:02.428',1.990
'0:02.432',1.990
'0:02.436',1.990
'0:02.440',1.990
'0:02.444',1.980
'0:02.448',1.935
'0:02.452',1.885
'0:02.456',1.870
'0:02.460',1.950
'0:02.464',2.060
'0:02.468',2.190
'0:02.472',2.475
'0:02.476',2.780
'0:02.480',3.045
'0:02.484',3.315
'0:02.488',3.500
'0:02.492',3.470
'0:02.496',3.130
'0:02.500',2.620
'0:02.504',2.235
'0:02.508',1.840
'0:02.512',1.585
'0:02.516',1.445
'0:02.520',1.435
'0:02.524',1.490
'0:02.528',1.550
'0:02.532',1.645
'0:02.536',1.740
'0:02.540',1.795
'0:02.544',1.830
'0:02.548',1.835
'0:02.552',1.860
'0:02.556',1.870
'0:02.560',1.870
'0:02.564',1.890
'0:02.568',1.915
'0:02.572',1.920
'0:02.576',1.915
'0:02.580',1.915
'0:02.584',1.925
'0:02.588',1.940
'0:02.592',1.940
'0:02.596',1.950
'0:02.600',1.950
'0:02.604',1.935
'0:02.608',1.935
'0:02.612',1.935
'0:02.616',1.935
'0:02.620',1.935
'0:02.624',1.950
'0:02.628',1.950
'0:02.632',1.955
'0:02.636',1.970
'0:02.640',1.965
'0:02.644',1.965
'0:02.648',1.965
'0:02.652',1.965
'0:02.656',1.970
'0:02.660',1.970
'0:02.664',1.980
'0:02.668',1.995
'0:02.672',2.005
'0:02.676',2.005
'0:02.680',2.000
'0:02.684',2.005
'0:02.688',2.025
'0:02.692',2.030
'0:02.696',2.035
'0:02.700',2.050
'0:02.704',2.060
'0:02.708',2.070
'0:02.712',2.085
'0:02.716',2.090
'0:02.720',2.090
'0:02.724',2.095
'0:02.728',2.125
'0:02.732',2.150
'0:02.736',2.170
'0:02.740',2.190
'0:02.744',2.235
'0:02.748',2.270
'0:02.752',2.300
'0:02.756',2.350
'0:02.760',2.415
'0:02.764',2.470
'0:02.768',2.505
'0:02.772',2.535
'0:02.776',2.565
'0:02.780',2.605
'0:02.784',2.635
'0:02.788',2.670
'0:02.792',2.715
'0:02.796',2.750
'0:02.800',2.790
'0:02.804',2.825
'0:02.808',2.860
'0:02.812',2.910
'0:02.816',2.940
'0:02.820',2.955
'0:02.824',2.980
'0:02.828',3.005
'0:02.832',3.020
'0:02.836',3.030
'0:02.840',3.020
'0:02.844',3.010
'0:02.848',2.990
'0:02.852',2.980
'0:02.856',2.930
'0:02.860',2.890
'0:02.864',2.820
'0:02.868',2.770
'0:02.872',2.700
'0:02.876',2.645
'0:02.880',2.575
'0:02.884',2.530
'0:02.888',2.470
'0:02.892',2.405
'0:02.896',2.350
'0:02.900',2.310
'0:02.904',2.285
'0:02.908',2.255
'0:02.912',2.210
'0:02.916',2.185
'0:02.920',2.150
'0:02.924',2.110
'0:02.928',2.070
'0:02.932',2.035
'0:02.936',1.995
'0:02.940',1.990
'0:02.944',1.965
'0:02.948',1.955
'0:02.952',1.935
'0:02.956',1.935
'0:02.960',1.930
'0:02.964',1.925
'0:02.968',1.915
'0:02.972',1.915
'0:02.976',1.915
'0:02.980',1.905
'0:02.984',1.905
'0:02.988',1.910
'0:02.992',1.910
'0:02.996',1.910
'0:03.000',1.910
'0:03.004',1.910
'0:03.008',1.905
'0:03.012',1.910
'0:03.016',1.915
'0:03.020',1.915
'0:03.024',1.905
'0:03.028',1.915
'0:03.032',1.915
'0:03.036',1.905
'0:03.040',1.905
'0:03.044',1.905
'0:03.048',1.910
'0:03.052',1.910
'0:03.056',1.905
'0:03.060',1.905
'0:03.064',1.925
'0:03.068',1.925
'0:03.072',1.915
'0:03.076',1.910
'0:03.080',1.925
'0:03.084',1.925
'0:03.088',1.930
'0:03.092',1.930
'0:03.096',1.930
'0:03.100',1.930
'0:03.104',1.930
'0:03.108',1.930
'0:03.112',1.940
'0:03.116',1.935
'0:03.120',1.955
'0:03.124',1.955
'0:03.128',1.965
'0:03.132',1.970
'0:03.136',1.965
'0:03.140',1.970
'0:03.144',1.965
'0:03.148',1.965
'0:03.152',1.965
'0:03.156',1.970
'0:03.160',1.970
'0:03.164',1.970
'0:03.168',1.970
'0:03.172',1.970
'0:03.176',1.970
'0:03.180',1.970
'0:03.184',1.980
'0:03.188',1.980
'0:03.192',1.980
'0:03.196',1.985
'0:03.200',1.985
'0:03.204',1.990
'0:03.208',1.995
'0:03.212',1.990
'0:03.216',1.990
'0:03.220',1.980
'0:03.224',1.990
'0:03.228',1.990
'0:03.232',1.980
'0:03.236',1.980
'0:03.240',1.990
'0:03.244',1.990
'0:03.248',1.995
'0:03.252',1.995
'0:03.256',1.995
'0:03.260',1.990
'0:03.264',1.995
'0:03.268',2.000
'0:03.272',2.000
'0:03.276',1.990
'0:03.280',1.995
'0:03.284',2.000
'0:03.288',1.995
'0:03.292',1.995
'0:03.296',1.995
'0:03.300',1.995
'0:03.304',1.995
'0:03.308',1.995
'0:03.312',2.010
'0:03.316',2.010
'0:03.320',2.010
'0:03.324',2.010
'0:03.328',2.010
'0:03.332',2.010
'0:03.336',2.010
'0:03.340',2.020
'0:03.344',2.020
'0:03.348',2.020
'0:03.352',2.020
'0:03.356',2.025
'0:03.360',2.020
'0:03.364',2.010
'0:03.368',2.020
'0:03.372',2.020
'0:03.376',2.010
'0:03.380',2.010
'0:03.384',2.020
'0:03.388',2.030
'0:03.392',2.030
'0:03.396',2.030
'0:03.400',2.035
'0:03.404',2.030
'0:03.408',2.030
'0:03.412',2.030
'0:03.416',2.030
'0:03.420',2.030
'0:03.424',2.030
'0:03.428',2.030
'0:03.432',2.035
'0:03.436',2.030
'0:03.440',2.045
'0:03.444',2.050
'0:03.448',2.050
'0:03.452',2.050
'0:03.456',2.050
'0:03.460',2.050
'0:03.464',2.050
'0:03.468',2.060
'0:03.472',2.070
'0:03.476',2.060
'0:03.480',2.070
'0:03.484',2.065
'0:03.488',2.085
'0:03.492',2.095
'0:03.496',2.105
'0:03.500',2.110
'0:03.504',2.130
'0:03.508',2.155
'0:03.512',2.190
'0:03.516',2.230
'0:03.520',2.265
'0:03.524',2.330
'0:03.528',2.410
'0:03.532',2.480
'0:03.536',2.525
'0:03.540',2.510
'0:03.544',2.485
'0:03.548',2.415
'0:03.552',2.370
'0:03.556',2.350
'0:03.560',2.350
'0:03.564',2.355
'0:03.568',2.370
'0:03.572',2.330
'0:03.576',2.280
'0:03.580',2.210
'0:03.584',2.160
'0:03.588',2.125
'0:03.592',2.085
'0:03.596',2.050
'0:03.600',2.050
'0:03.604',2.030
'0:03.608',2.030
'0:03.612',2.030
'0:03.616',2.030
'0:03.620',2.030
'0:03.624',2.020
'0:03.628',2.020
'0:03.632',2.030
'0:03.636',2.020
'0:03.640',2.020
'0:03.644',2.010
'0:03.648',2.005
'0:03.652',1.980
'0:03.656',1.925
'0:03.660',1.930
'0:03.664',1.990
'0:03.668',2.100
'0:03.672',2.235
'0:03.676',2.500
'0:03.680',2.810
'0:03.684',3.085
'0:03.688',3.330
'0:03.692',3.550
'0:03.696',3.550
'0:03.700',3.260
'0:03.704',2.735
'0:03.708',2.325
'0:03.712',1.930
'0:03.716',1.645
'0:03.720',1.490
'0:03.724',1.450
'0:03.728',1.485
'0:03.732',1.540
'0:03.736',1.615
'0:03.740',1.710
'0:03.744',1.795
'0:03.748',1.835
'0:03.752',1.870
'0:03.756',1.890
'0:03.760',1.890
'0:03.764',1.905
'0:03.768',1.910
'0:03.772',1.915
'0:03.776',1.935
'0:03.780',1.950
'0:03.784',1.950
'0:03.788',1.950
'0:03.792',1.965
'0:03.796',1.970
'0:03.800',1.965
'0:03.804',1.970
'0:03.808',1.970
'0:03.812',1.965
'0:03.816',1.970
'0:03.820',1.980
'0:03.824',1.990
'0:03.828',1.990
'0:03.832',1.990
'0:03.836',1.980
'0:03.840',1.995
'0:03.844',1.995
'0:03.848',1.995
'0:03.852',1.995
'0:03.856',2.000
'0:03.860',2.010
'0:03.864',2.030
'0:03.868',2.030
'0:03.872',2.030
'0:03.876',2.030
'0:03.880',2.060
'0:03.884',2.070
'0:03.888',2.060
'0:03.892',2.070
'0:03.896',2.065
'0:03.900',2.065
'0:03.904',2.080
'0:03.908',2.100
'0:03.912',2.130
'0:03.916',2.130
'0:03.920',2.145
'0:03.924',2.165
'0:03.928',2.190
'0:03.932',2.190
'0:03.936',2.210
'0:03.940',2.235
'0:03.944',2.270
'0:03.948',2.300
'0:03.952',2.320
'0:03.956',2.370
'0:03.960',2.405
'0:03.964',2.445
'0:03.968',2.485
'0:03.972',2.530
'0:03.976',2.555
'0:03.980',2.590
'0:03.984',2.630
'0:03.988',2.650
'0:03.992',2.685
'0:03.996',2.705
'0:04.000',2.765
'0:04.004',2.820
'0:04.008',2.830
'0:04.012',2.870
'0:04.016',2.890
'0:04.020',2.925
'0:04.024',2.980
'0:04.028',3.025
'0:04.032',3.055
'0:04.036',3.055
'0:04.040',3.085
'0:04.044',3.090
'0:04.048',3.110
'0:04.052',3.115
'0:04.056',3.085
'0:04.060',3.050
'0:04.064',3.020
'0:04.068',2.955
'0:04.072',2.890
'0:04.076',2.845
'0:04.080',2.790
'0:04.084',2.735
'0:04.088',2.690
'0:04.092',2.620
'0:04.096',2.550
'0:04.100',2.485
'0:04.104',2.420
'0:04.108',2.355
'0:04.112',2.325
'0:04.116',2.300
'0:04.120',2.275
'0:04.124',2.275
'0:04.128',2.260
'0:04.132',2.205
'0:04.136',2.150
'0:04.140',2.130
'0:04.144',2.150
'0:04.148',2.170
'0:04.152',2.155
'0:04.156',2.115
'0:04.160',2.080
'0:04.164',2.060
'0:04.168',2.030
'0:04.172',2.015
'0:04.176',2.000
'0:04.180',2.000
'0:04.184',2.000
'0:04.188',2.010
'0:04.192',2.030
'0:04.196',2.030
'0:04.200',2.010
'0:04.204',2.000
'0:04.208',1.990
'0:04.212',1.990
'0:04.216',2.000
'0:04.220',2.030
'0:04.224',2.030
'0:04.228',1.995
'0:04.232',1.995
'0:04.236',2.010
'0:04.240',2.045
'0:04.244',2.090
'0:04.248',2.095
'0:04.252',2.090
'0:04.256',2.075
'0:04.260',2.060
'0:04.264',2.050
'0:04.268',2.075
'0:04.272',2.075
'0:04.276',2.065
'0:04.280',2.030
'0:04.284',1.995
'0:04.288',2.000
'0:04.292',2.030
'0:04.296',2.000
'0:04.300',1.990
'0:04.304',2.010
'0:04.308',2.065
'0:04.312',2.050
'0:04.316',2.045
'0:04.320',2.050
'0:04.324',2.055
'0:04.328',2.045
'0:04.332',2.050
'0:04.336',2.050
'0:04.340',2.030
'0:04.344',2.030
'0:04.348',2.030
'0:04.352',2.045
'0:04.356',2.050
'0:04.360',2.050
'0:04.364',2.060
'0:04.368',2.050
'0:04.372',2.030
'0:04.376',2.030
'0:04.380',2.030
'0:04.384',2.020
'0:04.388',2.000
'0:04.392',2.000
'0:04.396',2.030
'0:04.400',2.030
'0:04.404',2.030
'0:04.408',2.000
'0:04.412',1.995
'0:04.416',1.995
'0:04.420',2.000
'0:04.424',1.990
'0:04.428',2.000
'0:04.432',1.990
'0:04.436',1.970
'0:04.440',1.975
'0:04.444',1.985
'0:04.448',1.995
'0:04.452',2.010
'0:04.456',1.995
'0:04.460',1.995
'0:04.464',2.020
'0:04.468',2.000
'0:04.472',1.980
'0:04.476',1.955
'0:04.480',1.935
'0:04.484',1.950
'0:04.488',1.955
'0:04.492',1.950
'0:04.496',1.945
'0:04.500',1.965
'0:04.504',1.995
'0:04.508',2.010
'0:04.512',1.980
'0:04.516',1.965
'0:04.520',1.970
'0:04.524',1.990
'0:04.528',1.975
'0:04.532',1.980
'0:04.536',1.990
'0:04.540',1.955
'0:04.544',1.935
'0:04.548',1.940
'0:04.552',1.930
'0:04.556',1.960
'0:04.560',1.975
'0:04.564',1.970
'0:04.568',1.980
'0:04.572',1.950
'0:04.576',1.935
'0:04.580',1.930
'0:04.584',1.925
'0:04.588',1.930
'0:04.592',1.950
'0:04.596',1.965
'0:04.600',1.955
'0:04.604',1.970
'0:04.608',1.970
'0:04.612',1.980
'0:04.616',1.980
'0:04.620',1.985
'0:04.624',1.970
'0:04.628',1.955
'0:04.632',1.950
'0:04.636',1.950
'0:04.640',1.935
'0:04.644',1.950
'0:04.648',1.955
'0:04.652',1.990
'0:04.656',1.990
'0:04.660',2.005
'0:04.664',2.030
'0:04.668',2.045
'0:04.672',2.030
'0:04.676',2.030
'0:04.680',2.025
'0:04.684',2.035
'0:04.688',2.050
'0:04.692',2.045
'0:04.696',2.045
'0:04.700',2.050
'0:04.704',2.050
'0:04.708',2.110
'0:04.712',2.190
'0:04.716',2.275
'0:04.720',2.365
'0:04.724',2.440
'0:04.728',2.470
'0:04.732',2.450
'0:04.736',2.415
'0:04.740',2.360
'0:04.744',2.300
'0:04.748',2.290
'0:04.752',2.300
'0:04.756',2.310
'0:04.760',2.315
'0:04.764',2.310
'0:04.768',2.260
'0:04.772',2.190
'0:04.776',2.115
'0:04.780',2.095
'0:04.784',2.085
'0:04.788',2.045
'0:04.792',2.030
'0:04.796',1.995
'0:04.800',1.950
'0:04.804',1.930
'0:04.808',1.930
'0:04.812',1.955
'0:04.816',1.970
'0:04.820',1.950
'0:04.824',1.935
'0:04.828',1.930
'0:04.832',1.915
'0:04.836',1.930
'0:04.840',1.930
'0:04.844',1.930
'0:04.848',1.925
'0:04.852',1.860
'0:04.856',1.835
'0:04.860',1.890
'0:04.864',2.000
'0:04.868',2.130
'0:04.872',2.350
'0:04.876',2.670
'0:04.880',2.950
'0:04.884',3.210
'0:04.888',3.470
'0:04.892',3.520
'0:04.896',3.225
'0:04.900',2.700
'0:04.904',2.270
'0:04.908',1.865
'0:04.912',1.570
'0:04.916',1.420
'0:04.920',1.390
'0:04.924',1.390
'0:04.928',1.425
'0:04.932',1.510
'0:04.936',1.610
'0:04.940',1.710
'0:04.944',1.790
'0:04.948',1.810
'0:04.952',1.810
'0:04.956',1.820
'0:04.960',1.840
'0:04.964',1.840
'0:04.968',1.835
'0:04.972',1.840
'0:04.976',1.835
'0:04.980',1.840
'0:04.984',1.900
'0:04.988',1.920
'0:04.992',1.910
'0:04.996',1.885
'0:05.000',1.860
'0:05.004',1.870
'0:05.008',1.885
'0:05.012',1.890
'0:05.016',1.900
'0:05.020',1.920
'0:05.024',1.915
'0:05.028',1.905
'0:05.032',1.915
'0:05.036',1.915
'0:05.040',1.925
'0:05.044',1.935
'0:05.048',1.935
'0:05.052',1.940
'0:05.056',1.950
'0:05.060',1.925
'0:05.064',1.905
'0:05.068',1.935
