'Elapsed time','ECG1'
'0:01.584',-0.075
'0:01.588',-0.070
'0:01.592',-0.065
'0:01.596',-0.045
'0:01.600',-0.015
'0:01.604',-0.005
'0:01.608',-0.020
'0:01.612',-0.020
'0:01.616',-0.005
'0:01.620',0.000
'0:01.624',0.005
'0:01.628',0.010
'0:01.632',0.015
'0:01.636',0.030
'0:01.640',0.045
'0:01.644',0.060
'0:01.648',0.075
'0:01.652',0.075
'0:01.656',0.065
'0:01.660',0.085
'0:01.664',0.115
'0:01.668',0.135
'0:01.672',0.150
'0:01.676',0.160
'0:01.680',0.170
'0:01.684',0.200
'0:01.688',0.230
'0:01.692',0.270
'0:01.696',0.300
'0:01.700',0.315
'0:01.704',0.340
'0:01.708',0.385
'0:01.712',0.440
'0:01.716',0.535
'0:01.720',0.610
'0:01.724',0.660
'0:01.728',0.715
'0:01.732',0.790
'0:01.736',0.865
'0:01.740',0.930
'0:01.744',0.990
'0:01.748',1.040
'0:01.752',1.095
'0:01.756',1.145
'0:01.760',1.180
'0:01.764',1.205
'0:01.768',1.220
'0:01.772',1.220
'0:01.776',1.220
'0:01.780',1.220
'0:01.784',1.205
'0:01.788',1.180
'0:01.792',1.125
'0:01.796',1.055
'0:01.800',0.970
'0:01.804',0.880
'0:01.808',0.805
'0:01.812',0.740
'0:01.816',0.650
'0:01.820',0.560
'0:01.824',0.495
'0:01.828',0.435
'0:01.832',0.365
'0:01.836',0.290
'0:01.840',0.250
'0:01.844',0.210
'0:01.848',0.205
'0:01.852',0.200
'0:01.856',0.180
'0:01.860',0.155
'0:01.864',0.115
'0:01.868',0.080
'0:01.872',0.090
'0:01.876',0.105
'0:01.880',0.130
'0:01.884',0.150
'0:01.888',0.140
'0:01.892',0.125
'0:01.896',0.110
'0:01.900',0.105
'0:01.904',0.120
'0:01.908',0.125
'0:01.912',0.110
'0:01.916',0.095
'0:01.920',0.070
'0:01.924',0.060
'0:01.928',0.060
'0:01.932',0.060
'0:01.936',0.065
'0:01.940',0.060
'0:01.944',0.040
'0:01.948',0.040
'0:01.952',0.060
'0:01.956',0.050
'0:01.960',0.020
'0:01.964',0.030
'0:01.968',0.060
'0:01.972',0.055
'0:01.976',0.035
'0:01.980',0.030
'0:01.984',0.025
'0:01.988',0.020
'0:01.992',0.025
'0:01.996',0.020
'0:02.000',0.030
'0:02.004',0.000
'0:02.008',0.000
'0:02.012',0.005
'0:02.016',0.010
'0:02.020',0.000
'0:02.024',-0.010
'0:02.028',-0.015
'0:02.032',-0.020
'0:02.036',-0.030
'0:02.040',-0.040
'0:02.044',-0.015
'0:02.048',0.000
'0:02.052',0.000
'0:02.056',0.000
'0:02.060',0.005
'0:02.064',0.010
'0:02.068',0.000
'0:02.072',-0.015
'0:02.076',-0.030
'0:02.080',-0.040
'0:02.084',-0.040
'0:02.088',-0.040
'0:02.092',-0.035
'0:02.096',-0.030
'0:02.100',-0.035
'0:02.104',-0.045
'0:02.108',-0.060
'0:02.112',-0.065
'0:02.116',-0.055
'0:02.120',-0.040
'0:02.124',-0.025
'0:02.128',-0.015
'0:02.132',-0.005
'0:02.136',0.020
'0:02.140',0.045
'0:02.144',0.060
'0:02.148',0.075
'0:02.152',0.080
'0:02.156',0.080
'0:02.160',0.090
'0:02.164',0.105
'0:02.168',0.065
'0:02.172',0.020
'0:02.176',0.000
'0:02.180',-0.020
'0:02.184',-0.025
'0:02.188',-0.030
'0:02.192',-0.050
'0:02.196',-0.075
'0:02.200',-0.105
'0:02.204',-0.130
'0:02.208',-0.120
'0:02.212',-0.110
'0:02.216',-0.115
'0:02.220',-0.120
'0:02.224',-0.110
'0:02.228',-0.100
'0:02.232',-0.090
'0:02.236',-0.070
'0:02.240',-0.040
'0:02.244',-0.020
'0:02.248',-0.010
'0:02.252',-0.010
'0:02.256',-0.035
'0:02.260',-0.045
'0:02.264',-0.035
'0:02.268',-0.055
'0:02.272',-0.100
'0:02.276',-0.105
'0:02.280',-0.080
'0:02.284',-0.080
'0:02.288',-0.100
'0:02.292',-0.100
'0:02.296',-0.085
'0:02.300',-0.075
'0:02.304',-0.065
'0:02.308',-0.060
'0:02.312',-0.065
'0:02.316',-0.050
'0:02.320',-0.025
'0:02.324',-0.060
'0:02.328',-0.105
'0:02.332',-0.110
'0:02.336',-0.110
'0:02.340',-0.110
'0:02.344',-0.110
'0:02.348',-0.080
'0:02.352',-0.050
'0:02.356',-0.075
'0:02.360',-0.100
'0:02.364',-0.100
'0:02.368',-0.100
'0:02.372',-0.080
'0:02.376',-0.060
'0:02.380',-0.070
'0:02.384',-0.040
'0:02.388',0.110
'0:02.392',0.320
'0:02.396',0.645
'0:02.400',0.970
'0:02.404',1.295
'0:02.408',1.620
'0:02.412',1.945
'0:02.416',1.960
'0:02.420',1.630
'0:02.424',1.305
'0:02.428',0.975
'0:02.432',0.650
'0:02.436',0.320
'0:02.440',-0.005
'0:02.444',-0.335
'0:02.448',-0.665
'0:02.452',-0.990
'0:02.456',-1.185
'0:02.460',-1.325
'0:02.464',-1.215
'0:02.468',-1.030
'0:02.472',-0.945
'0:02.476',-0.890
'0:02.480',-0.830
'0:02.484',-0.770
'0:02.488',-0.665
'0:02.492',-0.560
'0:02.496',-0.500
'0:02.500',-0.550
'0:02.504',-0.370
'0:02.508',-0.300
'0:02.512',-0.290
'0:02.516',-0.280
'0:02.520',-0.265
'0:02.524',-0.250
'0:02.528',-0.245
'0:02.532',-0.235
'0:02.536',-0.200
'0:02.540',-0.170
'0:02.544',-0.170
'0:02.548',-0.170
'0:02.552',-0.170
'0:02.556',-0.165
'0:02.560',-0.145
'0:02.564',-0.130
'0:02.568',-0.130
'0:02.572',-0.140
'0:02.576',-0.170
'0:02.580',-0.175
'0:02.584',-0.140
'0:02.588',-0.125
'0:02.592',-0.140
'0:02.596',-0.130
'0:02.600',-0.095
'0:02.604',-0.080
'0:02.608',-0.075
'0:02.612',-0.070
'0:02.616',-0.075
'0:02.620',-0.070
'0:02.624',-0.050
'0:02.628',-0.015
'0:02.632',0.020
'0:02.636',0.070
'0:02.640',0.120
'0:02.644',0.135
'0:02.648',0.145
'0:02.652',0.170
'0:02.656',0.195
'0:02.660',0.255
'0:02.664',0.315
'0:02.668',0.370
'0:02.672',0.420
'0:02.676',0.440
'0:02.680',0.460
'0:02.684',0.520
'0:02.688',0.570
'0:02.692',0.600
'0:02.696',0.635
'0:02.700',0.675
'0:02.704',0.710
'0:02.708',0.700
'0:02.712',0.700
'0:02.716',0.760
'0:02.720',0.775
'0:02.724',0.680
'0:02.728',0.615
'0:02.732',0.600
'0:02.736',0.555
'0:02.740',0.455
'0:02.744',0.390
'0:02.748',0.360
'0:02.752',0.320
'0:02.756',0.280
'0:02.760',0.240
'0:02.764',0.200
'0:02.768',0.150
'0:02.772',0.095
'0:02.776',0.065
'0:02.780',0.045
'0:02.784',0.025
'0:02.788',0.000
'0:02.792',0.005
'0:02.796',0.025
'0:02.800',0.010
'0:02.804',-0.020
'0:02.808',-0.030
'0:02.812',-0.035
'0:02.816',-0.040
'0:02.820',-0.035
'0:02.824',-0.030
'0:02.828',-0.030
'0:02.832',-0.030
'0:02.836',-0.040
'0:02.840',-0.010
'0:02.844',0.020
'0:02.848',0.050
'0:02.852',0.080
'0:02.856',0.065
'0:02.860',0.050
'0:02.864',0.060
'0:02.868',0.065
'0:02.872',0.040
'0:02.876',0.020
'0:02.880',0.010
'0:02.884',0.000
'0:02.888',-0.005
'0:02.892',-0.015
'0:02.896',-0.030
'0:02.900',-0.040
'0:02.904',-0.045
'0:02.908',-0.055
'0:02.912',-0.070
'0:02.916',-0.080
'0:02.920',-0.080
'0:02.924',-0.080
'0:02.928',-0.080
'0:02.932',-0.075
'0:02.936',-0.065
'0:02.940',-0.045
'0:02.944',-0.015
'0:02.948',-0.010
'0:02.952',-0.025
'0:02.956',-0.030
'0:02.960',-0.035
'0:02.964',-0.035
'0:02.968',-0.025
'0:02.972',-0.030
'0:02.976',-0.045
'0:02.980',-0.070
'0:02.984',-0.095
'0:02.988',-0.090
'0:02.992',-0.075
'0:02.996',-0.095
'0:03.000',-0.070
'0:03.004',-0.125
'0:03.008',-0.120
'0:03.012',-0.115
'0:03.016',-0.110
'0:03.020',-0.125
'0:03.024',-0.140
'0:03.028',-0.140
'0:03.032',-0.140
'0:03.036',-0.130
'0:03.040',-0.120
'0:03.044',-0.120
'0:03.048',-0.120
'0:03.052',-0.115
'0:03.056',-0.105
'0:03.060',-0.090
'0:03.064',-0.080
'0:03.068',-0.090
'0:03.072',-0.095
'0:03.076',-0.080
'0:03.080',-0.070
'0:03.084',-0.065
'0:03.088',-0.030
'0:03.092',0.030
'0:03.096',0.240
'0:03.100',0.565
'0:03.104',0.890
'0:03.108',1.215
'0:03.112',1.540
'0:03.116',1.865
'0:03.120',1.735
'0:03.124',1.410
'0:03.128',1.080
'0:03.132',0.755
'0:03.136',0.425
'0:03.140',0.100
'0:03.144',-0.230
'0:03.148',-0.555
'0:03.152',-0.885
'0:03.156',-1.210
'0:03.160',-1.255
'0:03.164',-1.275
'0:03.168',-1.095
'0:03.172',-0.910
'0:03.176',-0.900
'0:03.180',-0.885
'0:03.184',-0.805
'0:03.188',-0.720
'0:03.192',-0.625
'0:03.196',-0.530
'0:03.200',-0.460
'0:03.204',-0.385
'0:03.208',-0.305
'0:03.212',-0.230
'0:03.216',-0.190
'0:03.220',-0.155
'0:03.224',-0.130
'0:03.228',-0.110
'0:03.232',-0.110
'0:03.236',-0.110
'0:03.240',-0.115
'0:03.244',-0.120
'0:03.248',-0.110
'0:03.252',-0.100
'0:03.256',-0.100
'0:03.260',-0.105
'0:03.264',-0.120
'0:03.268',-0.110
'0:03.272',-0.075
'0:03.276',-0.070
'0:03.280',-0.090
'0:03.284',-0.100
'0:03.288',-0.095
'0:03.292',-0.070
'0:03.296',-0.040
'0:03.300',-0.030
'0:03.304',-0.025
'0:03.308',-0.015
'0:03.312',-0.005
'0:03.316',0.035
'0:03.320',0.075
'0:03.324',0.075
'0:03.328',0.065
'0:03.332',0.075
'0:03.336',0.100
'0:03.340',0.130
'0:03.344',0.160
'0:03.348',0.210
'0:03.352',0.260
'0:03.356',0.295
'0:03.360',0.335
'0:03.364',0.400
'0:03.368',0.455
'0:03.372',0.490
'0:03.376',0.530
'0:03.380',0.575
'0:03.384',0.620
'0:03.388',0.665
'0:03.392',0.705
'0:03.396',0.720
'0:03.400',0.730
'0:03.404',0.730
'0:03.408',0.730
'0:03.412',0.730
'0:03.416',0.705
'0:03.420',0.650
'0:03.424',0.590
'0:03.428',0.530
'0:03.432',0.490
'0:03.436',0.470
'0:03.440',0.395
'0:03.444',0.290
'0:03.448',0.230
'0:03.452',0.200
'0:03.456',0.175
'0:03.460',0.150
'0:03.464',0.135
'0:03.468',0.125
'0:03.472',0.100
'0:03.476',0.065
'0:03.480',0.055
'0:03.484',0.045
'0:03.488',0.035
'0:03.492',0.025
'0:03.496',0.005
'0:03.500',0.020
'0:03.504',-0.025
'0:03.508',-0.030
'0:03.512',-0.005
'0:03.516',0.020
'0:03.520',0.035
'0:03.524',0.055
'0:03.528',0.090
'0:03.532',0.120
'0:03.536',0.120
'0:03.540',0.120
'0:03.544',0.130
'0:03.548',0.140
'0:03.552',0.150
'0:03.556',0.150
'0:03.560',0.120
'0:03.564',0.095
'0:03.568',0.065
'0:03.572',0.050
'0:03.576',0.045
'0:03.580',0.035
'0:03.584',0.020
'0:03.588',-0.005
'0:03.592',-0.035
'0:03.596',-0.055
'0:03.600',-0.070
'0:03.604',-0.080
'0:03.608',-0.080
'0:03.612',-0.080
'0:03.616',-0.080
'0:03.620',-0.055
'0:03.624',-0.020
'0:03.628',-0.005
'0:03.632',0.005
'0:03.636',-0.005
'0:03.640',-0.025
'0:03.644',-0.015
'0:03.648',0.005
'0:03.652',-0.005
'0:03.656',-0.025
'0:03.660',-0.035
'0:03.664',-0.045
'0:03.668',-0.055
'0:03.672',-0.060
'0:03.676',-0.075
'0:03.680',-0.090
'0:03.684',-0.090
'0:03.688',-0.090
'0:03.692',-0.065
'0:03.696',-0.040
'0:03.700',-0.060
'0:03.704',-0.080
'0:03.708',-0.085
'0:03.712',-0.085
'0:03.716',-0.065
'0:03.720',-0.050
'0:03.724',-0.045
'0:03.728',-0.045
'0:03.732',-0.065
'0:03.736',-0.080
'0:03.740',-0.075
'0:03.744',-0.070
'0:03.748',-0.070
'0:03.752',-0.070
'0:03.756',-0.075
'0:03.760',-0.070
'0:03.764',-0.050
'0:03.768',-0.050
'0:03.772',-0.070
'0:03.776',-0.020
'0:03.780',0.075
'0:03.784',0.330
'0:03.788',0.655
'0:03.792',0.980
'0:03.796',1.305
'0:03.800',1.630
'0:03.804',1.955
'0:03.808',1.745
'0:03.812',1.420
'0:03.816',1.090
'0:03.820',0.765
'0:03.824',0.435
'0:03.828',0.110
'0:03.832',-0.220
'0:03.836',-0.550
'0:03.840',-0.875
'0:03.844',-1.185
'0:03.848',-1.255
'0:03.852',-1.300
'0:03.856',-1.095
'0:03.860',-0.920
'0:03.864',-0.900
'0:03.868',-0.865
'0:03.872',-0.770
'0:03.876',-0.675
'0:03.880',-0.555
'0:03.884',-0.455
'0:03.888',-0.405
'0:03.892',-0.345
'0:03.896',-0.260
'0:03.900',-0.200
'0:03.904',-0.165
'0:03.908',-0.130
'0:03.912',-0.100
'0:03.916',-0.080
'0:03.920',-0.080
'0:03.924',-0.075
'0:03.928',-0.065
'0:03.932',-0.055
'0:03.936',-0.040
'0:03.940',-0.045
'0:03.944',-0.070
'0:03.948',-0.070
'0:03.952',-0.050
'0:03.956',-0.045
'0:03.960',-0.055
'0:03.964',-0.045
'0:03.968',-0.025
'0:03.972',-0.025
'0:03.976',-0.035
'0:03.980',-0.005
'0:03.984',0.035
'0:03.988',0.035
'0:03.992',0.025
'0:03.996',0.020
'0:04.000',0.020
'0:04.004',0.055
'0:04.008',0.080
'0:04.012',0.080
'0:04.016',0.080
'0:04.020',0.105
'0:04.024',0.135
'0:04.028',0.190
'0:04.032',0.245
'0:04.036',0.275
'0:04.040',0.310
'0:04.044',0.375
'0:04.048',0.445
'0:04.052',0.540
'0:04.056',0.620
'0:04.060',0.660
'0:04.064',0.700
'0:04.068',0.735
'0:04.072',0.775
'0:04.076',0.810
'0:04.080',0.830
'0:04.084',0.845
'0:04.088',0.860
'0:04.092',0.885
'0:04.096',0.895
'0:04.100',0.880
'0:04.104',0.845
'0:04.108',0.800
'0:04.112',0.760
'0:04.116',0.730
'0:04.120',0.665
'0:04.124',0.585
'0:04.128',0.525
'0:04.132',0.475
'0:04.136',0.445
'0:04.140',0.425
'0:04.144',0.400
'0:04.148',0.375
'0:04.152',0.330
'0:04.156',0.285
'0:04.160',0.245
'0:04.164',0.205
'0:04.168',0.165
'0:04.172',0.130
'0:04.176',0.090
'0:04.180',0.050
'0:04.184',0.055
'0:04.188',0.060
'0:04.192',0.055
'0:04.196',0.050
'0:04.200',0.030
'0:04.204',0.010
'0:04.208',0.020
'0:04.212',0.030
'0:04.216',0.045
'0:04.220',0.060
'0:04.224',0.050
'0:04.228',0.040
'0:04.232',0.050
'0:04.236',0.060
'0:04.240',0.060
'0:04.244',0.050
'0:04.248',0.025
'0:04.252',0.010
'0:04.256',0.010
'0:04.260',0.020
'0:04.264',0.045
'0:04.268',0.060
'0:04.272',0.055
'0:04.276',0.050
'0:04.280',0.045
'0:04.284',0.045
'0:04.288',0.055
'0:04.292',0.045
'0:04.296',0.025
'0:04.300',0.060
'0:04.304',0.110
'0:04.308',0.160
'0:04.312',0.210
'0:04.316',0.460
'0:04.320',0.735
'0:04.324',1.055
'0:04.328',1.380
'0:04.332',1.705
'0:04.336',2.025
'0:04.340',1.700
'0:04.344',1.370
'0:04.348',1.045
'0:04.352',0.715
'0:04.356',0.390
'0:04.360',0.060
'0:04.364',-0.265
'0:04.368',-0.595
'0:04.372',-0.920
'0:04.376',-1.185
'0:04.380',-1.245
'0:04.384',-1.245
'0:04.388',-1.080
'0:04.392',-0.965
'0:04.396',-0.950
'0:04.400',-0.910
'0:04.404',-0.820
'0:04.408',-0.715
'0:04.412',-0.590
'0:04.416',-0.495
'0:04.420',-0.430
'0:04.424',-0.355
'0:04.428',-0.270
'0:04.432',-0.195
'0:04.436',-0.135
'0:04.440',-0.095
'0:04.444',-0.070
'0:04.448',-0.040
'0:04.452',-0.005
'0:04.456',0.000
'0:04.460',-0.025
'0:04.464',-0.025
'0:04.468',-0.015
'0:04.472',0.010
'0:04.476',0.045
'0:04.480',0.045
'0:04.484',0.035
'0:04.488',0.030
'0:04.492',0.025
'0:04.496',0.040
'0:04.500',0.020
'0:04.504',0.060
'0:04.508',0.050
'0:04.512',0.055
'0:04.516',0.060
'0:04.520',0.115
'0:04.524',0.160
'0:04.528',0.140
'0:04.532',0.120
'0:04.536',0.135
'0:04.540',0.155
'0:04.544',0.190
'0:04.548',0.230
'0:04.552',0.270
'0:04.556',0.320
'0:04.560',0.385
'0:04.564',0.445
'0:04.568',0.485
'0:04.572',0.525
'0:04.576',0.565
'0:04.580',0.615
'0:04.584',0.670
'0:04.588',0.715
'0:04.592',0.745
'0:04.596',0.770
'0:04.600',0.790
'0:04.604',0.830
'0:04.608',0.880
'0:04.612',0.880
'0:04.616',0.845
'0:04.620',0.815
'0:04.624',0.790
'0:04.628',0.765
'0:04.632',0.740
'0:04.636',0.695
'0:04.640',0.650
'0:04.644',0.590
'0:04.648',0.530
'0:04.652',0.455
'0:04.656',0.375
'0:04.660',0.335
'0:04.664',0.295
'0:04.668',0.245
'0:04.672',0.200
'0:04.676',0.155
'0:04.680',0.110
'0:04.684',0.105
'0:04.688',0.100
'0:04.692',0.080
'0:04.696',0.060
'0:04.700',0.040
'0:04.704',0.020
'0:04.708',0.025
'0:04.712',0.030
'0:04.716',0.020
'0:04.720',0.010
'0:04.724',0.020
'0:04.728',0.030
'0:04.732',0.040
'0:04.736',0.045
'0:04.740',0.025
'0:04.744',0.010
'0:04.748',0.005
'0:04.752',0.010
'0:04.756',0.030
'0:04.760',0.030
'0:04.764',0.005
'0:04.768',-0.005
'0:04.772',0.005
'0:04.776',0.015
'0:04.780',0.025
'0:04.784',0.030
'0:04.788',0.025
'0:04.792',0.030
'0:04.796',0.045
'0:04.800',0.050
'0:04.804',0.045
'0:04.808',0.030
'0:04.812',0.015
'0:04.816',0.020
'0:04.820',0.035
'0:04.824',0.010
'0:04.828',-0.025
'0:04.832',-0.025
'0:04.836',-0.010
'0:04.840',-0.015
'0:04.844',-0.020
'0:04.848',-0.035
'0:04.852',-0.050
'0:04.856',-0.025
'0:04.860',-0.005
'0:04.864',-0.045
