'Elapsed time','D3'
'0:00.508',4.050
'0:00.512',4.040
'0:00.516',4.040
'0:00.520',4.050
'0:00.524',4.065
'0:00.528',4.065
'0:00.532',4.065
'0:00.536',4.050
'0:00.540',4.050
'0:00.544',4.050
'0:00.548',4.035
'0:00.552',4.050
'0:00.556',4.075
'0:00.560',4.085
'0:00.564',4.075
'0:00.568',4.065
'0:00.572',4.035
'0:00.576',4.055
'0:00.580',4.075
'0:00.584',4.075
'0:00.588',4.090
'0:00.592',4.105
'0:00.596',4.075
'0:00.600',4.065
'0:00.604',4.065
'0:00.608',4.050
'0:00.612',4.050
'0:00.616',4.075
'0:00.620',4.090
'0:00.624',4.075
'0:00.628',4.085
'0:00.632',4.075
'0:00.636',4.065
'0:00.640',4.065
'0:00.644',4.065
'0:00.648',4.065
'0:00.652',4.065
'0:00.656',4.070
'0:00.660',4.075
'0:00.664',4.075
'0:00.668',4.075
'0:00.672',4.075
'0:00.676',4.075
'0:00.680',4.075
'0:00.684',4.075
'0:00.688',4.075
'0:00.692',4.075
'0:00.696',4.075
'0:00.700',4.085
'0:00.704',4.075
'0:00.708',4.075
'0:00.712',4.075
'0:00.716',4.085
'0:00.720',4.075
'0:00.724',4.075
'0:00.728',4.075
'0:00.732',4.065
'0:00.736',4.065
'0:00.740',4.110
'0:00.744',4.090
'0:00.748',4.105
'0:00.752',4.085
'0:00.756',4.075
'0:00.760',4.105
'0:00.764',4.085
'0:00.768',4.100
'0:00.772',4.090
'0:00.776',4.105
'0:00.780',4.120
'0:00.784',4.105
'0:00.788',4.090
'0:00.792',4.090
'0:00.796',4.075
'0:00.800',4.100
'0:00.804',4.090
'0:00.808',4.105
'0:00.812',4.110
'0:00.816',4.105
'0:00.820',4.085
'0:00.824',4.090
'0:00.828',4.105
'0:00.832',4.100
'0:00.836',4.105
'0:00.840',4.105
'0:00.844',4.110
'0:00.848',4.105
'0:00.852',4.090
'0:00.856',4.105
'0:00.860',4.105
'0:00.864',4.120
'0:00.868',4.120
'0:00.872',4.120
'0:00.876',4.135
'0:00.880',4.155
'0:00.884',4.175
'0:00.888',4.210
'0:00.892',4.245
'0:00.896',4.265
'0:00.900',4.265
'0:00.904',4.275
'0:00.908',4.325
'0:00.912',4.325
'0:00.916',4.345
'0:00.920',4.330
'0:00.924',4.315
'0:00.928',4.325
'0:00.932',4.275
'0:00.936',4.240
'0:00.940',4.210
'0:00.944',4.185
'0:00.948',4.160
'0:00.952',4.105
'0:00.956',4.090
'0:00.960',4.105
'0:00.964',4.110
'0:00.968',4.105
'0:00.972',4.090
'0:00.976',4.075
'0:00.980',4.055
'0:00.984',4.050
'0:00.988',4.065
'0:00.992',4.070
'0:00.996',4.075
'0:01.000',4.075
'0:01.004',4.065
'0:01.008',4.050
'0:01.012',4.050
'0:01.016',4.035
'0:01.020',4.050
'0:01.024',4.050
'0:01.028',4.065
'0:01.032',4.055
'0:01.036',4.000
'0:01.040',3.980
'0:01.044',4.020
'0:01.048',4.210
'0:01.052',4.530
'0:01.056',4.850
'0:01.060',5.020
'0:01.064',5.005
'0:01.068',4.895
'0:01.072',4.775
'0:01.076',4.660
'0:01.080',4.515
'0:01.084',4.385
'0:01.088',4.265
'0:01.092',4.185
'0:01.096',4.160
'0:01.100',4.100
'0:01.104',4.050
'0:01.108',4.050
'0:01.112',4.055
'0:01.116',4.090
'0:01.120',4.055
'0:01.124',4.065
'0:01.128',4.050
'0:01.132',4.035
'0:01.136',4.030
'0:01.140',4.050
'0:01.144',4.050
'0:01.148',4.035
'0:01.152',4.050
'0:01.156',4.065
'0:01.160',4.055
'0:01.164',4.050
'0:01.168',4.020
'0:01.172',4.035
'0:01.176',4.055
'0:01.180',4.065
'0:01.184',4.055
'0:01.188',4.035
'0:01.192',4.030
'0:01.196',4.035
'0:01.200',4.040
'0:01.204',4.050
'0:01.208',4.040
'0:01.212',4.035
'0:01.216',4.065
'0:01.220',4.050
'0:01.224',4.040
'0:01.228',4.035
'0:01.232',4.030
'0:01.236',4.050
'0:01.240',4.035
'0:01.244',4.020
'0:01.248',4.020
'0:01.252',4.030
'0:01.256',4.020
'0:01.260',4.005
'0:01.264',3.985
'0:01.268',4.005
'0:01.272',4.020
'0:01.276',4.030
'0:01.280',4.005
'0:01.284',3.980
'0:01.288',3.985
'0:01.292',3.985
'0:01.296',3.990
'0:01.300',3.990
'0:01.304',4.000
'0:01.308',4.005
'0:01.312',4.005
'0:01.316',4.005
'0:01.320',4.020
'0:01.324',4.015
'0:01.328',4.040
'0:01.332',4.055
'0:01.336',4.065
'0:01.340',4.090
'0:01.344',4.105
'0:01.348',4.100
'0:01.352',4.105
'0:01.356',4.105
'0:01.360',4.135
'0:01.364',4.135
'0:01.368',4.135
'0:01.372',4.145
'0:01.376',4.135
'0:01.380',4.140
'0:01.384',4.120
'0:01.388',4.120
'0:01.392',4.120
'0:01.396',4.145
'0:01.400',4.160
'0:01.404',4.145
'0:01.408',4.145
'0:01.412',4.135
'0:01.416',4.140
'0:01.420',4.135
'0:01.424',4.135
'0:01.428',4.140
'0:01.432',4.160
'0:01.436',4.145
'0:01.440',4.155
'0:01.444',4.135
'0:01.448',4.135
'0:01.452',4.160
'0:01.456',4.135
'0:01.460',4.145
'0:01.464',4.140
'0:01.468',4.145
'0:01.472',4.155
'0:01.476',4.135
'0:01.480',4.135
'0:01.484',4.135
'0:01.488',4.155
'0:01.492',4.160
'0:01.496',4.160
'0:01.500',4.160
'0:01.504',4.135
'0:01.508',4.140
'0:01.512',4.135
'0:01.516',4.145
'0:01.520',4.135
'0:01.524',4.145
'0:01.528',4.145
'0:01.532',4.155
'0:01.536',4.145
'0:01.540',4.125
'0:01.544',4.135
'0:01.548',4.135
'0:01.552',4.140
'0:01.556',4.135
'0:01.560',4.135
'0:01.564',4.135
'0:01.568',4.145
'0:01.572',4.145
'0:01.576',4.155
'0:01.580',4.145
'0:01.584',4.155
'0:01.588',4.145
'0:01.592',4.135
'0:01.596',4.125
'0:01.600',4.135
'0:01.604',4.120
'0:01.608',4.135
'0:01.612',4.155
'0:01.616',4.155
'0:01.620',4.160
'0:01.624',4.135
'0:01.628',4.120
'0:01.632',4.125
'0:01.636',4.125
'0:01.640',4.160
'0:01.644',4.155
'0:01.648',4.160
'0:01.652',4.155
'0:01.656',4.140
'0:01.660',4.140
'0:01.664',4.135
'0:01.668',4.145
'0:01.672',4.145
'0:01.676',4.145
'0:01.680',4.145
'0:01.684',4.135
'0:01.688',4.135
'0:01.692',4.145
'0:01.696',4.145
'0:01.700',4.155
'0:01.704',4.145
'0:01.708',4.160
'0:01.712',4.140
'0:01.716',4.135
'0:01.720',4.135
'0:01.724',4.135
'0:01.728',4.135
'0:01.732',4.145
'0:01.736',4.145
'0:01.740',4.155
'0:01.744',4.155
'0:01.748',4.145
'0:01.752',4.140
'0:01.756',4.135
'0:01.760',4.155
'0:01.764',4.170
'0:01.768',4.170
'0:01.772',4.170
'0:01.776',4.145
'0:01.780',4.135
'0:01.784',4.110
'0:01.788',4.145
'0:01.792',4.135
'0:01.796',4.155
'0:01.800',4.145
'0:01.804',4.160
'0:01.808',4.170
'0:01.812',4.125
'0:01.816',4.135
'0:01.820',4.135
'0:01.824',4.155
'0:01.828',4.185
'0:01.832',4.210
'0:01.836',4.225
'0:01.840',4.230
'0:01.844',4.245
'0:01.848',4.275
'0:01.852',4.290
'0:01.856',4.290
'0:01.860',4.300
'0:01.864',4.325
'0:01.868',4.335
'0:01.872',4.360
'0:01.876',4.345
'0:01.880',4.330
'0:01.884',4.325
'0:01.888',4.290
'0:01.892',4.240
'0:01.896',4.220
'0:01.900',4.185
'0:01.904',4.160
'0:01.908',4.120
'0:01.912',4.105
'0:01.916',4.120
'0:01.920',4.120
'0:01.924',4.135
'0:01.928',4.135
'0:01.932',4.120
'0:01.936',4.100
'0:01.940',4.085
'0:01.944',4.075
'0:01.948',4.075
'0:01.952',4.085
'0:01.956',4.105
'0:01.960',4.085
'0:01.964',4.085
'0:01.968',4.100
'0:01.972',4.100
'0:01.976',4.105
'0:01.980',4.075
'0:01.984',4.075
'0:01.988',4.040
'0:01.992',4.005
'0:01.996',3.985
'0:02.000',4.100
'0:02.004',4.380
'0:02.008',4.720
'0:02.012',4.990
'0:02.016',5.065
'0:02.020',4.965
'0:02.024',4.850
'0:02.028',4.725
'0:02.032',4.600
'0:02.036',4.445
'0:02.040',4.330
'0:02.044',4.225
'0:02.048',4.175
'0:02.052',4.125
'0:02.056',4.075
'0:02.060',4.065
'0:02.064',4.050
'0:02.068',4.050
'0:02.072',4.055
'0:02.076',4.050
'0:02.080',4.050
'0:02.084',4.040
'0:02.088',4.020
'0:02.092',4.005
'0:02.096',4.005
'0:02.100',4.020
'0:02.104',4.050
'0:02.108',4.065
'0:02.112',4.065
'0:02.116',4.035
'0:02.120',4.030
'0:02.124',4.015
'0:02.128',4.005
'0:02.132',4.020
'0:02.136',4.030
'0:02.140',4.035
'0:02.144',4.020
'0:02.148',4.050
'0:02.152',4.020
'0:02.156',4.005
'0:02.160',3.990
'0:02.164',3.985
'0:02.168',4.005
'0:02.172',4.005
'0:02.176',4.005
'0:02.180',4.005
'0:02.184',3.990
'0:02.188',3.980
'0:02.192',3.985
'0:02.196',3.985
'0:02.200',3.985
'0:02.204',3.985
'0:02.208',3.985
'0:02.212',3.985
'0:02.216',3.965
'0:02.220',3.935
'0:02.224',3.935
'0:02.228',3.930
'0:02.232',3.955
'0:02.236',3.950
'0:02.240',3.945
'0:02.244',3.930
'0:02.248',3.910
'0:02.252',3.895
'0:02.256',3.895
'0:02.260',3.910
'0:02.264',3.945
'0:02.268',3.965
'0:02.272',3.950
'0:02.276',3.935
'0:02.280',3.920
'0:02.284',3.935
'0:02.288',3.965
'0:02.292',3.990
'0:02.296',4.005
'0:02.300',4.040
'0:02.304',4.040
'0:02.308',4.035
'0:02.312',4.005
'0:02.316',4.075
'0:02.320',4.105
'0:02.324',4.120
'0:02.328',4.105
'0:02.332',4.105
'0:02.336',4.055
'0:02.340',4.065
'0:02.344',4.085
'0:02.348',4.105
'0:02.352',4.135
'0:02.356',4.135
'0:02.360',4.135
'0:02.364',4.125
'0:02.368',4.100
'0:02.372',4.065
'0:02.376',4.075
'0:02.380',4.105
'0:02.384',4.105
'0:02.388',4.105
'0:02.392',4.090
'0:02.396',4.100
'0:02.400',4.085
'0:02.404',4.075
'0:02.408',4.090
'0:02.412',4.100
'0:02.416',4.105
'0:02.420',4.110
'0:02.424',4.125
'0:02.428',4.135
'0:02.432',4.105
'0:02.436',4.090
'0:02.440',4.090
'0:02.444',4.105
'0:02.448',4.120
'0:02.452',4.105
'0:02.456',4.110
'0:02.460',4.120
'0:02.464',4.105
'0:02.468',4.100
'0:02.472',4.090
'0:02.476',4.105
'0:02.480',4.125
'0:02.484',4.135
'0:02.488',4.120
'0:02.492',4.090
'0:02.496',4.050
'0:02.500',4.035
'0:02.504',4.075
'0:02.508',4.120
'0:02.512',4.120
'0:02.516',4.110
'0:02.520',4.105
'0:02.524',4.090
'0:02.528',4.075
'0:02.532',4.070
'0:02.536',4.075
'0:02.540',4.090
'0:02.544',4.100
'0:02.548',4.090
'0:02.552',4.090
'0:02.556',4.075
'0:02.560',4.075
'0:02.564',4.075
'0:02.568',4.090
'0:02.572',4.075
'0:02.576',4.100
'0:02.580',4.105
'0:02.584',4.105
'0:02.588',4.090
'0:02.592',4.100
'0:02.596',4.090
'0:02.600',4.085
'0:02.604',4.090
'0:02.608',4.110
'0:02.612',4.105
'0:02.616',4.090
'0:02.620',4.065
'0:02.624',4.055
'0:02.628',4.055
'0:02.632',4.065
'0:02.636',4.065
'0:02.640',4.075
'0:02.644',4.090
'0:02.648',4.105
'0:02.652',4.085
'0:02.656',4.065
'0:02.660',4.070
'0:02.664',4.090
'0:02.668',4.135
'0:02.672',4.105
'0:02.676',4.090
'0:02.680',4.075
'0:02.684',4.075
'0:02.688',4.090
'0:02.692',4.065
'0:02.696',4.075
'0:02.700',4.090
'0:02.704',4.100
'0:02.708',4.085
'0:02.712',4.050
'0:02.716',4.050
'0:02.720',4.075
'0:02.724',4.090
'0:02.728',4.105
'0:02.732',4.090
'0:02.736',4.085
'0:02.740',4.055
'0:02.744',4.065
'0:02.748',4.055
'0:02.752',4.065
'0:02.756',4.055
'0:02.760',4.065
'0:02.764',4.065
'0:02.768',4.065
'0:02.772',4.065
'0:02.776',4.055
'0:02.780',4.050
'0:02.784',4.050
'0:02.788',4.075
'0:02.792',4.090
'0:02.796',4.090
'0:02.800',4.065
'0:02.804',4.040
'0:02.808',4.050
'0:02.812',4.050
'0:02.816',4.075
'0:02.820',4.085
'0:02.824',4.085
'0:02.828',4.075
'0:02.832',4.055
'0:02.836',4.020
'0:02.840',4.055
'0:02.844',4.090
'0:02.848',4.105
'0:02.852',4.125
'0:02.856',4.175
'0:02.860',4.185
'0:02.864',4.190
'0:02.868',4.190
'0:02.872',4.205
'0:02.876',4.240
'0:02.880',4.275
'0:02.884',4.300
'0:02.888',4.290
'0:02.892',4.265
'0:02.896',4.230
'0:02.900',4.210
'0:02.904',4.185
'0:02.908',4.145
'0:02.912',4.120
'0:02.916',4.085
'0:02.920',4.030
'0:02.924',4.030
'0:02.928',4.020
'0:02.932',4.020
'0:02.936',4.005
'0:02.940',4.005
'0:02.944',4.005
'0:02.948',3.990
'0:02.952',3.980
'0:02.956',3.955
'0:02.960',3.950
'0:02.964',3.935
'0:02.968',3.965
'0:02.972',3.965
'0:02.976',3.985
'0:02.980',3.985
'0:02.984',3.955
'0:02.988',3.955
'0:02.992',3.965
'0:02.996',3.970
'0:03.000',3.945
'0:03.004',3.915
'0:03.008',3.965
'0:03.012',4.145
'0:03.016',4.455
'0:03.020',4.760
'0:03.024',4.920
'0:03.028',4.865
'0:03.032',4.745
'0:03.036',4.605
'0:03.040',4.470
'0:03.044',4.360
'0:03.048',4.245
'0:03.052',4.145
'0:03.056',4.075
'0:03.060',4.030
'0:03.064',3.980
'0:03.068',3.955
'0:03.072',3.935
'0:03.076',3.945
'0:03.080',3.945
'0:03.084',3.950
'0:03.088',3.955
'0:03.092',3.935
'0:03.096',3.945
'0:03.100',3.965
'0:03.104',3.950
'0:03.108',3.965
'0:03.112',3.935
'0:03.116',3.910
'0:03.120',3.895
'0:03.124',3.930
'0:03.128',3.935
'0:03.132',3.965
'0:03.136',3.965
'0:03.140',3.945
'0:03.144',3.935
'0:03.148',3.935
'0:03.152',3.955
'0:03.156',3.950
'0:03.160',3.945
'0:03.164',3.935
'0:03.168',3.930
'0:03.172',3.915
'0:03.176',3.915
'0:03.180',3.920
'0:03.184',3.935
'0:03.188',3.935
'0:03.192',3.885
'0:03.196',3.920
'0:03.200',3.920
'0:03.204',3.930
'0:03.208',3.895
'0:03.212',3.875
'0:03.216',3.895
'0:03.220',3.910
'0:03.224',3.910
'0:03.228',3.895
'0:03.232',3.880
'0:03.236',3.885
'0:03.240',3.885
'0:03.244',3.880
'0:03.248',3.880
'0:03.252',3.895
'0:03.256',3.910
'0:03.260',3.895
'0:03.264',3.880
'0:03.268',3.880
'0:03.272',3.895
'0:03.276',3.895
'0:03.280',3.900
'0:03.284',3.915
'0:03.288',3.915
'0:03.292',3.935
'0:03.296',3.930
'0:03.300',3.930
'0:03.304',3.935
'0:03.308',3.965
'0:03.312',4.015
'0:03.316',4.040
'0:03.320',4.035
'0:03.324',4.030
'0:03.328',4.005
'0:03.332',4.005
'0:03.336',4.020
'0:03.340',4.040
'0:03.344',4.050
'0:03.348',4.055
'0:03.352',4.035
'0:03.356',4.020
'0:03.360',3.990
'0:03.364',4.000
'0:03.368',4.020
'0:03.372',4.035
'0:03.376',4.040
'0:03.380',4.020
'0:03.384',4.020
'0:03.388',4.000
'0:03.392',4.005
'0:03.396',4.020
'0:03.400',4.020
'0:03.404',4.040
'0:03.408',4.035
'0:03.412',4.020
'0:03.416',3.990
'0:03.420',4.000
'0:03.424',4.020
'0:03.428',4.030
'0:03.432',4.055
'0:03.436',4.075
'0:03.440',4.075
'0:03.444',4.055
'0:03.448',4.035
'0:03.452',4.035
'0:03.456',4.040
'0:03.460',4.040
'0:03.464',4.020
'0:03.468',4.035
'0:03.472',4.050
'0:03.476',4.065
'0:03.480',4.075
'0:03.484',4.065
'0:03.488',4.040
'0:03.492',4.040
'0:03.496',4.050
'0:03.500',4.075
'0:03.504',4.075
'0:03.508',4.075
'0:03.512',4.050
'0:03.516',4.050
'0:03.520',4.040
'0:03.524',4.035
'0:03.528',4.035
'0:03.532',4.050
'0:03.536',4.065
'0:03.540',4.055
'0:03.544',4.055
'0:03.548',4.035
'0:03.552',4.050
'0:03.556',4.035
'0:03.560',4.055
'0:03.564',4.070
'0:03.568',4.090
'0:03.572',4.035
'0:03.576',4.000
'0:03.580',4.005
'0:03.584',4.040
'0:03.588',4.070
'0:03.592',4.085
'0:03.596',4.090
'0:03.600',4.075
'0:03.604',4.055
'0:03.608',4.040
'0:03.612',4.050
'0:03.616',4.040
'0:03.620',4.040
'0:03.624',4.055
'0:03.628',4.055
'0:03.632',4.040
'0:03.636',4.020
'0:03.640',4.035
'0:03.644',4.075
'0:03.648',4.100
'0:03.652',4.090
'0:03.656',4.085
'0:03.660',4.050
'0:03.664',4.040
'0:03.668',4.050
'0:03.672',4.035
'0:03.676',4.040
'0:03.680',4.040
'0:03.684',4.065
'0:03.688',4.040
'0:03.692',4.035
'0:03.696',4.050
'0:03.700',4.055
'0:03.704',4.030
'0:03.708',4.035
'0:03.712',4.040
'0:03.716',4.105
'0:03.720',4.085
'0:03.724',4.090
'0:03.728',4.075
'0:03.732',4.065
'0:03.736',4.030
'0:03.740',4.055
'0:03.744',4.050
'0:03.748',4.040
'0:03.752',4.055
'0:03.756',4.065
'0:03.760',4.070
'0:03.764',4.070
'0:03.768',4.065
'0:03.772',4.075
'0:03.776',4.100
'0:03.780',4.090
'0:03.784',4.075
'0:03.788',4.075
'0:03.792',4.065
'0:03.796',4.065
'0:03.800',4.050
'0:03.804',4.065
'0:03.808',4.070
'0:03.812',4.070
'0:03.816',4.085
'0:03.820',4.065
'0:03.824',4.050
'0:03.828',4.050
'0:03.832',4.065
'0:03.836',4.075
'0:03.840',4.090
'0:03.844',4.105
'0:03.848',4.140
'0:03.852',4.175
'0:03.856',4.160
'0:03.860',4.160
'0:03.864',4.175
'0:03.868',4.210
'0:03.872',4.230
'0:03.876',4.265
'0:03.880',4.290
'0:03.884',4.300
'0:03.888',4.280
'0:03.892',4.275
'0:03.896',4.265
'0:03.900',4.245
'0:03.904',4.230
'0:03.908',4.175
'0:03.912',4.145
'0:03.916',4.125
'0:03.920',4.105
'0:03.924',4.055
'0:03.928',4.050
'0:03.932',4.050
'0:03.936',4.050
'0:03.940',4.055
'0:03.944',4.035
'0:03.948',4.035
'0:03.952',4.005
'0:03.956',4.000
'0:03.960',4.005
'0:03.964',4.020
'0:03.968',4.020
'0:03.972',4.005
'0:03.976',3.990
'0:03.980',3.985
'0:03.984',3.985
'0:03.988',3.980
'0:03.992',3.980
'0:03.996',3.990
'0:04.000',3.990
'0:04.004',3.985
'0:04.008',3.955
'0:04.012',4.005
'0:04.016',4.220
'0:04.020',4.515
'0:04.024',4.810
'0:04.028',4.945
'0:04.032',4.880
'0:04.036',4.780
'0:04.040',4.645
'0:04.044',4.500
'0:04.048',4.345
'0:04.052',4.230
'0:04.056',4.125
'0:04.060',4.065
'0:04.064',4.030
'0:04.068',4.005
'0:04.072',3.965
'0:04.076',3.985
'0:04.080',3.965
'0:04.084',3.970
'0:04.088',3.965
'0:04.092',3.945
'0:04.096',3.945
'0:04.100',3.935
'0:04.104',3.965
'0:04.108',3.985
'0:04.112',3.950
'0:04.116',3.930
'0:04.120',3.935
'0:04.124',3.935
'0:04.128',3.950
'0:04.132',3.945
'0:04.136',3.920
'0:04.140',3.920
'0:04.144',3.920
'0:04.148',3.935
'0:04.152',3.935
'0:04.156',3.935
'0:04.160',3.930
'0:04.164',3.915
'0:04.168',3.910
'0:04.172',3.895
'0:04.176',3.910
'0:04.180',3.930
'0:04.184',3.935
'0:04.188',3.920
'0:04.192',3.910
'0:04.196',3.895
'0:04.200',3.885
'0:04.204',3.895
'0:04.208',3.880
'0:04.212',3.880
'0:04.216',3.880
'0:04.220',3.895
'0:04.224',3.880
'0:04.228',3.875
'0:04.232',3.865
'0:04.236',3.865
'0:04.240',3.850
'0:04.244',3.865
'0:04.248',3.860
'0:04.252',3.865
'0:04.256',3.860
'0:04.260',3.835
'0:04.264',3.850
'0:04.268',3.845
'0:04.272',3.850
'0:04.276',3.850
'0:04.280',3.850
'0:04.284',3.865
'0:04.288',3.875
'0:04.292',3.875
'0:04.296',3.875
'0:04.300',3.895
'0:04.304',3.930
'0:04.308',3.930
'0:04.312',3.930
'0:04.316',3.950
'0:04.320',3.965
'0:04.324',3.980
'0:04.328',3.990
'0:04.332',4.020
'0:04.336',4.040
'0:04.340',4.035
'0:04.344',4.030
'0:04.348',4.020
'0:04.352',4.040
'0:04.356',4.035
'0:04.360',4.035
'0:04.364',4.030
'0:04.368',4.005
'0:04.372',4.030
'0:04.376',4.020
'0:04.380',4.015
'0:04.384',4.015
'0:04.388',4.030
'0:04.392',4.030
'0:04.396',4.050
'0:04.400',4.040
'0:04.404',4.015
'0:04.408',4.020
'0:04.412',4.050
'0:04.416',4.050
'0:04.420',4.035
'0:04.424',4.030
'0:04.428',4.035
'0:04.432',4.055
'0:04.436',4.050
'0:04.440',4.035
'0:04.444',4.050
'0:04.448',4.050
'0:04.452',4.065
'0:04.456',4.065
'0:04.460',4.050
'0:04.464',4.050
'0:04.468',4.040
'0:04.472',4.050
'0:04.476',4.065
'0:04.480',4.075
'0:04.484',4.100
'0:04.488',4.105
'0:04.492',4.100
'0:04.496',4.075
'0:04.500',4.075
'0:04.504',4.055
'0:04.508',4.055
'0:04.512',4.050
'0:04.516',4.065
'0:04.520',4.055
'0:04.524',4.065
'0:04.528',4.100
'0:04.532',4.100
'0:04.536',4.090
'0:04.540',4.090
'0:04.544',4.075
'0:04.548',4.085
'0:04.552',4.070
'0:04.556',4.075
'0:04.560',4.090
'0:04.564',4.105
'0:04.568',4.090
'0:04.572',4.075
'0:04.576',4.075
'0:04.580',4.085
'0:04.584',4.085
'0:04.588',4.075
'0:04.592',4.075
'0:04.596',4.105
'0:04.600',4.075
'0:04.604',4.090
'0:04.608',4.090
'0:04.612',4.085
'0:04.616',4.105
'0:04.620',4.085
'0:04.624',4.075
'0:04.628',4.090
'0:04.632',4.090
'0:04.636',4.090
'0:04.640',4.075
'0:04.644',4.085
'0:04.648',4.075
'0:04.652',4.105
'0:04.656',4.120
'0:04.660',4.110
'0:04.664',4.090
'0:04.668',4.075
'0:04.672',4.075
'0:04.676',4.075
'0:04.680',4.075
'0:04.684',4.085
'0:04.688',4.100
'0:04.692',4.090
'0:04.696',4.075
'0:04.700',4.090
'0:04.704',4.100
'0:04.708',4.105
'0:04.712',4.105
'0:04.716',4.105
'0:04.720',4.105
'0:04.724',4.120
'0:04.728',4.100
'0:04.732',4.100
'0:04.736',4.100
'0:04.740',4.120
'0:04.744',4.140
'0:04.748',4.125
'0:04.752',4.120
'0:04.756',4.105
'0:04.760',4.100
'0:04.764',4.120
'0:04.768',4.105
'0:04.772',4.105
'0:04.776',4.105
'0:04.780',4.105
'0:04.784',4.110
'0:04.788',4.090
'0:04.792',4.090
'0:04.796',4.105
'0:04.800',4.120
'0:04.804',4.135
'0:04.808',4.110
'0:04.812',4.105
'0:04.816',4.105
'0:04.820',4.120
'0:04.824',4.145
'0:04.828',4.170
'0:04.832',4.190
'0:04.836',4.220
'0:04.840',4.245
'0:04.844',4.255
'0:04.848',4.275
'0:04.852',4.275
'0:04.856',4.275
'0:04.860',4.325
'0:04.864',4.345
'0:04.868',4.385
'0:04.872',4.380
'0:04.876',4.345
'0:04.880',4.300
'0:04.884',4.265
'0:04.888',4.230
'0:04.892',4.210
'0:04.896',4.175
'0:04.900',4.160
'0:04.904',4.135
'0:04.908',4.120
'0:04.912',4.110
'0:04.916',4.105
'0:04.920',4.090
'0:04.924',4.085
'0:04.928',4.100
'0:04.932',4.090
'0:04.936',4.070
'0:04.940',4.055
'0:04.944',4.050
'0:04.948',4.035
'0:04.952',4.030
'0:04.956',4.065
'0:04.960',4.065
'0:04.964',4.035
'0:04.968',4.040
'0:04.972',4.035
'0:04.976',4.050
'0:04.980',4.055
'0:04.984',4.055
'0:04.988',4.020
'0:04.992',4.005
'0:04.996',4.105
'0:05.000',4.330
'0:05.004',4.655
'0:05.008',4.920
'0:05.012',5.000
'0:05.016',4.910
'0:05.020',4.795
'0:05.024',4.670
'0:05.028',4.550
'0:05.032',4.375
'0:05.036',4.265
'0:05.040',4.175
'0:05.044',4.125
'0:05.048',4.090
'0:05.052',4.075
'0:05.056',4.085
'0:05.060',4.075
'0:05.064',4.065
'0:05.068',4.065
