'Elapsed time','D3'
'0:02.548',-1.385
'0:02.552',-1.375
'0:02.556',-1.385
'0:02.560',-1.385
'0:02.564',-1.390
'0:02.568',-1.385
'0:02.572',-1.375
'0:02.576',-1.380
'0:02.580',-1.385
'0:02.584',-1.390
'0:02.588',-1.385
'0:02.592',-1.385
'0:02.596',-1.370
'0:02.600',-1.375
'0:02.604',-1.365
'0:02.608',-1.365
'0:02.612',-1.350
'0:02.616',-1.335
'0:02.620',-1.335
'0:02.624',-1.335
'0:02.628',-1.350
'0:02.632',-1.355
'0:02.636',-1.355
'0:02.640',-1.355
'0:02.644',-1.340
'0:02.648',-1.330
'0:02.652',-1.320
'0:02.656',-1.330
'0:02.660',-1.335
'0:02.664',-1.355
'0:02.668',-1.365
'0:02.672',-1.340
'0:02.676',-1.320
'0:02.680',-1.320
'0:02.684',-1.330
'0:02.688',-1.355
'0:02.692',-1.335
'0:02.696',-1.355
'0:02.700',-1.365
'0:02.704',-1.385
'0:02.708',-1.385
'0:02.712',-1.385
'0:02.716',-1.390
'0:02.720',-1.395
'0:02.724',-1.395
'0:02.728',-1.390
'0:02.732',-1.390
'0:02.736',-1.400
'0:02.740',-1.400
'0:02.744',-1.400
'0:02.748',-1.400
'0:02.752',-1.400
'0:02.756',-1.400
'0:02.760',-1.400
'0:02.764',-1.390
'0:02.768',-1.375
'0:02.772',-1.380
'0:02.776',-1.375
'0:02.780',-1.385
'0:02.784',-1.390
'0:02.788',-1.390
'0:02.792',-1.385
'0:02.796',-1.390
'0:02.800',-1.400
'0:02.804',-1.400
'0:02.808',-1.400
'0:02.812',-1.405
'0:02.816',-1.440
'0:02.820',-1.455
'0:02.824',-1.455
'0:02.828',-1.425
'0:02.832',-1.390
'0:02.836',-1.355
'0:02.840',-1.260
'0:02.844',-1.170
'0:02.848',-1.120
'0:02.852',-1.105
'0:02.856',-1.080
'0:02.860',-1.055
'0:02.864',-1.050
'0:02.868',-1.080
'0:02.872',-1.125
'0:02.876',-1.195
'0:02.880',-1.270
'0:02.884',-1.320
'0:02.888',-1.350
'0:02.892',-1.355
'0:02.896',-1.370
'0:02.900',-1.370
'0:02.904',-1.365
'0:02.908',-1.370
'0:02.912',-1.365
'0:02.916',-1.375
'0:02.920',-1.370
'0:02.924',-1.370
'0:02.928',-1.385
'0:02.932',-1.395
'0:02.936',-1.395
'0:02.940',-1.390
'0:02.944',-1.390
'0:02.948',-1.385
'0:02.952',-1.375
'0:02.956',-1.365
'0:02.960',-1.385
'0:02.964',-1.390
'0:02.968',-1.375
'0:02.972',-1.365
'0:02.976',-1.375
'0:02.980',-1.370
'0:02.984',-1.375
'0:02.988',-1.370
'0:02.992',-1.365
'0:02.996',-1.365
'0:03.000',-1.370
'0:03.004',-1.390
'0:03.008',-1.385
'0:03.012',-1.385
'0:03.016',-1.375
'0:03.020',-1.370
'0:03.024',-1.370
'0:03.028',-1.355
'0:03.032',-1.355
'0:03.036',-1.355
'0:03.040',-1.370
'0:03.044',-1.365
'0:03.048',-1.355
'0:03.052',-1.350
'0:03.056',-1.355
'0:03.060',-1.355
'0:03.064',-1.355
'0:03.068',-1.350
'0:03.072',-1.340
'0:03.076',-1.330
'0:03.080',-1.315
'0:03.084',-1.315
'0:03.088',-1.315
'0:03.092',-1.305
'0:03.096',-1.300
'0:03.100',-1.290
'0:03.104',-1.280
'0:03.108',-1.260
'0:03.112',-1.240
'0:03.116',-1.240
'0:03.120',-1.220
'0:03.124',-1.220
'0:03.128',-1.210
'0:03.132',-1.200
'0:03.136',-1.190
'0:03.140',-1.190
'0:03.144',-1.190
'0:03.148',-1.180
'0:03.152',-1.185
'0:03.156',-1.175
'0:03.160',-1.170
'0:03.164',-1.175
'0:03.168',-1.185
'0:03.172',-1.195
'0:03.176',-1.220
'0:03.180',-1.235
'0:03.184',-1.260
'0:03.188',-1.270
'0:03.192',-1.270
'0:03.196',-1.295
'0:03.200',-1.305
'0:03.204',-1.335
'0:03.208',-1.350
'0:03.212',-1.360
'0:03.216',-1.355
'0:03.220',-1.360
'0:03.224',-1.355
'0:03.228',-1.365
'0:03.232',-1.360
'0:03.236',-1.360
'0:03.240',-1.365
'0:03.244',-1.365
'0:03.248',-1.365
'0:03.252',-1.370
'0:03.256',-1.365
'0:03.260',-1.370
'0:03.264',-1.370
'0:03.268',-1.370
'0:03.272',-1.370
'0:03.276',-1.370
'0:03.280',-1.370
'0:03.284',-1.375
'0:03.288',-1.385
'0:03.292',-1.385
'0:03.296',-1.390
'0:03.300',-1.385
'0:03.304',-1.375
'0:03.308',-1.375
'0:03.312',-1.370
'0:03.316',-1.365
'0:03.320',-1.365
'0:03.324',-1.375
'0:03.328',-1.385
'0:03.332',-1.385
'0:03.336',-1.385
'0:03.340',-1.390
'0:03.344',-1.390
'0:03.348',-1.385
'0:03.352',-1.385
'0:03.356',-1.385
'0:03.360',-1.400
'0:03.364',-1.385
'0:03.368',-1.390
'0:03.372',-1.385
'0:03.376',-1.395
'0:03.380',-1.405
'0:03.384',-1.390
'0:03.388',-1.385
'0:03.392',-1.390
'0:03.396',-1.385
'0:03.400',-1.390
'0:03.404',-1.385
'0:03.408',-1.390
'0:03.412',-1.395
'0:03.416',-1.390
'0:03.420',-1.395
'0:03.424',-1.395
'0:03.428',-1.395
'0:03.432',-1.395
'0:03.436',-1.390
'0:03.440',-1.390
'0:03.444',-1.395
'0:03.448',-1.395
'0:03.452',-1.400
'0:03.456',-1.400
'0:03.460',-1.400
'0:03.464',-1.400
'0:03.468',-1.400
'0:03.472',-1.400
'0:03.476',-1.400
'0:03.480',-1.400
'0:03.484',-1.390
'0:03.488',-1.400
'0:03.492',-1.395
'0:03.496',-1.400
'0:03.500',-1.400
'0:03.504',-1.400
'0:03.508',-1.395
'0:03.512',-1.395
'0:03.516',-1.395
'0:03.520',-1.395
'0:03.524',-1.390
'0:03.528',-1.385
'0:03.532',-1.380
'0:03.536',-1.370
'0:03.540',-1.355
'0:03.544',-1.355
'0:03.548',-1.370
'0:03.552',-1.365
'0:03.556',-1.365
'0:03.560',-1.365
'0:03.564',-1.370
'0:03.568',-1.375
'0:03.572',-1.355
'0:03.576',-1.350
'0:03.580',-1.350
'0:03.584',-1.355
'0:03.588',-1.360
'0:03.592',-1.355
'0:03.596',-1.355
'0:03.600',-1.350
'0:03.604',-1.340
'0:03.608',-1.340
'0:03.612',-1.335
'0:03.616',-1.350
'0:03.620',-1.355
'0:03.624',-1.365
'0:03.628',-1.370
'0:03.632',-1.390
'0:03.636',-1.400
'0:03.640',-1.400
'0:03.644',-1.400
'0:03.648',-1.405
'0:03.652',-1.405
'0:03.656',-1.405
'0:03.660',-1.400
'0:03.664',-1.400
'0:03.668',-1.400
'0:03.672',-1.405
'0:03.676',-1.405
'0:03.680',-1.405
'0:03.684',-1.410
'0:03.688',-1.405
'0:03.692',-1.405
'0:03.696',-1.405
'0:03.700',-1.400
'0:03.704',-1.400
'0:03.708',-1.400
'0:03.712',-1.405
'0:03.716',-1.415
'0:03.720',-1.405
'0:03.724',-1.405
'0:03.728',-1.410
'0:03.732',-1.400
'0:03.736',-1.410
'0:03.740',-1.415
'0:03.744',-1.435
'0:03.748',-1.440
'0:03.752',-1.435
'0:03.756',-1.425
'0:03.760',-1.390
'0:03.764',-1.340
'0:03.768',-1.280
'0:03.772',-1.210
'0:03.776',-1.165
'0:03.780',-1.150
'0:03.784',-1.130
'0:03.788',-1.090
'0:03.792',-1.050
'0:03.796',-1.060
'0:03.800',-1.100
'0:03.804',-1.170
'0:03.808',-1.245
'0:03.812',-1.300
'0:03.816',-1.335
'0:03.820',-1.355
'0:03.824',-1.365
'0:03.828',-1.370
'0:03.832',-1.370
'0:03.836',-1.370
'0:03.840',-1.375
'0:03.844',-1.385
'0:03.848',-1.385
'0:03.852',-1.390
'0:03.856',-1.395
'0:03.860',-1.395
'0:03.864',-1.390
'0:03.868',-1.385
'0:03.872',-1.380
'0:03.876',-1.385
'0:03.880',-1.385
'0:03.884',-1.390
'0:03.888',-1.385
'0:03.892',-1.385
'0:03.896',-1.385
'0:03.900',-1.385
'0:03.904',-1.395
'0:03.908',-1.385
'0:03.912',-1.385
'0:03.916',-1.385
'0:03.920',-1.385
'0:03.924',-1.385
'0:03.928',-1.375
'0:03.932',-1.370
'0:03.936',-1.370
'0:03.940',-1.370
'0:03.944',-1.380
'0:03.948',-1.370
'0:03.952',-1.370
'0:03.956',-1.370
'0:03.960',-1.365
'0:03.964',-1.365
'0:03.968',-1.365
'0:03.972',-1.360
'0:03.976',-1.355
'0:03.980',-1.355
'0:03.984',-1.355
'0:03.988',-1.355
'0:03.992',-1.350
'0:03.996',-1.335
'0:04.000',-1.330
'0:04.004',-1.320
'0:04.008',-1.325
'0:04.012',-1.320
'0:04.016',-1.325
'0:04.020',-1.305
'0:04.024',-1.300
'0:04.028',-1.285
'0:04.032',-1.285
'0:04.036',-1.285
'0:04.040',-1.280
'0:04.044',-1.280
'0:04.048',-1.260
'0:04.052',-1.255
'0:04.056',-1.240
'0:04.060',-1.225
'0:04.064',-1.220
'0:04.068',-1.215
'0:04.072',-1.205
'0:04.076',-1.205
'0:04.080',-1.205
'0:04.084',-1.210
'0:04.088',-1.210
'0:04.092',-1.200
'0:04.096',-1.220
'0:04.100',-1.220
'0:04.104',-1.240
'0:04.108',-1.250
'0:04.112',-1.260
'0:04.116',-1.270
'0:04.120',-1.290
'0:04.124',-1.295
'0:04.128',-1.310
'0:04.132',-1.320
'0:04.136',-1.335
'0:04.140',-1.350
'0:04.144',-1.355
'0:04.148',-1.365
'0:04.152',-1.365
'0:04.156',-1.365
'0:04.160',-1.365
'0:04.164',-1.365
'0:04.168',-1.365
'0:04.172',-1.365
'0:04.176',-1.365
'0:04.180',-1.370
'0:04.184',-1.365
'0:04.188',-1.365
'0:04.192',-1.360
'0:04.196',-1.365
'0:04.200',-1.365
'0:04.204',-1.370
'0:04.208',-1.365
'0:04.212',-1.370
'0:04.216',-1.365
'0:04.220',-1.370
'0:04.224',-1.365
'0:04.228',-1.365
'0:04.232',-1.365
'0:04.236',-1.370
'0:04.240',-1.385
'0:04.244',-1.370
'0:04.248',-1.370
'0:04.252',-1.365
'0:04.256',-1.365
'0:04.260',-1.385
'0:04.264',-1.370
'0:04.268',-1.370
'0:04.272',-1.375
'0:04.276',-1.375
'0:04.280',-1.375
'0:04.284',-1.370
'0:04.288',-1.370
'0:04.292',-1.375
'0:04.296',-1.370
'0:04.300',-1.375
'0:04.304',-1.370
'0:04.308',-1.375
'0:04.312',-1.385
'0:04.316',-1.370
'0:04.320',-1.370
'0:04.324',-1.370
'0:04.328',-1.380
'0:04.332',-1.375
'0:04.336',-1.380
'0:04.340',-1.385
'0:04.344',-1.385
'0:04.348',-1.385
'0:04.352',-1.380
'0:04.356',-1.375
'0:04.360',-1.375
'0:04.364',-1.385
'0:04.368',-1.390
'0:04.372',-1.385
'0:04.376',-1.390
'0:04.380',-1.385
'0:04.384',-1.385
'0:04.388',-1.385
'0:04.392',-1.385
'0:04.396',-1.390
'0:04.400',-1.390
'0:04.404',-1.385
'0:04.408',-1.385
'0:04.412',-1.385
'0:04.416',-1.385
'0:04.420',-1.375
'0:04.424',-1.385
'0:04.428',-1.405
'0:04.432',-1.390
'0:04.436',-1.390
'0:04.440',-1.390
'0:04.444',-1.385
'0:04.448',-1.390
'0:04.452',-1.385
'0:04.456',-1.385
'0:04.460',-1.390
'0:04.464',-1.390
'0:04.468',-1.395
'0:04.472',-1.385
'0:04.476',-1.385
'0:04.480',-1.375
'0:04.484',-1.370
'0:04.488',-1.365
'0:04.492',-1.365
'0:04.496',-1.355
'0:04.500',-1.350
'0:04.504',-1.350
'0:04.508',-1.355
'0:04.512',-1.360
'0:04.516',-1.365
'0:04.520',-1.365
'0:04.524',-1.365
'0:04.528',-1.350
'0:04.532',-1.350
'0:04.536',-1.355
'0:04.540',-1.360
'0:04.544',-1.355
'0:04.548',-1.350
'0:04.552',-1.350
'0:04.556',-1.340
'0:04.560',-1.340
'0:04.564',-1.340
'0:04.568',-1.350
'0:04.572',-1.355
'0:04.576',-1.350
'0:04.580',-1.360
'0:04.584',-1.370
'0:04.588',-1.370
'0:04.592',-1.385
'0:04.596',-1.400
'0:04.600',-1.390
'0:04.604',-1.385
'0:04.608',-1.390
'0:04.612',-1.395
'0:04.616',-1.400
'0:04.620',-1.390
'0:04.624',-1.390
'0:04.628',-1.385
'0:04.632',-1.390
'0:04.636',-1.390
'0:04.640',-1.390
'0:04.644',-1.390
'0:04.648',-1.390
